t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz
721174591 0 0 23 1 27 1 46 -684 -628 18284 116 -386 -155
721175591 0 0 27 1 27 1 47 -608 -588 18320 84 -394 -137
721176591 0 0 19 1 28 1 48 -568 -664 18252 61 -369 -169
721177591 0 0 21 1 26 1 48 -572 -632 18252 68 -394 -126
721178591 0 0 25 1 26 1 48 -568 -656 18180 124 -397 -147
721179591 0 0 25 1 26 1 48 -596 -700 18100 85 -374 -144
721180591 0 0 20 1 28 1 46 -676 -672 18116 105 -411 -160
721181591 0 0 25 1 25 1 46 -664 -628 18104 94 -367 -135
721182591 0 0 23 1 26 1 46 -680 -608 18224 93 -384 -165
721183591 0 0 27 1 26 1 47 -548 -576 18220 102 -413 -148
721184591 0 0 25 1 27 1 47 -588 -636 18236 77 -350 -120
721185591 0 0 23 1 26 1 46 -616 -604 18120 98 -376 -146
721186591 0 0 28 1 26 1 46 -640 -540 18284 77 -373 -155
721187591 0 0 22 1 26 1 44 -556 -628 18260 109 -384 -166
721188591 53 45 22 1 27 1 40 -400 -1596 19400 57 -578 -43
721189591 85 92 25 1 27 1 39 -176 -376 17576 -220 -762 2783
721190591 26 91 61 1 27 1 34 244 -120 18332 -51 -376 2934
721191591 29 91 72 1 29 1 28 -536 696 18976 192 -543 1352
721192591 85 92 84 1 27 1 32 -68 -1228 17816 146 -613 80
721193591 92 91 84 1 27 1 49 -1060 -1456 19028 337 -456 -288
721194591 92 92 94 1 30 1 25 -728 52 16984 124 -523 -207
721195591 89 91 100 1 32 1 29 -292 -436 18812 -193 -349 -215
721196591 91 90 109 1 35 1 31 2328 -2096 17496 319 -485 -127
721197591 89 91 119 1 35 1 30 -996 332 19808 150 -457 -216
721198591 89 89 128 1 37 1 34 -936 840 18324 -30 -249 -236
721199591 87 90 144 1 43 1 36 -1004 -516 18324 17 -519 -20
721200591 84 63 151 1 41 1 37 156 -1608 17116 -26 -334 -134
721201591 87 86 165 1 43 1 40 -1472 316 19520 201 -225 -2413
721202591 89 42 164 1 48 1 38 -376 -140 17332 146 -265 -2362
721203591 87 39 157 1 53 1 38 -456 -1300 17772 52 -443 -2360
721204591 87 38 139 1 62 1 40 -776 -16 18536 199 -373 -2469
721205591 87 35 114 1 64 1 28 600 -2084 16672 400 -247 -2507
721206591 87 33 71 1 64 1 33 -1844 1344 18548 153 -344 -2474
721207591 87 33 79 1 64 1 34 -24 -760 18552 185 -493 -2481
721208591 86 30 96 1 60 1 40 1624 -2244 16732 281 -171 -2785
721209591 85 27 106 1 53 1 41 -1760 504 18060 317 -377 -2660
721210591 86 29 128 1 46 1 36 -1416 952 17884 79 -285 -2432
721211591 85 31 124 1 48 1 40 92 -820 18488 348 -204 -2448
721212591 85 30 120 1 29 1 16 -1084 -1148 17480 239 -422 -2608
721213591 85 30 110 1 36 1 1 -2856 -296 20116 153 -361 -2476
721214591 81 67 106 1 52 1 1 -3932 16 17672 -200 -459 -572
721215591 1 3 103 1 52 1 1 -508 -352 18228 80 -362 -135
721216591 0 0 105 1 51 1 1 -432 -324 18272 99 -418 -132
721217591 0 0 105 1 52 1 1 -540 -444 18244 125 -391 -137
