t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz
655944591 0 0 1 1 27 1 52 -592 -692 18184 93 -359 -141
655945591 0 0 1 1 26 1 53 -652 -600 18148 110 -376 -151
655946591 0 0 1 1 26 1 52 -576 -668 18320 105 -399 -135
655947591 0 0 1 1 27 1 52 -640 -632 18124 66 -346 -132
655948591 0 0 1 1 27 1 52 -688 -580 18208 113 -425 -153
655949591 0 0 2 1 26 1 52 -628 -500 18168 68 -349 -156
655950591 0 0 1 1 26 1 53 -688 -616 18284 91 -357 -148
655951591 0 0 1 1 27 1 52 -616 -620 18228 51 -362 -149
655952591 0 0 1 1 27 1 52 -612 -524 18196 89 -372 -145
655953591 0 0 1 1 28 1 53 -640 -552 18296 90 -397 -149
655954591 0 0 1 1 26 1 53 -556 -588 18348 108 -407 -154
655955591 0 0 1 1 26 1 52 -664 -536 18260 51 -365 -143
655956591 0 0 2 1 24 1 52 -528 -556 18176 110 -386 -145
655957591 0 0 1 1 26 1 52 -684 -508 18272 120 -381 -134
655958591 -2 0 1 1 26 1 53 820 -1736 16984 -296 -586 -351
655959591 76 65 1 1 26 1 58 -384 -1900 17108 116 -131 17
655960591 46 90 5 1 27 1 46 -96 -1912 17984 -57 -322 3051
655961591 65 90 34 1 27 1 57 -1132 -480 16472 153 -399 38
655962591 92 91 39 1 29 1 44 -1476 -644 19284 33 -415 -118
655963591 91 92 35 1 30 1 31 12 -2052 18320 168 -413 -153
655964591 89 91 39 1 32 1 35 -392 880 18984 192 -187 -219
655965591 89 91 40 1 31 1 40 -68 -632 17264 74 -354 -193
655966591 88 91 49 1 33 1 37 -1040 -728 19076 62 -620 -74
655967591 89 92 55 1 35 1 32 1036 -2068 17960 184 -418 -200
655968591 69 91 58 1 38 1 35 -1044 0 19608 -234 -328 2428
655969591 45 92 75 1 38 1 32 -196 420 17996 47 -446 292
655970591 84 91 78 1 41 1 39 300 -804 16804 2 -517 57
655971591 88 91 84 1 44 1 41 -1252 -224 19176 218 -339 -182
655972591 89 90 89 1 49 1 46 -2500 700 18524 138 -368 -52
655973591 91 91 93 1 53 1 52 -276 -24 19180 -10 -223 6
655974591 90 91 99 1 59 1 60 1156 -636 17396 55 -154 -199
655975591 93 82 106 1 67 1 69 -1744 648 15392 318 -396 -3840
655976591 64 -37 90 1 76 1 46 -312 -2292 16808 355 -54 -6289
655977591 78 -7 40 1 81 1 43 -1036 304 19044 304 -610 -751
655978591 87 86 63 1 97 1 44 -624 -996 19240 158 -374 17
655979591 89 56 105 1 114 1 48 -468 -1172 17860 223 -217 -2174
655980591 71 -16 141 1 100 1 50 -528 492 18292 384 -152 -6179
655981591 63 -74 159 1 55 1 43 -276 520 18072 238 -112 -6344
655982591 67 -29 150 1 54 1 21 -1048 -1764 18672 -78 -316 125
655983591 87 87 161 1 51 1 42 -1352 -404 18800 78 -129 -1807
655984591 86 45 159 1 32 1 34 -656 -16 17468 189 -310 -1981
655985591 86 38 146 1 46 1 31 80 -1508 20232 215 -642 -2394
655986591 85 32 121 1 59 1 7 1208 -2200 16696 224 -175 -2495
655987591 85 32 88 1 48 1 3 -596 480 18652 297 -445 -2506
655988591 86 34 75 1 53 1 1 -536 -392 17028 22 -218 -2340
655989591 87 35 90 1 61 1 22 -1936 668 18804 344 -582 -2291
655990591 86 38 106 1 65 1 1 516 -1272 17464 59 -307 -2215
655991591 87 39 117 1 33 1 9 -680 704 18368 257 -737 -2144
655992591 86 41 135 1 1 1 33 -852 -388 17616 178 -429 -2055
655993591 88 42 143 1 1 1 23 -400 -256 18444 64 -577 -2013
655994591 87 43 144 1 1 1 28 284 -1036 17600 210 -281 -2102
655995591 88 44 138 1 16 1 35 -648 -1424 18964 307 -632 -2039
655996591 88 44 123 1 1 1 38 -1008 336 17320 80 -361 -2291
655997591 13 8 124 1 1 1 32 -800 -328 18100 68 -398 -149
655998591 1 0 119 1 1 1 32 -592 -292 18360 97 -372 -150
655999591 0 0 120 1 1 1 33 -768 -340 18108 98 -375 -125
656000591 0 1 121 1 1 1 34 -772 -340 18188 54 -374 -131
656001591 0 0 120 1 1 1 32 -740 -212 18296 68 -366 -157
656002591 0 0 121 1 1 1 32 -788 -196 18236 85 -384 -149
656003591 0 0 118 1 1 1 34 -672 -356 18100 71 -382 -140
656004591 0 0 119 1 1 1 32 -620 -268 18252 67 -360 -155
656005591 0 0 121 1 1 1 32 -736 -252 18188 60 -376 -153
656006591 0 0 120 1 1 1 32 -720 -176 18380 71 -374 -154
656007591 0 0 120 1 1 1 33 -728 -280 18308 49 -338 -140
656008591 0 0 124 1 1 1 35 -660 -224 18268 81 -366 -149
656009591 0 0 118 1 1 1 33 -712 -304 18116 70 -353 -154
656010591 0 0 121 1 1 1 34 -792 -236 18264 102 -398 -129
656011591 0 0 121 1 1 1 34 -788 -300 18268 63 -337 -145
656016591 0 0 121 1 1 1 34 -648 -264 18308 62 -361 -136
656017591 0 0 118 1 1 1 33 -788 -388 18132 130 -393 -139
