t encoder_esq(mm) encoder_dir IR1(mm) IR2 IR3 IR4 IR5 Ax(m/s^2) Ay Az Gx(rad/s) Gy Gz
2650100 64 68 822 3325 3325 1429 1133 0.000000 -0.538695 0.000000 0.000000 0.000000 -0.038904
2650871 70 70 1285 3258 3325 1341 1133 0.000000 0.409408 0.000000 0.000000 0.000000 0.002665
2651899 59 62 1133 3258 3325 1399 1133 0.000000 0.560243 0.000000 0.000000 0.000000 -0.033175
2652156 62 62 1157 3064 3325 1312 1157 0.000000 -0.272939 0.000000 0.000000 0.000000 -0.016121
2652927 0 0 1133 3001 3325 1369 1157 0.000000 -0.203507 0.000000 0.000000 0.000000 -0.025181
2653184 0 0 1133 3325 3325 1429 1157 0.000000 -0.160412 0.000000 0.000000 0.000000 -0.017853
2654212 0 0 1133 3325 3325 1399 1157 0.000000 -0.205901 0.000000 0.000000 0.000000 -0.021184
2654983 0 0 1157 3258 3325 1341 1232 0.000000 -0.136469 0.000000 0.000000 0.000000 -0.019319
2655240 0 0 1110 3325 3325 1341 1133 0.000000 -0.186748 0.000000 0.000000 0.000000 -0.026646
2655497 0 0 1157 3325 3325 1369 1157 0.000000 -0.347159 0.000000 0.000000 0.000000 -0.023315
2656268 91 87 1110 3258 3258 1258 1133 0.000000 -0.026336 0.000000 0.000000 0.000000 -0.041168
2656525 86 79 1133 3325 3325 1369 1110 0.000000 0.292093 0.000000 0.000000 0.000000 -0.018786
2657296 64 65 1157 3325 3325 1285 1181 0.000000 0.088585 0.000000 0.000000 0.000000 -0.030110
2657553 67 68 1157 3325 3325 1285 1157 0.000000 -0.047884 0.000000 0.000000 0.000000 -0.014522
2658581 64 62 1133 3258 3258 1312 1065 0.000000 0.174777 0.000000 0.000000 0.000000 -0.038237
2659609 64 68 1157 2286 3325 1341 1157 0.000000 -0.126893 0.000000 0.000000 0.000000 0.020384
2660637 67 65 1157 1696 3325 1312 1087 0.000000 -0.028730 0.000000 0.000000 0.000000 -0.032508
2660894 67 65 1157 1732 3325 1341 1110 0.000000 -0.059855 0.000000 0.000000 0.000000 -0.026247
2661665 67 68 1157 1887 3258 1258 1110 0.000000 -0.974440 0.000000 0.000000 0.000000 -0.035440
2661922 75 70 1181 3325 3325 1312 1087 0.000000 0.713472 0.000000 0.000000 0.000000 -0.031309
2662950 59 62 1181 3325 3325 1285 1087 0.000000 0.325611 0.000000 0.000000 0.000000 0.024115
2663207 62 68 1181 3325 3325 1312 1065 0.000000 0.215478 0.000000 0.000000 0.000000 -0.013989
2663978 62 65 1181 3325 3325 1312 1065 0.000000 0.248997 0.000000 0.000000 0.000000 0.025714
2665006 70 73 1206 3325 3325 1312 1157 0.000000 -0.857124 0.000000 0.000000 0.000000 -0.002398
2666034 67 65 1181 3325 3258 1312 1110 0.000000 0.440533 0.000000 0.000000 0.000000 -0.050894
2666291 70 62 1206 3325 3325 1341 1133 0.000000 -0.653617 0.000000 0.000000 0.000000 -0.037704
2667062 67 65 1206 3325 3325 1312 1065 0.000000 -0.909797 0.000000 0.000000 0.000000 -0.023049
2668347 67 65 1181 3325 3325 1341 1157 0.000000 -0.011971 0.000000 0.000000 0.000000 -0.027845
2668604 70 65 1206 3325 3325 1341 1110 0.000000 0.100556 0.000000 0.000000 0.000000 -0.010925
2669375 62 62 1157 3325 3325 1369 1043 0.000000 -0.478840 0.000000 0.000000 0.000000 -0.019185
2669632 64 65 1181 3258 3258 1341 1110 0.000000 -0.507571 0.000000 0.000000 0.000000 -0.018519
2670660 62 65 1133 3258 3258 1369 1065 0.000000 -0.079009 0.000000 0.000000 0.000000 -0.029444
2670917 67 65 1206 3258 3192 1341 1065 0.000000 0.380678 0.000000 0.000000 0.000000 -0.007194
2671688 62 65 1232 3258 3325 1341 1065 0.000000 -0.620098 0.000000 0.000000 0.000000 0.000266
2671945 62 65 1181 3325 3325 1429 1065 0.000000 -0.663194 0.000000 0.000000 0.000000 0.004130
2673744 62 65 1181 3325 3325 1399 1087 0.000000 -0.612916 0.000000 0.000000 0.000000 -0.003064
2675029 62 65 1181 3325 3325 1399 1087 0.000000 -0.095768 0.000000 0.000000 0.000000 -0.008260
2675286 59 65 1157 3258 3258 1491 1087 0.000000 -0.004788 0.000000 0.000000 0.000000 -0.008926
2677342 64 27 1110 3325 3325 1429 1181 0.000000 1.467646 0.000000 0.000000 0.000000 -0.193452
2677599 56 24 1133 3258 3325 1341 1110 0.000000 -1.039083 0.000000 0.000000 0.000000 -0.157080
2678627 70 70 1133 3325 3325 1341 1157 0.000000 0.057461 0.000000 0.000000 0.000000 -0.026247
2678884 62 68 1110 3258 3258 1341 1110 0.000000 -0.100556 0.000000 0.000000 0.000000 0.008926
2679912 59 62 1157 3325 3258 1369 1157 0.000000 0.112527 0.000000 0.000000 0.000000 -0.030776
2680940 73 65 1110 3258 3258 1285 1133 0.000000 -0.430956 0.000000 0.000000 0.000000 -0.065283
2681197 70 65 1110 3325 3325 1341 1133 0.000000 -0.167594 0.000000 0.000000 0.000000 -0.004796
2682225 70 73 1110 3325 3325 1312 1181 0.000000 -0.050278 0.000000 0.000000 0.000000 -0.014922
2682482 62 68 1110 3258 3258 1312 1110 0.000000 0.198719 0.000000 0.000000 0.000000 0.006928
2683253 64 65 1133 3325 3325 1312 1110 0.000000 0.304064 0.000000 0.000000 0.000000 -0.003064
2683510 64 70 1087 3325 3258 1312 1133 0.000000 0.055067 0.000000 0.000000 0.000000 0.012524
