t encoder_esq(mm) encoder_dir IR1(mm) IR2 IR3 IR4 IR5 Ax(m/s^2) Ay Az Gx(rad/s) Gy Gz
2914059 0 0 3325 3394 2385 3394 223 0.000000 -0.296881 0.000000 0.000000 0.000000 -0.024115
2915059 0 0 3325 3394 2385 3394 223 0.000000 -0.256180 0.000000 0.000000 0.000000 -0.022383
2916059 0 0 3325 3394 2056 3394 220 0.000000 -0.275333 0.000000 0.000000 0.000000 -0.021583
2917059 0 0 3325 3394 2385 3394 223 0.000000 -0.320823 0.000000 0.000000 0.000000 -0.023049
2918059 0 0 3325 3394 2238 3394 220 0.000000 -0.306458 0.000000 0.000000 0.000000 -0.023449
2919059 0 0 3325 3394 2100 3394 220 0.000000 -0.318429 0.000000 0.000000 0.000000 -0.023582
2920059 0 0 3325 3394 2649 3394 220 0.000000 -0.284910 0.000000 0.000000 0.000000 -0.019452
2921059 0 0 3325 3394 2191 3394 223 0.000000 -0.277727 0.000000 0.000000 0.000000 -0.023049
2923059 0 0 3325 3394 2238 3394 220 0.000000 -0.268151 0.000000 0.000000 0.000000 -0.023582
2924059 0 0 3325 3394 2335 3394 220 0.000000 -0.203507 0.000000 0.000000 0.000000 -0.023182
2925059 0 0 3325 3394 2385 3394 220 0.000000 -0.253785 0.000000 0.000000 0.000000 -0.024648
2926059 0 0 3325 3394 2335 3394 223 0.000000 -0.260968 0.000000 0.000000 0.000000 -0.023848
2927059 0 0 3325 3394 2191 3394 223 0.000000 -0.189142 0.000000 0.000000 0.000000 -0.027979
2928059 3 0 3325 3394 2649 3394 217 0.000000 0.603339 0.000000 0.000000 0.000000 -0.188256
2929059 33 13 3325 3394 1460 3394 202 0.000000 -0.421380 0.000000 0.000000 0.000000 -0.166273
2930059 44 40 3325 3394 1556 3394 193 0.000000 -0.620098 0.000000 0.000000 0.000000 0.004796
2931059 38 46 3325 3394 1460 3394 193 0.000000 0.035913 0.000000 0.000000 0.000000 0.061020
2932059 31 36 3325 3394 1556 3394 193 0.000000 0.960075 0.000000 0.000000 0.000000 -0.021317
2933059 21 31 3325 3394 2056 3394 199 0.000000 -0.220267 0.000000 0.000000 0.000000 0.103521
2934059 11 27 3325 3394 1847 3394 214 0.000000 -0.603339 0.000000 0.000000 0.000000 0.159211
2935059 13 27 3325 3394 1556 3394 229 0.000000 -0.222661 0.000000 0.000000 0.000000 0.035573
2936059 26 27 3325 3394 1625 3394 223 0.000000 0.208296 0.000000 0.000000 0.000000 -0.049429
2937059 31 31 3325 3394 1696 3394 232 0.000000 -0.483629 0.000000 0.000000 0.000000 -0.027179
2938059 30 30 3325 3394 1770 3394 229 0.000000 -0.928950 0.000000 0.000000 0.000000 -0.045565
2939059 29 29 3325 3394 1696 3394 229 0.000000 -0.493206 0.000000 0.000000 0.000000 -0.035573
2940059 27 29 3325 3394 1556 3394 226 0.000000 0.550666 0.000000 0.000000 0.000000 -0.016387
2941059 27 29 3325 3394 1696 3394 226 0.000000 1.268927 0.000000 0.000000 0.000000 -0.026247
2942059 27 29 3325 3394 1660 3394 232 0.000000 -0.739808 0.000000 0.000000 0.000000 -0.047830
2943059 27 28 3325 3394 1696 3394 226 0.000000 -0.505177 0.000000 0.000000 0.000000 -0.038504
2944059 26 29 2145 3394 1556 3394 229 0.000000 -0.158017 0.000000 0.000000 0.000000 -0.009992
2945059 29 29 1847 3394 1556 3394 232 0.000000 -0.363919 0.000000 0.000000 0.000000 -0.034640
