t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz
989591 0 0 39 37 53 42 1 -344 280 18236 157 -404 -99
990591 0 0 39 37 53 42 1 -316 172 18184 197 -434 -171
991591 0 0 38 37 53 42 1 -332 248 18244 217 -419 -183
992591 0 0 40 38 54 42 1 -356 148 18228 168 -410 -216
993591 0 0 37 36 53 42 1 -456 228 18260 131 -384 -225
994591 0 0 38 37 53 42 1 -352 244 18200 162 -416 -228
995591 0 0 39 37 54 42 1 -352 160 18272 195 -433 -129
996591 0 0 38 37 53 42 1 -312 184 18096 172 -427 -105
997591 0 0 41 38 54 42 1 -360 340 18192 170 -420 -98
998591 0 0 39 37 54 42 1 -336 164 18344 192 -427 -189
999591 0 0 39 37 53 42 1 -352 308 18332 154 -394 -164
1000591 0 0 40 38 53 42 1 -276 228 18324 134 -419 -75
1001591 0 0 39 37 54 42 1 -324 308 18252 211 -424 -206
1002591 0 0 39 37 53 42 1 -288 200 18376 191 -441 -91
1003591 0 0 39 37 54 42 1 -316 236 18172 186 -448 -181
1004591 0 0 39 37 52 42 1 -372 248 18236 145 -409 -105
1005591 0 0 38 37 53 42 1 -416 244 18116 192 -419 -91
1006591 0 0 40 38 53 42 1 -304 168 18368 180 -399 -61
1007591 0 0 40 38 54 42 1 -332 164 18232 122 -417 -201
1008591 0 0 39 37 53 42 1 -332 240 18248 175 -408 -110
1009591 0 0 38 37 53 42 1 -368 256 18320 182 -426 -245
1010591 0 0 38 37 53 42 1 -284 180 18156 169 -414 -80
1011591 0 0 38 37 53 42 1 -224 224 18068 148 -403 -80
1012591 0 0 39 38 53 42 1 -140 128 18076 119 -418 -74
1013591 0 0 38 37 53 42 1 -372 204 18140 187 -427 -117
1014591 0 0 39 38 53 42 1 -312 192 18132 188 -439 -112
1015591 0 0 39 37 53 42 1 -364 248 18192 166 -388 -63
1016591 0 0 39 38 53 42 1 -348 240 18192 139 -386 -223
1017591 0 0 38 37 52 42 1 -336 272 18212 161 -410 -200
1018591 0 0 39 38 54 42 1 -404 260 18224 168 -418 -110
