t encoder_esq(mm) encoder_dir IR1(mm) IR2 IR3 IR4 IR5 Ax(m/s^2) Ay Az Gx(rad/s) Gy Gz
989591 0 0 1491 1556 1110 1399 3325 -0.205901 0.167594 10.915165 0.020917 -0.053825 -0.013190
990591 0 0 1491 1556 1110 1399 3325 -0.189142 0.102951 10.884041 0.026247 -0.057822 -0.022783
991591 0 0 1524 1556 1110 1399 3325 -0.198719 0.148441 10.919953 0.028911 -0.055824 -0.024381
992591 0 0 1460 1524 1087 1399 3325 -0.213084 0.088585 10.910377 0.022383 -0.054625 -0.028778
993591 0 0 1556 1590 1110 1399 3325 -0.272939 0.136469 10.929530 0.017453 -0.051161 -0.029977
994591 0 0 1524 1556 1110 1399 3325 -0.210690 0.146046 10.893618 0.021583 -0.055424 -0.030377
995591 0 0 1491 1556 1087 1399 3325 -0.210690 0.095768 10.936713 0.025980 -0.057689 -0.017187
996591 0 0 1524 1556 1110 1399 3325 -0.186748 0.110133 10.831368 0.022916 -0.056890 -0.013989
997591 0 0 1429 1524 1087 1399 3325 -0.215478 0.203507 10.888829 0.022649 -0.055957 -0.013057
998591 0 0 1491 1556 1087 1399 3325 -0.201113 0.098162 10.979809 0.025580 -0.056890 -0.025181
999591 0 0 1491 1556 1110 1399 3325 -0.210690 0.184354 10.972626 0.020518 -0.052493 -0.021850
1000591 0 0 1460 1524 1110 1399 3325 -0.165200 0.136469 10.967837 0.017853 -0.055824 -0.009992
1001591 0 0 1491 1556 1087 1399 3325 -0.193930 0.184354 10.924742 0.028112 -0.056490 -0.027446
1002591 0 0 1491 1556 1110 1399 3325 -0.172383 0.119710 10.998962 0.025447 -0.058755 -0.012124
1003591 0 0 1491 1556 1087 1399 3325 -0.189142 0.141258 10.876858 0.024781 -0.059688 -0.024115
1004591 0 0 1491 1556 1133 1399 3325 -0.222661 0.148441 10.915165 0.019319 -0.054492 -0.013989
1005591 0 0 1524 1556 1110 1399 3325 -0.248997 0.146046 10.843339 0.025580 -0.055824 -0.012124
1006591 0 0 1460 1524 1110 1399 3325 -0.181959 0.100556 10.994174 0.023982 -0.053159 -0.008127
1007591 0 0 1460 1524 1087 1399 3325 -0.198719 0.098162 10.912771 0.016254 -0.055557 -0.026779
1008591 0 0 1491 1556 1110 1399 3325 -0.198719 0.143652 10.922348 0.023315 -0.054358 -0.014655
1009591 0 0 1524 1556 1110 1399 3325 -0.220267 0.153229 10.965444 0.024248 -0.056757 -0.032642
1010591 0 0 1524 1556 1110 1399 3325 -0.169988 0.107739 10.867281 0.022516 -0.055158 -0.010658
1011591 0 0 1524 1556 1110 1399 3325 -0.134075 0.134075 10.814609 0.019718 -0.053692 -0.010658
1012591 0 0 1491 1524 1110 1399 3325 -0.083797 0.076614 10.819397 0.015855 -0.055691 -0.009859
1013591 0 0 1524 1556 1110 1399 3325 -0.222661 0.122104 10.857704 0.024914 -0.056890 -0.015588
1014591 0 0 1491 1524 1110 1399 3325 -0.186748 0.114922 10.852916 0.025047 -0.058489 -0.014922
1015591 0 0 1491 1556 1110 1399 3325 -0.217872 0.148441 10.888829 0.022116 -0.051694 -0.008394
1016591 0 0 1491 1524 1110 1399 3325 -0.208296 0.143652 10.888829 0.018519 -0.051427 -0.029711
1017591 0 0 1524 1556 1133 1399 3325 -0.201113 0.162806 10.900800 0.021450 -0.054625 -0.026646
1018591 0 0 1491 1524 1087 1399 3325 -0.241814 0.155623 10.907983 0.022383 -0.055691 -0.014655
