t(ms) deslocamento_encoders(mm) deslocamento_acelerometro_Y(mm) erro_deslocamento_acelerometro(%) desloc_angular_encoders(rad) desloc_angular_giroscopio_Z(rad) erro_desloc_angular_giroscopio(%) acel_encoders(m/s^2) acel_acelerometro_Y(m/s^2) erro_acel_acelerometro(%) vel_angular_encoders(rad/s) vel_angular_giroscopio_Z(rad/s) erro_vel_angular_giroscopio(%) posicao_encoders_X(mm) posicao_encoders_Y(mm) posicao_acelgiro_X(mm) posicao_acelgiro_Y(mm) erro_posicao_acelgiro(mm) angulo_encoders(rad) angulo_giroscopio(rad) erro_angulo_giro(%)
4850916 0 -2493 100.000000 0.000000 0.014895 100.000000 0.000000 0.074220 100.000000 0.000000 0.019319 100.000000 0 0 -2493 0 2493.000000 0.000000 0.014895 100.000000
4851173 0 -830 100.000000 0.000000 0.007225 100.000000 0.000000 0.014365 100.000000 0.000000 0.028112 100.000000 0 0 -3323 -12 3323.021729 0.000000 0.022119 100.000000
4851944 0 -2484 100.000000 0.000000 0.019825 100.000000 0.000000 0.009577 100.000000 0.000000 0.025714 100.000000 0 0 -5806 -67 5806.386719 0.000000 0.041945 100.000000
4852972 0 -3320 100.000000 0.000000 0.022188 100.000000 0.000000 -0.007183 100.000000 0.000000 0.021583 100.000000 0 0 -9123 -206 9125.325195 0.000000 0.064132 100.000000
4853229 0 -828 100.000000 0.000000 0.006780 100.000000 0.000000 0.026336 100.000000 0.000000 0.026380 100.000000 0 0 -9949 -259 9952.370117 0.000000 0.070912 100.000000
4854257 0 -3249 100.000000 0.000000 0.028762 100.000000 0.000000 0.059855 100.000000 0.000000 0.027979 100.000000 0 0 -13190 -489 13199.061523 0.000000 0.099674 100.000000
4854514 0 -809 100.000000 0.000000 0.007019 100.000000 0.000000 0.050278 100.000000 0.000000 0.027312 100.000000 0 0 -13995 -570 14006.602539 0.000000 0.106693 100.000000
4855285 0 -2393 100.000000 0.000000 0.013970 100.000000 0.000000 0.057461 100.000000 0.000000 0.018119 100.000000 0 0 -16374 -825 16394.771484 0.000000 0.120663 100.000000
4855542 0 -794 100.000000 0.000000 0.004999 100.000000 0.000000 0.047884 100.000000 0.000000 0.019452 100.000000 0 0 -17163 -921 17187.693359 0.000000 0.125662 100.000000
4856313 0 -2368 100.000000 0.000000 0.019825 100.000000 0.000000 0.026336 100.000000 0.000000 0.025714 100.000000 0 0 -19512 -1218 19549.978516 0.000000 0.145488 100.000000
4856570 0 -798 100.000000 0.000000 0.005033 100.000000 0.000000 -0.138864 100.000000 0.000000 0.019585 100.000000 0 0 -20302 -1334 20345.779297 0.000000 0.150521 100.000000
4857341 87 -2280 2720.671631 0.005000 0.030303 506.055603 0.146356 0.193930 32.505909 0.006485 0.039303 506.055542 87 0 -22556 -1676 22704.943359 0.005000 0.180824 3516.474121
4858369 54 -2987 5631.196289 -0.073178 -0.085327 16.602884 -0.058669 0.050278 185.698730 -0.071184 -0.083003 16.602880 141 0 -25494 -2213 25730.343750 -0.068178 0.095497 240.070343
4859397 61 -3721 6199.329102 -0.108388 -0.129292 19.285675 0.006624 -0.694319 10582.066406 -0.105436 -0.125770 19.285662 202 -4 -29198 -2568 29511.591797 -0.176566 -0.033795 80.859665
4860682 48 -4599 9681.966797 -0.080000 -0.095188 18.985495 -0.017109 0.031125 281.924774 -0.062257 -0.074077 18.985493 249 -12 -33795 -2413 34128.562500 -0.256566 -0.128984 49.726887
4860939 55 -921 1775.076538 -0.080000 -0.024550 69.312019 0.687369 -0.021548 103.134827 -0.311284 -0.095527 69.312012 302 -26 -34709 -2294 35084.382813 -0.336566 -0.153534 54.382168
4861710 78 -3017 3968.215088 0.000000 0.033693 Infinity -0.146356 -0.426168 191.185837 0.000000 0.043700 100.000000 376 -52 -37691 -1833 38108.640625 -0.336566 -0.119842 64.392860
4861967 82 -1018 1341.356567 0.017607 0.006608 62.467957 0.847855 -0.184354 121.743523 0.068511 0.025714 62.467949 453 -79 -38702 -1711 39188.996094 -0.318959 -0.113233 64.499115
4862738 68 -3232 4852.409180 -0.002519 0.019312 866.784119 -0.299441 -0.299275 0.055357 -0.003267 0.025047 866.784119 518 -100 -41913 -1346 42449.289063 -0.321477 -0.093922 70.784386
4862995 66 -1039 1674.876587 0.007557 0.010854 43.626476 0.656079 0.572214 12.782677 0.029406 0.042234 43.626480 581 -121 -42948 -1249 43543.613281 -0.313920 -0.083067 73.538696
4863766 75 -3315 4519.545410 -0.002517 0.014689 683.648682 -0.206917 -0.330400 59.677429 -0.003264 0.019052 683.648682 652 -144 -46251 -974 46910.343750 -0.316437 -0.068378 78.391205
4864794 68 -4493 6707.234863 -0.002519 0.007122 382.785614 -0.030281 -0.069432 129.295212 -0.002450 0.006928 382.785645 717 -165 -50733 -667 51452.449219 -0.318955 -0.061256 80.794746
