t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz
78156385 -24 -27 37 1 26 1 93 -1196 -400 17628 320 -434 -579
78157385 -24 -27 46 1 27 1 118 -600 -152 17584 -33 -564 -279
78158385 -24 -26 35 1 26 1 58 -1264 552 19152 235 -314 -382
78159385 -23 -25 39 1 26 1 64 396 -1132 17580 256 -348 -422
78160385 -24 -26 31 1 25 1 52 -920 -1100 18284 341 -204 -454
78161385 -23 -26 31 1 24 1 54 -360 -396 16792 158 -423 -450
78162385 -19 -26 28 1 23 1 41 -880 432 18404 -23 -534 -982
78163385 -18 -24 28 1 24 1 41 -368 208 18348 -154 -398 -409
78164385 -22 -25 22 1 26 1 43 -212 -1748 19036 70 -233 -455
78165385 -26 -27 17 1 26 1 44 -972 -540 16904 412 -318 -252
78166385 -26 -27 19 1 25 1 44 -1040 -312 19116 175 -423 -526
78167385 -8 -10 16 1 27 1 47 -656 -1996 18652 109 -270 -5
78168385 1 0 22 1 26 1 48 -980 -1200 19212 206 -393 -252
78169385 -10 -2 22 1 26 1 46 -816 444 17648 138 -411 -157
78170385 0 0 22 1 26 1 48 -840 -492 18808 143 -411 -119
78171385 0 4 19 1 26 1 47 160 -1032 16528 51 -384 -147
78172385 0 0 23 1 26 1 48 -384 -1128 18892 150 -387 -201
78173385 0 0 20 1 25 1 48 -848 32 18012 163 -401 -224
78174385 0 -12 22 1 26 1 48 -1076 -48 19096 123 -358 -105
78175385 0 0 18 1 26 1 49 -720 -804 17276 111 -443 -136
78176385 0 0 17 1 26 1 46 252 -1412 17992 92 -326 -203
78177385 0 0 22 1 25 1 46 -744 -568 18408 173 -438 -248
78178385 0 0 23 1 24 1 47 -796 -476 18148 140 -409 -160
78179385 0 0 26 1 27 1 48 -1060 -1624 19240 281 -397 -836
78180385 9 0 15 1 27 1 48 -1052 -1688 19224 270 -424 -850
78181385 14 0 3 1 27 1 51 -616 -212 18036 511 -133 -2025
78182385 26 0 1 1 26 1 48 -792 -1132 18872 -266 -427 -794
78183385 22 23 2 1 26 1 51 -624 -884 18720 71 -385 650
78184385 5 16 3 1 29 1 47 -1128 -172 18064 -99 -541 427
78185385 -2 4 8 1 29 1 44 -468 -192 17968 217 -418 -95
78186385 0 -1 2 1 27 1 44 -384 -460 17936 66 -372 -160
78187385 0 1 5 1 28 1 45 -344 -388 17540 109 -365 -140
78188385 0 0 11 1 27 1 46 -728 -532 18700 113 -386 -124
78189385 0 0 8 1 29 1 44 -416 -796 17600 144 -390 -138
78190385 0 0 3 1 27 1 44 -500 -892 18428 157 -437 -191
78191385 0 -5 12 1 28 1 43 -580 -956 17548 172 -263 -132
78192385 -10 -2 6 1 29 1 51 -692 2084 19100 165 -446 1013
78193385 -25 -5 22 1 25 1 44 -2160 -56 17820 -33 -311 907
78194385 -15 -14 25 1 25 1 43 -344 -648 17004 224 -208 -785
78195385 -2 -5 18 1 24 1 44 -1020 -868 18768 -28 -494 -250
78196385 -1 -1 17 1 24 1 41 -732 -780 18120 148 -361 -144
78197385 0 -1 20 1 25 1 43 -636 -436 18160 113 -382 -136
78198385 0 0 26 1 24 1 43 -476 -728 18008 97 -371 -161
78199385 4 0 16 1 24 1 44 -468 -508 18280 90 -358 -172
78200385 0 0 19 1 24 1 43 -496 -572 18164 93 -364 -166
78201385 0 3 26 1 26 1 43 -1000 -224 18600 66 -348 -141
78202385 0 0 23 1 25 1 44 -220 -912 17532 140 -369 -117
78203385 0 0 18 1 25 1 44 -448 -796 18352 109 -390 -183
78204385 0 0 24 1 27 1 45 -700 -380 18072 162 -401 -149
78205385 0 0 17 1 25 1 44 -880 -356 18568 127 -407 -162
78206385 0 0 23 1 24 1 42 -592 -576 17908 149 -393 -196
78207385 0 0 18 1 25 1 44 -564 -792 17936 134 -356 -172
78208385 0 0 20 1 24 1 43 -696 -576 18128 159 -412 -161
78209385 0 0 23 1 26 1 43 -708 -528 18000 159 -389 -72
78210385 0 -4 20 1 26 1 42 -760 -248 18320 83 -358 -163
78211385 -6 0 23 1 26 1 44 -332 -1044 17760 102 -354 -168
78212385 0 0 16 1 25 1 44 -632 -480 18232 94 -363 -185
78213385 0 0 25 1 26 1 44 -572 -720 18140 107 -355 -154
78214385 0 0 18 1 27 1 44 -784 -316 18212 166 -406 -145
78215385 0 0 14 1 26 1 42 -232 -904 17768 104 -370 -175
78216385 0 0 25 1 24 1 42 -568 -592 18244 91 -398 -196
78217385 0 0 16 1 25 1 44 -704 -552 18188 150 -371 -161
78218385 0 0 19 1 26 1 42 -564 -652 18188 142 -363 -148
78219385 0 0 23 1 23 1 43 -1096 -544 18604 135 -494 -79
78220385 0 0 14 1 128 1 43 -252 -696 17512 99 -324 -143
78221385 0 0 17 1 123 1 43 -552 -560 18160 100 -418 -153
143226385 0 0 14 1 122 1 43 -616 -668 18176 133 -401 -133
143227385 0 0 17 1 120 1 42 -584 -588 18072 136 -404 -161
143228385 0 0 25 1 118 1 43 -596 -740 18088 163 -403 -145
143229385 0 0 23 1 119 1 43 -536 -548 18112 136 -411 -154
143230385 0 0 28 1 120 1 43 -520 -640 18108 152 -390 -142
143231385 0 0 25 1 83 1 44 -500 -580 18024 138 -404 -169
143232385 0 0 14 1 58 1 43 -576 -668 18116 111 -392 -150
143233385 0 0 23 1 60 1 43 -596 -568 18028 104 -397 -158
143234385 0 0 20 1 60 1 45 -632 -588 18120 94 -376 -151
143235385 0 0 23 1 25 1 43 -636 -624 18172 148 -415 -151
143236385 0 0 29 1 26 1 43 -604 -628 18096 96 -363 -163
143237385 0 0 25 1 26 1 44 -556 -660 18100 80 -364 -157
143238385 0 0 23 1 24 1 43 -484 -608 18028 113 -389 -139
143239385 0 0 17 1 26 1 43 -612 -592 18184 148 -387 -162
143240385 0 0 26 1 24 1 42 -584 -536 18144 91 -381 -170
143242385 0 0 22 1 25 1 43 -596 -584 18092 95 -372 -162
143243385 0 0 19 1 24 1 45 -600 -596 18176 146 -417 -154
143244385 0 0 15 1 24 1 43 -596 -544 18112 146 -392 -164
143245385 0 0 25 1 25 1 41 -624 -656 17928 100 -372 -165
143246385 0 0 20 1 25 1 44 -492 -600 18164 118 -371 -158
143247385 0 0 25 1 24 1 44 -552 -556 18112 93 -378 -182
143248385 0 0 22 1 25 1 43 -472 -620 18084 121 -376 -166
143249385 0 0 27 1 27 1 43 -548 -572 18132 100 -351 -176
143250385 0 0 17 1 24 1 43 -612 -516 18084 116 -383 -154
143251385 0 0 20 1 25 1 42 -556 -664 18096 86 -343 -148
143252385 0 0 20 1 25 1 45 -620 -572 18228 165 -430 -146
143253385 0 0 22 1 24 1 41 -544 -556 17988 105 -368 -159
143254385 0 0 22 1 26 1 46 -572 -608 18136 135 -391 -194
143255385 0 0 23 1 25 1 43 -632 -648 18256 146 -404 -155
