t encoder_esq(mm) encoder_dir IR1(mm) IR2 IR3 IR4 IR5 Ax(m/s^2) Ay Az Gx(rad/s) Gy Gz
197084591 0 0 2880 3325 1133 3325 1157 -0.203507 -0.119710 10.972626 0.016920 -0.053292 -0.018519
197085591 0 0 2880 3325 1157 3325 1157 -0.217872 -0.119710 10.922348 0.016254 -0.053559 -0.018919
197086591 0 0 2820 3325 1110 3325 1206 -0.244209 -0.086191 10.888829 0.013190 -0.047430 -0.019585
197087591 0 0 2820 3325 1110 3325 1181 -0.258574 -0.148441 10.886435 0.012790 -0.053692 -0.018119
197088591 0 0 2488 3325 1157 3325 1181 -0.239420 -0.023942 10.998962 0.014789 -0.054358 -0.019585
197089591 0 0 2880 3325 1110 3325 1157 -0.268151 -0.102951 11.001357 0.012657 -0.054492 -0.018786
197090591 0 0 2541 3325 1157 3325 1181 -0.184354 -0.057461 10.929530 0.013323 -0.050228 -0.019851
197091591 0 0 2541 3325 1110 3325 1157 -0.184354 -0.146046 10.948684 0.015855 -0.059021 -0.018119
197092591 0 0 2762 3325 1110 3325 1157 -0.237026 -0.090980 10.884041 0.011724 -0.055691 -0.019185
197093591 0 0 3064 3325 1110 3325 1206 -0.253785 -0.105345 10.936713 0.015188 -0.052626 -0.017187
197094591 0 0 2436 3325 1087 3325 1157 -0.354342 -0.112527 10.929530 0.013323 -0.051294 -0.018386
197095591 0 0 2880 3325 1110 3325 1157 -0.284910 -0.064643 10.960655 0.016387 -0.052493 -0.020518
197096591 0 0 2541 3325 1110 3325 1181 -0.251391 -0.117316 10.958261 0.019452 -0.054092 -0.018386
197097591 0 0 2541 3325 1133 3325 1206 -0.208296 -0.136469 10.939107 0.011858 -0.052093 -0.018786
197098591 0 0 2880 3325 1133 3325 1157 -0.244209 -0.095768 10.872069 0.011724 -0.051694 -0.020118
197099591 0 0 2594 3325 1110 3325 1157 -0.237026 -0.119710 10.905588 0.013856 -0.052093 -0.018786
197100591 0 0 2820 3325 1110 3325 1206 -0.270545 -0.076614 10.867281 0.014655 -0.051827 -0.019718
197101591 0 0 3064 3325 1110 3325 1157 -0.268151 -0.098162 11.010934 0.011458 -0.050894 -0.020518
197102591 0 0 3001 3325 1110 3325 1157 -0.292093 -0.035913 10.927136 0.019452 -0.055824 -0.019985
197103591 0 0 2705 3325 1133 3325 1181 -0.165200 -0.102951 10.826580 0.019052 -0.052626 -0.017986
197104591 0 0 2594 3325 1110 3325 1157 -0.308852 -0.107739 10.951078 0.012391 -0.050628 -0.021051
197105591 0 0 2594 3325 1110 3325 1181 -0.234632 -0.069432 10.943895 0.014789 -0.052093 -0.019185
197106591 0 0 2705 3325 1110 3325 1181 -0.229843 -0.067038 10.912771 0.014789 -0.053292 -0.017187
197107591 0 0 2649 3325 1133 3325 1157 -0.248997 -0.124498 10.948684 0.013456 -0.052360 -0.020384
197108591 0 0 2705 3325 1110 3325 1181 -0.277727 -0.136469 10.963049 0.014522 -0.053692 -0.018253
197109591 0 0 3001 3325 1110 3325 1157 -0.284910 -0.095768 10.939107 0.017054 -0.053426 -0.019319
197110591 0 0 2541 3325 1110 3325 1181 -0.258574 -0.107739 10.936713 0.012657 -0.049296 -0.018119
197111591 0 0 2880 3325 1133 3325 1206 -0.287304 -0.071826 10.915165 0.011058 -0.053426 -0.018386
197112591 0 0 3001 3325 1133 3325 1206 -0.253785 -0.143652 10.907983 0.014922 -0.053159 -0.017720
197113591 0 0 2880 3325 1110 3325 1157 -0.234632 -0.129287 10.927136 0.012923 -0.053026 -0.020651
197114591 0 0 2820 3325 1133 3325 1157 -0.201113 -0.143652 10.951078 0.013590 -0.054891 -0.019452
197115591 0 0 2649 3325 1110 3325 1181 -0.294487 -0.067038 10.860099 0.014522 -0.054492 -0.018519
197116591 0 0 2762 3325 1110 3325 1157 -0.241814 -0.112527 10.934319 0.012391 -0.049429 -0.023315
197117591 0 0 2880 3325 1110 3325 1181 -0.306458 -0.153229 10.888829 0.017986 -0.051427 -0.018786
197118591 0 0 2594 3325 1110 3325 1181 -0.256180 -0.074220 10.975020 0.015721 -0.057289 -0.020251
197119591 0 0 2594 3325 1110 3325 1157 -0.270545 -0.126893 10.898406 0.017986 -0.053692 -0.019718
197120591 0 0 2705 3325 1110 3325 1157 -0.229843 -0.083797 10.927136 0.012657 -0.051827 -0.018119
197121591 0 0 3001 3325 1110 3325 1157 -0.263362 -0.098162 10.879252 0.015588 -0.053692 -0.019718
197122591 0 0 2705 3325 1110 3325 1157 -0.246603 -0.117316 10.963049 0.013057 -0.054092 -0.019052
197123591 0 0 2705 3325 1110 3325 1157 -0.299275 -0.119710 10.922348 0.013190 -0.055158 -0.019319
197124591 0 0 2820 3325 1133 3325 1181 -0.284910 -0.117316 10.963049 0.018919 -0.052893 -0.018919
197125591 0 0 2649 3325 1110 3325 1133 -0.253785 -0.100556 10.927136 0.010925 -0.050361 -0.018119
197126591 0 0 2820 3325 1157 3325 1157 -0.251391 -0.126893 10.989386 0.019185 -0.055824 -0.017720
197127591 0 0 2880 3325 1157 3325 1181 -0.258574 -0.090980 11.058818 0.018386 -0.055691 -0.018119
197128591 49 50 2705 3325 1110 3325 1285 0.067038 -0.656011 10.745177 -0.028112 -0.070080 0.056623
197129591 87 94 2705 3325 981 3325 1285 -0.126893 -0.371101 11.305420 -0.037838 -0.030776 0.024115
197130591 88 94 2145 3325 854 3325 1181 -0.612916 0.366313 10.376470 0.022649 -0.039969 0.030510
197131591 83 94 2012 3325 709 3325 1232 -0.651223 -0.227449 10.488997 -0.003331 -0.101789 0.329214
197132591 24 94 1065 3325 1808 3325 1887 -0.778116 0.098162 11.698070 -0.026380 -0.079139 0.863472
197133591 -74 94 1087 3325 1285 3325 497 -0.193930 1.795651 10.103531 -0.005462 -0.066882 1.024149
197134591 -80 94 3258 3325 981 3325 1887 -1.381454 -1.304840 11.717223 -0.092729 -0.045299 0.854945
197135591 -5 8 1847 3325 924 3325 1887 -0.397437 -0.023942 11.013328 0.012923 -0.049029 -0.017986
197136591 0 1 2335 3325 924 3325 1887 -0.390255 -0.069432 10.910377 0.013190 -0.051694 -0.017986
197137591 26 30 2145 3325 906 3325 1887 0.883460 0.320823 10.907983 0.002665 -0.061953 0.009326
197138591 89 97 1970 3325 749 3325 1887 0.383072 0.035913 10.512939 0.022116 -0.065417 0.044100
197139591 91 96 2012 3325 590 3325 1625 -0.411803 -0.909797 11.092337 -0.013856 -0.050361 -0.021717
197140591 91 94 1399 3325 485 3325 1524 0.215478 -0.222661 10.807426 -0.001732 -0.052893 -0.003864
197141591 91 93 924 3325 367 3325 1133 -1.103727 -0.239420 11.801020 -0.009193 -0.060221 -0.008260
197142591 50 50 609 3325 310 3325 1065 -0.509965 0.038307 10.828974 -0.012524 -0.050361 -0.022783
197143591 2 2 548 3325 308 3325 1022 0.744597 1.733402 9.964667 0.079006 -0.055025 -0.389568
197144591 71 -59 310 3325 393 3325 1847 0.268151 -1.139640 10.927136 0.012790 -0.089132 -1.075176
197145591 79 -89 234 3325 906 3325 791 -1.082179 -0.835576 12.073959 0.111248 -0.055557 -0.147620
197146591 37 -41 271 3325 2705 3325 662 -0.632069 0.011971 10.608707 -0.030910 -0.086600 -0.495753
197147591 2 -4 279 3325 1087 3325 709 -0.263362 -0.134075 10.979809 0.016920 -0.052360 -0.016787
197148591 0 -1 274 3325 1043 3325 685 -0.215478 -0.100556 10.977415 0.016121 -0.054225 -0.017986
197149591 31 20 263 3325 2940 3325 619 -0.335188 0.179565 11.200075 0.036239 -0.067815 0.038237
197150591 87 92 226 3325 3325 3325 452 0.284910 -0.004788 10.462661 -0.009859 -0.105519 0.024914
197151591 90 93 196 3325 1399 3325 590 -0.086191 0.308852 10.615891 0.015455 -0.035040 0.015188
197152591 90 93 168 3325 1065 3325 1928 -0.043096 -0.359130 10.630256 -0.014522 -0.043833 0.027179
197153591 90 48 168 3325 943 3325 1970 -0.124498 -0.035913 10.565612 0.062752 -0.044100 -0.320421
197154591 86 71 163 3325 1399 3325 1887 -0.241814 0.383072 10.036493 0.077274 -0.037704 0.003730
197155591 87 52 163 3325 1524 3325 1087 -0.040701 -0.117316 11.164163 -0.024781 -0.056357 -0.285515
197156591 86 44 191 3325 1110 3325 2100 0.433351 -1.134852 10.591949 0.007727 -0.027312 -0.057689
197157591 89 90 188 3325 1022 3325 1696 0.093374 -0.225055 10.910377 0.015455 -0.026380 0.033175
197158591 89 94 185 3325 1022 3325 1206 -0.811634 0.263362 11.781866 -0.012124 -0.054225 0.020784
197159591 90 92 182 3325 981 3325 1524 0.663194 -0.691924 10.742783 0.005196 -0.126436 0.031309
197160591 90 94 176 3325 871 3325 1429 0.258574 -1.199495 10.661380 -0.018119 -0.019718 0.010392
197161591 90 93 171 3325 722 3325 1232 -0.517148 0.268151 10.809820 0.032109 -0.032642 0.030243
197162591 90 93 163 3325 548 3325 1001 -0.330400 0.239420 10.292673 0.000266 -0.079406 0.016654
197163591 43 22 179 3325 419 3325 1232 -0.562637 -0.648829 11.441890 0.140692 -0.040369 -0.979649
197164591 81 -89 462 3325 609 3325 1732 -0.225055 0.124498 10.958261 0.077274 -0.041035 -1.056257
197165591 45 -32 403 3325 791 3325 1970 -0.162806 0.129287 10.812215 0.016920 -0.070080 -0.016787
197166591 4 -1 389 3325 762 3325 1970 0.134075 0.567426 11.317391 0.030243 -0.062352 0.064084
197167591 81 67 328 3325 619 3325 1732 0.775721 -0.648829 10.450690 0.057023 -0.093528 -0.258602
197168591 86 43 279 3325 673 3325 2100 -0.069432 -1.280898 11.037270 0.058222 -0.039969 -0.279919
197169591 83 39 257 3325 762 3325 1625 -0.859518 0.514753 10.941502 0.003198 -0.045032 -0.277521
197170591 82 35 185 3325 924 3325 1808 -0.878672 1.156399 10.558430 0.023049 -0.033841 -0.283783
197171591 49 20 191 3325 3325 3325 2100 -0.306458 0.251391 10.802638 0.011058 -0.062352 -0.016654
197172591 23 -8 214 3325 1399 3325 838 1.304840 1.098939 10.666168 0.080871 -0.048363 -0.980715
197173591 43 -49 308 3325 1369 3325 419 0.026336 -0.064643 10.668563 0.020651 -0.062619 -0.007594
197174591 28 13 302 3325 1285 3325 442 -0.205901 0.995988 11.822568 0.008793 -0.062752 0.063018
197175591 82 89 300 3325 1157 3325 442 0.960075 -1.005565 10.448296 0.021583 -0.057023 0.016387
197176591 88 92 297 3325 1043 3325 452 0.177171 -0.186748 11.293449 0.025847 -0.057023 0.024248
197177591 86 93 297 3325 962 3325 2436 -0.579397 1.173159 11.046846 0.058888 -0.061953 0.048496
197178591 86 93 295 3325 924 3325 1970 0.148441 0.095768 11.554418 -0.040103 -0.051560 0.039570
197179591 83 95 284 3325 854 3325 1590 0.588974 -0.325611 10.182540 -0.021583 -0.017587 0.054891
197180591 84 95 268 3325 709 3325 1491 -0.505177 0.055067 11.626244 -0.017853 -0.020651 0.025447
197181591 82 93 252 3325 556 3325 888 -0.454898 0.557849 10.642226 -0.006129 -0.038770 0.053426
197182591 83 94 237 3325 437 3325 709 -1.161188 0.531513 11.563994 -0.056890 -0.056357 0.025181
197183591 11 13 234 3325 415 3325 709 0.277727 0.840365 10.390835 0.000400 -0.060487 -0.660560
197184591 71 -73 650 3325 452 3325 2488 0.938527 0.450110 10.419565 0.025447 -0.026113 -1.036939
197185591 79 -67 341 3325 709 3325 3325 0.095768 0.804452 10.608707 0.059021 -0.011858 -0.393299
197186591 82 53 282 3325 629 3325 3325 -0.093374 2.382231 10.182540 0.051427 -0.069014 0.040636
197187591 86 52 234 3325 662 3325 3064 0.277727 -0.438139 10.869676 -0.025314 -0.064084 -0.266862
197188591 86 41 179 3325 749 3325 2012 0.433351 -0.138864 10.991780 -0.002265 -0.052227 -0.299504
197189591 86 42 165 3325 943 3325 2705 -0.651223 0.727837 11.008539 0.058355 -0.059421 -0.260600
197190591 87 42 165 3325 1285 3325 504 -0.493206 0.893037 11.032481 0.018386 -0.051960 -0.257802
197191591 89 43 168 3325 1625 3325 315 -0.220267 -0.617704 10.065224 -0.022649 -0.021850 -0.257136
197192591 90 41 188 3325 1808 3325 265 -0.725443 -0.210690 12.208035 0.034107 -0.048096 -0.288179
197193591 87 79 199 3325 1696 3325 1625 -0.687136 1.182736 11.020511 0.037438 -0.065550 0.020384
197194591 91 94 193 3325 1625 3325 1847 0.052672 1.163582 11.106702 -0.017187 -0.070213 0.040636
197195591 91 94 193 3325 1625 3325 2012 0.196325 -0.758962 9.878476 -0.007328 -0.062885 0.024648
197196591 91 94 188 3325 1556 3325 1847 0.009577 -0.435745 11.240777 0.034907 -0.061020 -0.005862
197197591 93 93 179 3325 1429 3325 2056 -0.519542 0.960075 10.079589 0.076475 -0.075409 0.017320
197198591 92 93 179 3325 1429 3325 1847 -0.069432 0.435745 10.874464 0.003730 -0.052227 0.023982
197199591 91 90 171 3325 1258 3325 1770 0.191536 -1.086968 10.426748 0.045565 -0.047963 -0.289378
197200591 90 68 182 3325 1065 3325 1625 0.988805 0.076614 11.520899 0.055291 -0.035573 0.045299
197201591 90 89 176 3325 981 3325 2012 -0.282516 -1.714248 10.165780 0.086734 -0.118842 -0.306832
197202591 91 70 196 3325 791 3325 1970 0.282516 0.026336 10.857704 -0.033574 -0.004397 0.030243
197203591 93 94 199 3325 662 3325 1732 0.457293 -1.110910 10.067618 0.011591 -0.078873 -0.035306
197204591 94 62 249 3325 572 3325 2238 -0.981623 -0.191536 11.947066 -0.004930 -0.038104 -0.023582
197205591 95 91 260 3325 442 3325 1696 -0.574608 0.979228 11.039664 -0.063418 -0.090864 -0.298838
197206591 93 47 349 3325 400 3325 1429 -0.270545 0.390255 10.948684 0.008793 -0.047297 -0.272858
197207591 92 46 341 3325 349 3325 1625 -0.196325 -0.512359 10.884041 0.008527 -0.044499 -0.301636
197208591 91 46 211 3325 305 3325 1524 -0.093374 0.165200 11.219229 0.019985 -0.069413 -0.274723
197209591 54 29 165 3325 287 3325 1460 -0.948104 -0.505177 11.042058 0.079672 -0.077541 -0.026779
197210591 14 -2 160 3325 318 3325 1556 -1.242591 -0.057461 10.960655 0.024248 -0.048896 -0.915965
197211591 84 -84 155 3325 981 3325 1732 0.325611 -0.011971 10.888829 0.014922 -0.027979 -1.101023
197212591 28 -32 173 3325 1524 3325 2056 -0.306458 -0.059855 10.814609 0.000000 -0.049962 -0.016787
197213591 19 3 168 3325 1524 3325 2100 0.193930 -0.622492 10.876858 -0.013723 -0.047830 0.054758
197214591 88 88 160 3325 1369 3325 1847 0.960075 -0.486023 10.453084 -0.011058 -0.033574 -0.013190
197215591 25 30 155 3325 1399 3325 2012 -0.280122 0.414197 10.979809 0.014655 -0.053159 -0.016654
197216591 0 1 157 3325 1341 3325 1970 -0.296881 -0.098162 11.010934 0.012124 -0.051560 -0.019452
