t(ms) deslocamento_encoders(mm) deslocamento_acelerometro_Y(mm) erro_deslocamento_acelerometro(%) desloc_angular_encoders(rad) desloc_angular_giroscopio_Z(rad) erro_desloc_angular_giroscopio(%) acel_encoders(m/s^2) acel_acelerometro_Y(m/s^2) erro_acel_acelerometro(%) vel_angular_encoders(rad/s) vel_angular_giroscopio_Z(rad/s) erro_vel_angular_giroscopio(%) posicao_encoders_X(mm) posicao_encoders_Y(mm) posicao_acelgiro_X(mm) posicao_acelgiro_Y(mm) erro_posicao_acelgiro(mm) angulo_encoders(rad) angulo_giroscopio(rad) erro_angulo_giro(%)
3009890 0 1608 100.000000 0.000377 0.004931 100.000000 0.000000 0.019154 100.000000 0.000000 0.019185 100.000000 0 0 1608 0 1608.000000 0.000377 0.004931 1209.090454
3010918 0 6391 100.000000 0.000685 0.018901 100.000000 0.000000 -0.038307 100.000000 0.000000 0.018386 100.000000 0 0 7999 32 7999.063965 0.001061 0.023831 2145.160400
3011946 0 6406 100.000000 -0.002328 0.015888 100.000000 0.000000 0.014365 100.000000 0.000000 0.015455 100.000000 0 0 14404 185 14405.187500 -0.001267 0.039719 3235.136719
3012974 0 6419 100.000000 0.007807 0.026023 100.000000 0.000000 0.011971 100.000000 0.000000 0.025314 100.000000 0 0 20818 440 20822.648438 0.006540 0.065742 905.235413
3013231 0 1608 100.000000 -0.000753 0.003801 100.000000 0.000000 0.047884 100.000000 0.000000 0.014789 100.000000 0 0 22422 546 22428.646484 0.005787 0.069542 1101.774902
3014002 0 4815 100.000000 -0.001233 0.012429 100.000000 0.000000 -0.014365 100.000000 0.000000 0.016121 100.000000 0 0 27226 881 27240.251953 0.004554 0.081972 1699.999634
3015287 0 7970 100.000000 0.010615 0.033384 100.000000 0.000000 -0.033519 100.000000 0.000000 0.025980 100.000000 0 0 35169 1534 35202.441406 0.015169 0.115356 660.496643
3016572 0 7915 100.000000 0.000342 0.023112 100.000000 0.000000 -0.033519 100.000000 0.000000 0.017986 100.000000 0 0 43031 2445 43100.406250 0.015511 0.138468 792.715210
3017343 -3 5238 174712.203125 0.063071 0.076733 611.552063 -0.005047 0.823605 16419.494141 -0.019455 0.099524 145.444000 -3 0 48219 3168 48325.953125 0.078582 0.215201 173.856216
3017600 21 1746 8213.360352 0.025680 0.030234 51.171501 0.333086 -0.004788 101.437584 0.077821 0.117643 39.852692 18 2 49925 3541 50032.324219 0.104262 0.245435 135.402298
