t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz
3815206 0 0 57 33 31 33 53 0 -580 0 0 0 -137
3816491 0 0 57 34 31 26 53 0 -632 0 0 0 -208
3816748 0 0 57 34 34 29 53 0 -576 0 0 0 -215
3817519 0 0 59 32 28 40 55 0 -548 0 0 0 -184
3817776 0 0 57 34 31 23 53 0 -524 0 0 0 -205
3818547 0 0 57 32 29 31 53 0 -436 0 0 0 -201
3818804 0 0 58 32 31 31 55 0 -568 0 0 0 -174
3819832 0 0 58 31 31 25 54 0 -544 0 0 0 -209
3820860 0 0 58 35 29 28 54 0 -536 0 0 0 -164
3821888 0 0 58 30 34 30 56 0 -576 0 0 0 -177
3822145 0 0 58 41 33 35 54 0 -564 0 0 0 -137
3822916 0 0 57 31 31 26 52 0 -592 0 0 0 -186
3823944 0 0 57 28 31 31 53 0 -600 0 0 0 -218
3824201 0 0 57 33 28 29 53 0 -552 0 0 0 -218
3825229 0 0 58 35 31 31 53 0 -448 0 0 0 -227
3825486 0 0 57 30 31 30 53 0 -684 0 0 0 -154
3826514 1 0 57 33 32 1 54 0 -1592 0 0 0 -369
3827542 27 28 54 25 30 64 56 0 584 0 0 0 144
3828313 19 19 50 22 30 59 53 0 -1228 0 0 0 -183
3828570 18 19 56 30 32 46 53 0 -532 0 0 0 -9
3829598 20 21 59 32 33 49 53 0 -588 0 0 0 -95
3830369 19 20 58 30 33 1 54 0 -1832 0 0 0 -125
3830626 19 18 57 38 36 6 54 0 -1376 0 0 0 -139
3831397 20 21 59 40 34 23 55 0 -1696 0 0 0 -142
3831654 22 23 52 36 36 27 55 0 -860 0 0 0 101
3832682 20 19 57 38 35 41 53 0 -1368 0 0 0 -62
3832939 19 19 59 33 35 30 55 0 -1028 0 0 0 -155
3833710 23 23 60 36 39 51 54 0 -1352 0 0 0 -106
3833967 23 22 61 41 38 41 54 0 -880 0 0 0 -125
3834738 18 19 58 40 40 42 55 0 -460 0 0 0 -48
3834995 20 21 60 48 39 39 55 0 -1400 0 0 0 -16
