t(ms) deslocamento_encoders(mm) deslocamento_acelerometro_Y(mm) erro_deslocamento_acelerometro(%) desloc_angular_encoders(rad) desloc_angular_giroscopio_Z(rad) erro_desloc_angular_giroscopio(%) acel_encoders(m/s^2) acel_acelerometro_Y(m/s^2) erro_acel_acelerometro(%) vel_angular_encoders(rad/s) vel_angular_giroscopio_Z(rad/s) erro_vel_angular_giroscopio(%) posicao_encoders_X(mm) posicao_encoders_Y(mm) posicao_acelgiro_X(mm) posicao_acelgiro_Y(mm) erro_posicao_acelgiro(mm) angulo_encoders(rad) angulo_giroscopio(rad) erro_angulo_giro(%)
268163 0 -4504 100.000000 -0.001233 0.022188 100.000000 0.000000 0.011971 100.000000 0.000000 0.021583 100.000000 0 0 -14766 -457 14773.070313 0.001541 0.077657 4939.999023
268420 0 -1127 100.000000 0.000514 0.006369 100.000000 0.000000 -0.014365 100.000000 0.000000 0.024781 100.000000 0 0 -15889 -544 15898.309570 0.002054 0.084026 3989.998535
269191 0 -3338 100.000000 -0.001438 0.016127 100.000000 0.000000 0.071826 100.000000 0.000000 0.020917 100.000000 0 0 -19215 -824 19232.660156 0.000616 0.100153 16149.992188
269448 0 -1110 100.000000 0.001096 0.006951 100.000000 0.000000 0.043096 100.000000 0.000000 0.027046 100.000000 0 0 -20319 -935 20340.501953 0.001712 0.107104 6156.000000
270219 0 -3298 100.000000 0.002876 0.020442 100.000000 0.000000 0.052672 100.000000 0.000000 0.026513 100.000000 0 0 -23598 -1288 23633.123047 0.004588 0.127546 2679.850098
271247 0 -4332 100.000000 0.000137 0.023557 100.000000 0.000000 0.062249 100.000000 0.000000 0.022916 100.000000 0 0 -27894 -1839 27954.556641 0.004725 0.151103 3097.825439
271504 0 -1078 100.000000 0.000685 0.006540 100.000000 0.000000 0.069432 100.000000 0.000000 0.025447 100.000000 0 0 -28960 -2001 29029.048828 0.005410 0.157643 2813.923340
272532 0 -4278 100.000000 0.002054 0.025475 100.000000 0.000000 0.033519 100.000000 0.000000 0.024781 100.000000 0 0 -33185 -2673 33292.480469 0.007464 0.183118 2353.210449
273560 0 -4253 100.000000 -0.001917 0.021503 100.000000 0.000000 0.023942 100.000000 0.000000 0.020917 100.000000 0 0 -37366 -3447 37524.656250 0.005547 0.204621 3588.887695
273817 0 -1061 100.000000 -0.000411 0.005444 100.000000 0.000000 0.026336 100.000000 0.000000 0.021184 100.000000 0 0 -38405 -3663 38579.289063 0.005136 0.210065 3989.998535
274588 0 -3154 100.000000 0.000822 0.018387 100.000000 0.000000 0.050278 100.000000 0.000000 0.023848 100.000000 0 0 -41490 -4321 41714.398438 0.005958 0.228452 3734.481445
274845 0 -1049 100.000000 -0.000445 0.005410 100.000000 0.000000 0.043096 100.000000 0.000000 0.021051 100.000000 0 0 -42511 -4558 42754.656250 0.005513 0.233862 4142.234375
275873 0 -4177 100.000000 0.000959 0.024379 100.000000 0.000000 0.016759 100.000000 0.000000 0.023715 100.000000 0 0 -46574 -5526 46900.683594 0.006471 0.258241 3890.474609
277672 46 -7518 16444.242188 -0.036192 0.004794 Infinity 0.014213 -0.064643 554.808899 0.000000 0.002665 100.000000 46 0 -53843 -7446 54400.984375 -0.029721 0.263035 985.023193
277929 4 -1074 26947.304688 -0.000479 0.005376 73.121269 -0.038932 0.002394 106.149673 0.077821 0.020917 3050.747559 50 0 -54880 -7725 55470.535156 -0.030200 0.268411 988.775635
278700 0 -3163 100.000000 0.001335 0.018901 100.000000 -0.020187 0.098162 586.263916 0.000000 0.024515 100.000000 50 0 -57930 -8564 58609.066406 -0.028865 0.287311 1095.373779
279985 0 -5241 100.000000 0.000171 0.029447 100.000000 0.000000 0.019154 100.000000 0.000000 0.022916 100.000000 50 0 -62956 -10049 63802.339844 -0.028693 0.316758 1203.938110
281013 0 -4167 100.000000 0.000822 0.024242 100.000000 0.000000 0.023942 100.000000 0.000000 0.023582 100.000000 50 0 -66916 -11347 67920.539063 -0.027872 0.341000 1323.464600
282298 0 -5090 100.000000 0.002910 0.032186 100.000000 0.000000 0.071826 100.000000 0.000000 0.025047 100.000000 50 0 -71713 -13049 72939.734375 -0.024961 0.373186 1595.062012
282555 0 -1014 100.000000 0.000308 0.006163 100.000000 0.000000 0.062249 100.000000 0.000000 0.023982 100.000000 50 0 -72657 -13419 73934.953125 -0.024653 0.379350 1638.750244
283326 0 -3058 100.000000 0.000719 0.018284 100.000000 0.000000 -0.026336 100.000000 0.000000 0.023715 100.000000 50 0 -75497 -14551 76935.562500 -0.023934 0.397634 1761.373901
283583 0 -1015 100.000000 -0.000034 0.005821 100.000000 0.000000 0.069432 100.000000 0.000000 0.022649 100.000000 50 0 -76432 -14944 77928.296875 -0.023968 0.403455 1783.286133
