t(ms) deslocamento_encoders(mm) deslocamento_acelerometro_Y(mm) erro_deslocamento_acelerometro(%) desloc_angular_encoders(rad) desloc_angular_giroscopio_Z(rad) erro_desloc_angular_giroscopio(%) acel_encoders(m/s^2) acel_acelerometro_Y(m/s^2) erro_acel_acelerometro(%) vel_angular_encoders(rad/s) vel_angular_giroscopio_Z(rad/s) erro_vel_angular_giroscopio(%) posicao_encoders_X(mm) posicao_encoders_Y(mm) posicao_acelgiro_X(mm) posicao_acelgiro_Y(mm) erro_posicao_acelgiro(mm) angulo_encoders(rad) angulo_giroscopio(rad) erro_angulo_giro(%)
3775377 0 5848 100.000000 -0.000445 0.007054 100.000000 0.000000 -0.026336 100.000000 0.000000 0.027446 100.000000 0 0 5848 0 5848.000000 -0.000445 0.007054 1684.614990
3776148 0 17542 100.000000 -0.008731 0.013765 100.000000 0.000000 -0.004788 100.000000 0.000000 0.017853 100.000000 0 0 23389 124 23389.328125 -0.009176 0.020818 326.865662
3776405 0 5846 100.000000 -0.002431 0.005068 100.000000 0.000000 -0.014365 100.000000 0.000000 0.019718 100.000000 0 0 29234 246 29235.035156 -0.011608 0.025886 323.008850
3777433 0 23410 100.000000 -0.001096 0.028899 100.000000 0.000000 0.023942 100.000000 0.000000 0.028112 100.000000 0 0 52636 852 52642.894531 -0.012703 0.054785 531.266846
3777690 0 5854 100.000000 -0.000890 0.006608 100.000000 0.000000 0.014365 100.000000 0.000000 0.025714 100.000000 0 0 58481 1173 58492.761719 -0.013593 0.061393 551.637268
3778461 0 17579 100.000000 -0.002465 0.020031 100.000000 0.000000 0.031125 100.000000 0.000000 0.025980 100.000000 0 0 76027 2252 76060.343750 -0.016059 0.081424 607.036316
3778718 0 5859 100.000000 -0.002739 0.004759 100.000000 0.000000 -0.011971 100.000000 0.000000 0.018519 100.000000 0 0 81866 2729 81911.476563 -0.018798 0.086183 558.470032
3779489 0 17561 100.000000 0.000822 0.023318 100.000000 0.000000 -0.026336 100.000000 0.000000 0.030243 100.000000 0 0 99362 4241 99452.468750 -0.017976 0.109501 709.142944
3779746 0 5851 100.000000 -0.002500 0.004999 100.000000 0.000000 -0.040701 100.000000 0.000000 0.019452 100.000000 0 0 105178 4880 105291.148438 -0.020476 0.114500 659.197388
3780517 104 17604 16827.099609 0.016744 0.039240 212.407059 0.174954 0.086191 50.734985 0.016291 0.050894 159.339645 104 -2 122667 6891 122756.679688 -0.003732 0.153740 4219.270508
3780774 107 5873 5388.603027 0.002294 0.009793 22.023983 1.095147 0.071826 93.441414 0.048866 0.038104 120.566322 211 -2 128471 7790 128496.468750 -0.001438 0.163532 11471.463867
3781545 74 17739 23872.146484 0.012635 0.035131 134.204529 -0.415516 0.203507 148.976929 0.019455 0.045565 159.328293 285 -2 145974 10678 146079.937500 0.011197 0.198663 1674.311279
3781802 70 5903 8333.095703 -0.002910 0.004588 39.260735 0.686359 -0.150835 121.976067 0.029393 0.017853 101.900146 355 -1 151761 11843 151868.546875 0.008286 0.203251 2352.891113
3784372 79 54936 69439.218750 -0.003424 0.071562 848.127441 -0.094021 -0.620098 559.530945 0.002937 0.027845 1869.565063 434 0 205566 22932 206409.828125 0.004862 0.274814 5552.107910
3784629 76 5544 7194.585938 0.007550 0.007430 1.582793 1.031053 0.761356 26.157394 0.029376 0.028911 1.582797 510 0 210902 24436 211806.312500 0.012412 0.282244 2173.993652
3785400 68 16079 23546.250000 -0.014381 0.008115 Infinity -0.269160 -0.928950 245.128845 0.000000 0.010525 100.000000 578 1 226345 28914 227610.843750 -0.001969 0.290359 14845.261719
3785657 70 5353 7547.618164 -0.007259 0.000240 96.827057 0.716640 -0.098162 113.697578 0.029393 0.000933 100.761856 648 1 231474 30447 232825.250000 -0.009228 0.290599 3249.048340
3786428 71 15736 22062.685547 -0.003184 0.019312 28.744013 -0.233833 -0.545878 133.447678 0.019455 0.025047 135.399384 719 0 246550 34956 248303.843750 -0.012412 0.309910 2596.758545
3786685 71 5239 7278.652344 -0.005787 0.001712 Infinity 0.716640 -0.095768 113.363495 0.000000 0.006662 100.000000 790 -1 251539 36554 253399.546875 -0.018199 0.311622 1812.291382
3787456 73 16000 21817.462891 0.001952 0.024448 223.736191 -0.235515 0.476446 302.299377 0.009795 0.031709 865.702271 863 -2 266768 41460 269118.125000 -0.016247 0.336070 2168.449463
3787713 71 5282 7339.901855 -0.000445 0.007054 Infinity 0.706546 -0.770933 209.112885 0.000000 0.027446 100.000000 934 -3 271755 43202 274245.656250 -0.016693 0.343123 2155.547607
3789512 54 36659 67786.328125 0.111213 0.163703 182.065582 -0.136880 -0.098162 28.286123 0.032261 0.090997 95.012444 988 -4 306277 55535 310299.781250 0.094520 0.506827 436.209167
3789769 70 5223 7361.922363 0.000856 0.008355 63.133385 0.943023 -0.205901 121.834183 0.088178 0.032508 1671.382080 1058 3 310844 58070 315181.125000 0.095376 0.515181 440.156311
3790797 73 21420 29241.996094 -0.049580 -0.019586 13.549429 -0.195877 0.497994 354.237671 -0.022038 -0.019052 6.191283 1131 10 329483 68623 335444.156250 0.045796 0.495596 982.176331
3791825 77 21116 27323.425781 -0.041910 -0.011916 20.562201 0.003785 -0.287304 7690.462402 -0.014591 -0.011591 7.359365 1208 14 348058 78665 355655.593750 0.003886 0.483680 12346.908203
3792082 74 5288 7046.617676 0.005444 0.012943 Infinity 0.828930 0.143652 82.670181 0.000000 0.050361 100.000000 1282 14 352740 81124 360695.937500 0.009330 0.496623 5222.763184
3792853 71 16218 22742.884766 0.025578 0.048074 220.490433 -0.254020 0.593762 333.746033 0.019455 0.062352 129.306747 1353 15 366999 88851 376282.906250 0.034908 0.544697 1460.387939
