t encoder_esq(mm) encoder_dir IR1(mm) IR2 IR3 IR4 IR5 Ax(m/s^2) Ay Az Gx(rad/s) Gy Gz
727237 0 0 1556 3325 479 1043 822 0.000000 -0.055067 0.000000 0.000000 0.000000 -0.025447
728237 0 0 1524 3258 479 1043 806 0.000000 -0.083797 0.000000 0.000000 0.000000 -0.017587
729237 0 0 1556 2145 479 1022 822 0.000000 -0.064643 0.000000 0.000000 0.000000 -0.026380
730237 0 0 1491 3325 479 1043 806 0.000000 -0.074220 0.000000 0.000000 0.000000 -0.021983
731237 0 0 1460 3258 473 1022 791 0.000000 -0.098162 0.000000 0.000000 0.000000 -0.023449
732237 0 0 1460 3325 473 1043 806 0.000000 -0.105345 0.000000 0.000000 0.000000 -0.021850
733237 0 0 1524 3064 479 1043 822 0.000000 -0.059855 0.000000 0.000000 0.000000 -0.025580
734237 0 0 1429 3325 479 1043 806 0.000000 -0.102951 0.000000 0.000000 0.000000 -0.020518
735237 0 0 1556 3258 479 1043 822 0.000000 -0.059855 0.000000 0.000000 0.000000 -0.020251
736237 0 0 1524 3325 485 1043 822 0.000000 -0.090980 0.000000 0.000000 0.000000 -0.025580
737237 0 0 1524 3258 468 1022 806 0.000000 -0.095768 0.000000 0.000000 0.000000 -0.021717
738237 0 0 1460 3325 479 1043 791 0.000000 -0.126893 0.000000 0.000000 0.000000 -0.019185
739237 0 0 1491 3325 485 1043 822 0.000000 -0.100556 0.000000 0.000000 0.000000 -0.024914
740237 0 0 1429 3192 473 1022 777 0.000000 -0.057461 0.000000 0.000000 0.000000 -0.019718
741237 0 0 1524 3258 473 1043 806 0.000000 -0.090980 0.000000 0.000000 0.000000 -0.024248
742237 0 0 1429 3325 479 1043 806 0.000000 -0.057461 0.000000 0.000000 0.000000 -0.024781
743237 0 0 1556 3325 473 1022 822 0.000000 -0.117316 0.000000 0.000000 0.000000 -0.026113
744237 0 0 1491 532 479 943 806 0.000000 -0.090980 0.000000 0.000000 0.000000 -0.025580
745237 0 0 1524 3064 485 1043 822 0.000000 -0.079009 0.000000 0.000000 0.000000 -0.024648
746237 0 0 1590 871 479 962 806 0.000000 -0.045490 0.000000 0.000000 0.000000 -0.021850
747237 0 0 1460 943 479 981 838 0.000000 0.071826 0.000000 0.000000 0.000000 -0.011058
748237 -5 0 1285 1369 479 1001 791 0.000000 0.885855 0.000000 0.000000 0.000000 0.075409
749237 -33 -17 1312 3325 518 1065 777 0.000000 -0.718261 0.000000 0.000000 0.000000 0.095527
750237 -43 -39 1732 3258 572 1133 777 0.000000 -0.598550 0.000000 0.000000 0.000000 -0.016521
751237 -41 -44 1110 3127 609 1157 749 0.000000 -0.328006 0.000000 0.000000 0.000000 -0.055957
752237 -33 -37 1157 3325 685 1206 762 0.000000 0.361524 0.000000 0.000000 0.000000 -0.060087
753237 -24 -29 1206 2286 735 1206 749 0.000000 0.229843 0.000000 0.000000 0.000000 -0.062752
