t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz
1000 0 0 1 0 24 0 183 0 -460 0 0 0 -162
1500 0 0 1 0 17 0 182 0 -536 0 0 0 -173
2000 0 0 1 0 20 0 183 0 -512 0 0 0 -176
2500 0 0 1 0 23 0 183 0 -532 0 0 0 -177
3000 0 0 1 0 12 0 183 0 -476 0 0 0 -146
3500 0 0 1 0 21 0 182 0 -464 0 0 0 -173
4000 0 0 1 0 20 0 183 0 -448 0 0 0 -177
4500 0 0 1 0 18 0 183 0 -340 0 0 0 -174
5000 0 0 1 0 17 0 183 0 -424 0 0 0 -185
5500 0 0 1 0 18 0 182 0 -436 0 0 0 -179
6000 0 0 1 0 21 0 182 0 -316 0 0 0 -210
6500 3 0 1 0 12 0 184 0 1008 0 0 0 -1413
7000 30 11 1 0 40 0 189 0 -704 0 0 0 -1248
7500 40 35 1 0 37 0 192 0 -1036 0 0 0 36
8000 35 40 1 0 40 0 192 0 60 0 0 0 458
8500 28 31 1 0 37 0 192 0 1604 0 0 0 -160
9000 19 27 1 0 24 0 190 0 -368 0 0 0 777
9500 10 23 1 0 29 0 185 0 -1008 0 0 0 1195
10000 12 23 1 0 37 0 180 0 -372 0 0 0 267
10500 24 23 1 0 35 0 182 0 348 0 0 0 -371
11000 28 27 1 0 33 0 179 0 -808 0 0 0 -204
11500 27 26 1 0 31 0 180 0 -1552 0 0 0 -342
12000 26 25 1 0 33 0 180 0 -824 0 0 0 -267
12500 25 25 1 0 37 0 181 0 920 0 0 0 -123
13000 25 25 1 0 33 0 181 0 2120 0 0 0 -197
13500 25 25 1 0 34 0 179 0 -1236 0 0 0 -359
14000 25 24 1 0 33 0 181 0 -844 0 0 0 -289
14500 24 25 22 0 37 0 180 0 -264 0 0 0 -75
15000 26 25 29 0 37 0 179 0 -608 0 0 0 -260
15500 25 26 12 0 33 0 180 0 -140 0 0 0 -187
16000 26 26 14 0 36 0 179 0 -1152 0 0 0 -386
16500 25 24 1 0 39 0 181 0 -532 0 0 0 -153
17000 24 24 3 0 35 0 179 0 -136 0 0 0 -215
17500 25 25 9 0 37 0 180 0 188 0 0 0 -176
18000 25 26 7 0 38 0 179 0 304 0 0 0 -128
18500 26 27 1 0 37 0 179 0 -1648 0 0 0 -243
19000 26 25 5 0 40 0 179 0 -1696 0 0 0 -221
19500 25 23 1 0 38 0 180 0 1288 0 0 0 -251
20000 24 24 1 0 36 0 182 0 -804 0 0 0 -218
20500 24 25 1 0 40 0 181 0 -1484 0 0 0 -65
21000 26 26 1 0 40 0 180 0 -2620 0 0 0 -186
21500 26 26 1 0 40 0 179 0 -1524 0 0 0 -97
22000 25 25 1 0 43 0 180 0 1092 0 0 0 -18
22500 25 25 1 0 45 0 180 0 -1108 0 0 0 -138
23000 25 24 1 0 47 0 178 0 -1236 0 0 0 -113
23500 25 26 1 0 47 0 179 0 -672 0 0 0 -92
24000 27 25 1 0 50 0 179 0 -448 0 0 0 -377
24500 25 26 1 0 50 0 179 0 668 0 0 0 -83
25000 24 24 1 0 51 0 178 0 -1304 0 0 0 -197
25500 25 24 1 0 52 0 177 0 -1628 0 0 0 -132
26000 25 26 1 0 55 0 178 0 148 0 0 0 -169
26500 24 24 1 0 57 0 176 0 888 0 0 0 -141
27000 22 26 1 0 58 0 176 0 -796 0 0 0 343
27500 12 23 1 0 60 0 172 0 -864 0 0 0 1245
28000 5 23 1 0 60 0 128 0 -68 0 0 0 1316
28500 11 24 1 0 60 0 195 0 -624 0 0 0 904
29000 13 27 1 0 64 0 143 0 -796 0 0 0 1156
29500 13 28 1 0 63 0 128 0 -956 0 0 0 946
30000 15 25 1 0 73 0 119 0 16 0 0 0 766
30500 14 24 1 0 71 0 110 0 -204 0 0 0 684
31000 12 23 1 0 55 0 100 0 -512 0 0 0 1109
31500 12 26 1 0 53 0 89 0 184 0 0 0 1027
32000 14 26 1 0 1 0 79 0 -452 0 0 0 885
32500 13 25 6 0 62 0 71 0 -4 0 0 0 963
33000 13 25 12 0 67 0 107 0 -140 0 0 0 793
33500 14 25 31 0 65 0 104 0 -1940 0 0 0 965
34000 13 26 34 0 68 0 114 0 -1584 0 0 0 1077
34500 11 25 31 0 62 0 115 0 -384 0 0 0 1072
35000 12 25 14 0 63 0 104 0 -256 0 0 0 902
35500 13 25 30 0 52 0 88 0 -1204 0 0 0 947
36000 12 25 20 0 62 0 63 0 -2012 0 0 0 1040
36500 10 25 29 0 60 0 111 0 488 0 0 0 1330
37000 12 26 22 0 37 0 114 0 624 0 0 0 971
37500 15 27 16 0 9 0 118 0 184 0 0 0 765
38000 16 26 11 0 46 0 121 0 -2136 0 0 0 851
38500 11 24 1 0 5 0 128 0 -768 0 0 0 971
39000 8 23 1 0 1 0 124 0 136 0 0 0 1105
39500 10 24 1 0 1 0 124 0 -192 0 0 0 1080
40000 13 27 1 0 10 0 112 0 320 0 0 0 1083
40500 16 27 1 0 48 0 90 0 -224 0 0 0 567
41000 15 25 1 0 45 0 96 0 -528 0 0 0 732
41500 13 22 1 0 43 0 105 0 -572 0 0 0 748
42000 12 24 1 0 46 0 132 0 -512 0 0 0 991
42500 13 25 1 0 46 0 131 0 -240 0 0 0 969
43000 12 26 1 0 47 0 133 0 -780 0 0 0 1094
43500 12 25 1 0 49 0 133 0 -48 0 0 0 1205
44000 10 25 1 0 50 0 132 0 -96 0 0 0 1382
44500 12 27 1 0 52 0 132 0 -1500 0 0 0 951
45000 14 25 1 0 56 0 130 0 -516 0 0 0 970
45500 13 25 1 0 57 0 127 0 -284 0 0 0 964
46000 13 25 1 0 56 0 92 0 56 0 0 0 900
46500 17 25 1 0 54 0 86 0 -296 0 0 0 249
47000 26 25 1 0 56 0 84 0 -584 0 0 0 -437
47500 29 26 1 0 59 0 85 0 -892 0 0 0 -287
48000 27 26 1 0 60 0 92 0 772 0 0 0 -217
48500 25 26 1 0 61 0 28 0 192 0 0 0 -134
49000 25 25 1 0 64 0 79 0 -1516 0 0 0 -305
49500 25 22 1 0 67 0 110 0 -892 0 0 0 -231
50000 24 24 1 0 69 0 115 0 -408 0 0 0 -120
50500 26 26 1 0 72 0 120 0 300 0 0 0 -174
51000 26 26 1 0 74 0 121 0 -1204 0 0 0 50
51500 25 26 1 0 78 0 120 0 -968 0 0 0 -153
52000 17 23 1 0 79 0 121 0 -524 0 0 0 583
52500 11 23 1 0 81 0 115 0 600 0 0 0 982
53000 2 22 1 0 85 0 109 0 -908 0 0 0 2152
53500 4 27 1 0 90 0 103 0 -256 0 0 0 1091
54000 18 27 1 0 90 0 92 0 -940 0 0 0 297
54500 23 27 1 0 95 0 72 0 204 0 0 0 44
55000 19 25 1 0 102 0 75 0 216 0 0 0 693
55500 10 25 1 0 121 0 89 0 -1176 0 0 0 1563
56000 5 24 1 0 120 0 97 0 -1500 0 0 0 1550
56500 7 25 1 0 120 0 106 0 -540 0 0 0 1281
57000 14 26 1 0 126 0 120 0 -172 0 0 0 631
57500 18 26 1 0 130 0 137 0 -616 0 0 0 443
58000 17 25 1 0 134 0 152 0 -736 0 0 0 676
58500 13 24 7 0 140 0 149 0 -76 0 0 0 896
59000 13 24 23 0 146 0 161 0 564 0 0 0 817
59500 11 24 1 0 157 0 176 0 -524 0 0 0 1545
60000 9 27 1 0 168 0 185 0 -796 0 0 0 1637
60500 10 25 1 0 174 0 194 0 -608 0 0 0 919
61000 4 6 1 0 177 0 195 0 -424 0 0 0 -167
61500 0 1 1 0 175 0 196 0 -448 0 0 0 -173
62000 0 0 1 0 177 0 196 0 -428 0 0 0 -182
62500 0 0 1 0 176 0 195 0 -372 0 0 0 -169
63000 0 1 1 0 176 0 197 0 -52 0 0 0 38
63500 0 7 1 0 173 0 198 0 -228 0 0 0 936
64000 0 17 1 0 128 0 202 0 -128 0 0 0 2758
64500 -14 25 1 0 121 0 197 0 300 0 0 0 4415
65000 -30 24 1 0 66 0 185 0 -352 0 0 0 4950
65500 -30 19 1 0 47 0 195 0 -592 0 0 0 3321
66000 -22 9 1 0 103 0 206 0 -568 0 0 0 2069
66500 -4 2 1 0 40 0 204 0 396 0 0 0 -201
67000 0 0 1 0 41 0 204 0 -376 0 0 0 -133
67500 0 0 1 0 38 0 204 0 -260 0 0 0 -186
68000 0 0 1 0 39 0 205 0 -372 0 0 0 -173
68500 0 3 1 0 6 0 203 0 -992 0 0 0 874
69000 1 21 1 0 27 0 205 0 -1180 0 0 0 721
69500 23 31 1 0 33 0 206 0 -2124 0 0 0 331
70000 26 34 1 0 34 0 184 0 -436 0 0 0 610
70500 24 31 1 0 37 0 154 0 296 0 0 0 327
71000 23 27 1 0 37 0 151 0 -780 0 0 0 25
71500 19 24 1 0 37 0 202 0 -328 0 0 0 477
72000 14 24 1 0 35 0 202 0 168 0 0 0 965
72500 13 22 32 0 32 0 203 0 392 0 0 0 593
73000 21 25 1 0 30 0 204 0 -1180 0 0 0 -142
73500 24 27 1 0 30 0 168 0 504 0 0 0 120
74000 20 27 1 0 28 0 173 0 -964 0 0 0 886
74500 15 25 1 0 32 0 169 0 80 0 0 0 512
75000 21 23 1 0 32 0 165 0 -124 0 0 0 -121
75500 25 21 1 0 32 0 167 0 -1568 0 0 0 -793
76000 27 14 48 0 32 0 172 0 -1016 0 0 0 -1664
76500 25 10 185 0 38 0 178 0 -492 0 0 0 -1562
77000 25 16 185 0 43 0 182 0 420 0 0 0 -576
77500 27 25 55 0 43 0 184 0 -1180 0 0 0 -239
78000 26 26 28 0 44 0 185 0 -896 0 0 0 -190
78500 25 25 149 0 44 0 185 0 104 0 0 0 14
79000 25 26 167 0 45 0 186 0 40 0 0 0 -101
79500 27 27 170 0 51 0 187 0 -708 0 0 0 -171
80000 28 26 1 0 48 0 188 0 -548 0 0 0 -199
80500 24 26 1 0 49 0 189 0 28 0 0 0 -38
81000 24 23 1 0 50 0 190 0 -132 0 0 0 -18
81500 22 24 1 0 51 0 189 0 76 0 0 0 109
82000 25 25 1 0 52 0 187 0 -876 0 0 0 -96
82500 26 27 1 0 52 0 188 0 -492 0 0 0 -222
83000 26 26 1 0 59 0 190 0 148 0 0 0 -107
83500 26 26 1 0 61 0 190 0 -492 0 0 0 -12
84000 24 24 1 0 62 0 190 0 1060 0 0 0 -175
84500 25 24 1 0 63 0 190 0 -1276 0 0 0 -215
85000 24 25 1 0 64 0 192 0 32 0 0 0 -19
85500 25 25 1 0 67 0 192 0 60 0 0 0 -220
86000 25 25 1 0 69 0 191 0 740 0 0 0 -21
86500 26 26 1 0 72 0 191 0 -412 0 0 0 -314
87000 24 24 1 0 74 0 192 0 -1220 0 0 0 -216
87500 25 24 1 0 78 0 193 0 -372 0 0 0 -112
88000 20 24 1 0 77 0 191 0 -180 0 0 0 519
88500 11 25 1 0 74 0 188 0 -276 0 0 0 1437
89000 4 25 1 0 78 0 178 0 -780 0 0 0 1302
89500 10 25 1 0 81 0 170 0 -940 0 0 0 938
90000 13 23 1 0 84 0 161 0 140 0 0 0 810
90500 14 25 1 0 86 0 149 0 284 0 0 0 1050
91000 14 26 1 0 89 0 140 0 -1080 0 0 0 792
91500 4 22 1 0 89 0 124 0 -964 0 0 0 1515
92000 2 13 1 0 90 0 113 0 244 0 0 0 565
92500 1 3 1 0 89 0 112 0 -100 0 0 0 -184
93000 0 0 1 0 90 0 111 0 -376 0 0 0 -166
93500 7 1 1 0 88 0 108 0 -1492 0 0 0 788
94000 -17 7 1 0 84 0 118 0 -2100 0 0 0 3907
94500 -38 20 6 0 72 0 102 0 1496 0 0 0 5709
95000 -33 25 1 0 60 0 111 0 -32 0 0 0 4479
95500 -8 6 1 0 56 0 113 0 716 0 0 0 -132
96000 0 0 1 0 56 0 111 0 -244 0 0 0 -185
96500 0 4 1 0 56 0 112 0 1136 0 0 0 638
97000 2 18 1 0 55 0 117 0 152 0 0 0 911
97500 29 32 1 0 56 0 123 0 -1424 0 0 0 21
98000 35 35 1 0 58 0 131 0 -1064 0 0 0 -99
98500 27 31 1 0 59 0 138 0 -208 0 0 0 242
99000 17 25 1 0 57 0 147 0 120 0 0 0 817
99500 8 23 1 0 57 0 149 0 -256 0 0 0 1365
100000 3 20 1 0 51 0 140 0 -152 0 0 0 1161
100500 8 24 1 0 50 0 141 0 -736 0 0 0 1313
101000 11 27 1 0 50 0 146 0 172 0 0 0 1064
101500 16 26 1 0 97 0 152 0 -256 0 0 0 651
102000 16 25 1 0 72 0 154 0 -276 0 0 0 627
102500 14 25 1 0 22 0 156 0 -1640 0 0 0 866
103000 13 25 1 0 41 0 156 0 -736 0 0 0 768
103500 13 24 1 0 42 0 157 0 -76 0 0 0 762
104000 12 24 1 0 44 0 157 0 -280 0 0 0 786
104500 12 23 1 0 46 0 154 0 -820 0 0 0 934
105000 11 26 1 0 47 0 154 0 -900 0 0 0 1122
105500 11 26 1 0 50 0 150 0 260 0 0 0 1237
106000 12 25 1 0 54 0 146 0 688 0 0 0 881
106500 19 25 1 0 55 0 145 0 -884 0 0 0 58
107000 25 25 1 0 56 0 144 0 -1472 0 0 0 -99
107500 27 27 1 0 57 0 146 0 -368 0 0 0 -201
108000 27 26 1 0 60 0 147 0 988 0 0 0 -143
108500 25 26 1 0 60 0 148 0 -12 0 0 0 -94
109000 25 25 1 0 62 0 149 0 -1344 0 0 0 -177
109500 25 26 1 0 64 0 150 0 -348 0 0 0 -244
110000 25 24 1 0 66 0 152 0 212 0 0 0 -138
110500 24 25 1 0 68 0 153 0 -244 0 0 0 -278
111000 25 25 1 0 71 0 153 0 -1256 0 0 0 -265
111500 26 26 1 0 72 0 153 0 540 0 0 0 -271
112000 26 24 1 0 75 0 156 0 940 0 0 0 -231
112500 25 24 1 0 77 0 157 0 -480 0 0 0 -327
113000 24 25 1 0 79 0 159 0 -1040 0 0 0 -169
113500 26 25 1 0 82 0 159 0 -1664 0 0 0 -164
114000 27 27 1 0 85 0 159 0 -1024 0 0 0 -144
114500 25 24 1 0 90 0 161 0 -112 0 0 0 -133
115000 24 22 1 0 93 0 162 0 -196 0 0 0 -322
115500 24 24 1 0 97 0 165 0 -580 0 0 0 -167
116000 27 27 2 0 102 0 165 0 436 0 0 0 -84
116500 26 26 11 0 106 0 166 0 440 0 0 0 38
117000 20 27 17 0 116 0 167 0 664 0 0 0 492
117500 15 24 7 0 116 0 163 0 -1104 0 0 0 914
118000 8 24 1 0 109 0 156 0 1392 0 0 0 1491
118500 7 25 1 0 113 0 147 0 608 0 0 0 1406
119000 10 25 1 0 123 0 138 0 268 0 0 0 1142
119500 13 26 1 0 130 0 132 0 -696 0 0 0 1011
120000 14 25 1 0 137 0 123 0 -684 0 0 0 834
120500 14 25 1 0 143 0 108 0 1644 0 0 0 852
121000 13 24 1 0 150 0 137 0 -84 0 0 0 790
121500 13 25 1 0 156 0 154 0 -208 0 0 0 811
122000 14 24 1 0 161 0 169 0 -276 0 0 0 878
122500 4 6 1 0 164 0 173 0 -196 0 0 0 -230
123000 1 0 1 0 165 0 174 0 -332 0 0 0 -168
123500 0 0 1 0 165 0 174 0 -264 0 0 0 -158
124000 0 0 1 0 165 0 173 0 -292 0 0 0 -165
124500 0 0 1 0 164 0 174 0 -368 0 0 0 -151
125000 0 2 1 0 164 0 175 0 -592 0 0 0 206
125500 0 8 1 0 165 0 180 0 -276 0 0 0 1088
126000 0 20 1 0 162 0 192 0 -796 0 0 0 3287
126500 -19 25 1 0 149 0 201 0 -904 0 0 0 4692
127000 -33 20 1 0 120 0 207 0 -496 0 0 0 4407
127500 -29 14 1 0 100 0 210 0 -372 0 0 0 3325
128000 -21 12 1 0 82 0 206 0 -360 0 0 0 2131
128500 -13 10 1 0 70 0 199 0 1468 0 0 0 1825
129000 -10 14 1 0 60 0 200 0 404 0 0 0 2636
129500 -16 20 1 0 45 0 200 0 -676 0 0 0 3511
130000 -22 18 1 0 46 0 197 0 -848 0 0 0 3256
130500 -21 13 1 0 28 0 188 0 -248 0 0 0 2737
131000 -4 3 1 0 38 0 185 0 -16 0 0 0 -196
131500 -1 0 1 0 42 0 186 0 -588 0 0 0 -159
132000 0 0 1 0 38 0 185 0 -460 0 0 0 -172
132500 0 0 1 0 43 0 185 0 -484 0 0 0 -161
133000 0 5 1 0 36 0 184 0 -408 0 0 0 611
133500 0 18 1 0 9 0 181 0 -1328 0 0 0 946
134000 18 32 1 0 26 0 176 0 -96 0 0 0 939
134500 24 35 1 0 30 0 171 0 32 0 0 0 890
135000 6 7 1 0 28 0 169 0 -1228 0 0 0 -263
135500 0 1 1 0 33 0 170 0 -276 0 0 0 -193
136000 0 0 1 0 35 0 170 0 -484 0 0 0 -142
136500 0 0 1 0 32 0 169 0 -524 0 0 0 -175
137000 0 0 1 0 35 0 170 0 -432 0 0 0 -182
137500 0 0 1 0 38 0 170 0 -472 0 0 0 -175
138000 0 0 1 0 28 0 170 0 -468 0 0 0 -169
138500 0 0 1 0 32 0 170 0 -488 0 0 0 -168
139000 0 0 1 0 35 0 169 0 -404 0 0 0 -161
139500 0 0 1 0 32 0 168 0 -508 0 0 0 -177
140000 0 0 1 0 28 0 168 0 -404 0 0 0 -147
140500 0 0 1 0 31 0 170 0 -452 0 0 0 -175
141000 0 1 1 0 32 0 170 0 -432 0 0 0 -163
141500 0 0 1 0 33 0 170 0 -512 0 0 0 -183
142000 0 0 1 0 34 0 170 0 -496 0 0 0 -154
142500 0 0 1 0 31 0 168 0 -480 0 0 0 -151
143000 0 0 1 0 34 0 169 0 -416 0 0 0 -152
143500 0 0 1 0 33 0 169 0 -480 0 0 0 -160
144000 0 0 1 0 26 0 169 0 -312 0 0 0 -183
144500 0 0 1 0 33 0 166 0 -1028 0 0 0 637
145000 -19 0 1 0 39 0 159 0 -1312 0 0 0 1958
145500 -8 0 1 0 38 0 154 0 260 0 0 0 -104
146000 0 0 1 0 39 0 155 0 -524 0 0 0 -181
146500 0 0 1 0 38 0 154 0 -464 0 0 0 -187
147000 0 0 1 0 39 0 153 0 -516 0 0 0 -169
147500 0 0 1 0 40 0 154 0 -412 0 0 0 -186
148000 0 0 1 0 38 0 154 0 -572 0 0 0 -164
148500 0 0 1 0 40 0 153 0 -548 0 0 0 -155
149000 0 0 1 0 38 0 154 0 -404 0 0 0 -181
149500 -12 -2 1 0 37 0 154 0 -644 0 0 0 -121
150000 -5 -6 1 0 33 0 154 0 96 0 0 0 -29
150500 -1 0 1 0 33 0 154 0 -316 0 0 0 -165
151000 0 0 1 0 32 0 154 0 -420 0 0 0 -169
151500 0 0 1 0 33 0 156 0 -436 0 0 0 -192
152000 -14 -13 1 0 35 0 155 0 -1528 0 0 0 -234
152500 -38 -32 1 0 27 0 157 0 -740 0 0 0 301
153000 -9 -9 1 0 28 0 156 0 604 0 0 0 -113
153500 0 -1 1 0 27 0 154 0 -424 0 0 0 -148
154000 0 0 1 0 29 0 154 0 -548 0 0 0 -150
154500 0 0 1 0 29 0 156 0 -436 0 0 0 -169
155000 0 0 1 0 27 0 155 0 -468 0 0 0 -171
155500 0 0 1 0 30 0 157 0 -440 0 0 0 -224
156000 0 -1 1 0 28 0 156 0 -580 0 0 0 -258
156500 9 0 1 0 43 0 160 0 72 0 0 0 -1855
157000 30 0 1 0 27 0 175 0 -884 0 0 0 -3250
157500 36 2 1 0 12 0 184 0 -644 0 0 0 -1486
158000 31 32 1 0 11 0 183 0 848 0 0 0 602
158500 9 9 1 0 12 0 185 0 -356 0 0 0 -208
159000 0 0 1 0 11 0 184 0 -328 0 0 0 -176
159500 0 0 1 0 12 0 185 0 -488 0 0 0 -166
160000 0 0 1 0 15 0 184 0 -316 0 0 0 -165
160500 6 0 1 0 28 0 182 0 -808 0 0 0 964
161000 -26 0 1 0 27 0 173 0 312 0 0 0 2775
161500 -39 -1 1 0 30 0 158 0 604 0 0 0 2167
162000 -37 -23 1 0 10 0 153 0 -200 0 0 0 -36
162500 -32 -39 1 0 31 0 161 0 -456 0 0 0 -1054
163000 -7 -8 1 0 29 0 164 0 -612 0 0 0 -94
163500 -1 0 1 0 28 0 165 0 -348 0 0 0 -180
164000 1 0 1 0 27 0 164 0 -652 0 0 0 -246
164500 -1 -1 1 0 30 0 164 0 -544 0 0 0 -149
165000 0 0 1 0 27 0 164 0 -464 0 0 0 -157
165500 0 0 1 0 27 0 164 0 -492 0 0 0 -176
166000 0 0 2 0 29 0 164 0 -524 0 0 0 -175
166500 0 0 1 0 28 0 165 0 -572 0 0 0 -150
167000 0 0 1 0 28 0 165 0 -460 0 0 0 -174
167500 0 0 1 0 31 0 164 0 -388 0 0 0 -166
168000 0 0 1 0 30 0 164 0 -476 0 0 0 -176
168500 0 0 1 0 29 0 165 0 -504 0 0 0 -139
169000 0 0 1 0 29 0 165 0 -424 0 0 0 -174
169500 0 0 1 0 29 0 164 0 -428 0 0 0 -198
170000 0 0 1 0 29 0 164 0 -520 0 0 0 -178
170500 0 0 1 0 30 0 164 0 -552 0 0 0 -168
171000 0 0 1 0 28 0 164 0 -500 0 0 0 -164
171500 0 0 1 0 26 0 164 0 -568 0 0 0 -164
172000 0 0 1 0 27 0 165 0 -500 0 0 0 -175
172500 0 0 1 0 27 0 163 0 -540 0 0 0 -182
173000 0 0 1 0 49 0 164 0 -440 0 0 0 -185
173500 0 0 1 0 34 0 164 0 -420 0 0 0 -156
174000 0 0 1 0 34 0 164 0 -500 0 0 0 -186
174500 0 0 1 0 33 0 163 0 -464 0 0 0 -179
175000 0 0 1 0 40 0 164 0 -548 0 0 0 -190
175500 0 0 1 0 40 0 164 0 -392 0 0 0 -166
176000 0 0 1 0 27 0 164 0 -520 0 0 0 -169
176500 0 0 1 0 29 0 163 0 -476 0 0 0 -168
177000 0 0 54 0 31 0 164 0 -496 0 0 0 -155
177500 0 0 1 0 28 0 164 0 -672 0 0 0 -160
178000 0 0 1 0 28 0 165 0 -524 0 0 0 -183
178500 0 0 1 0 29 0 164 0 -372 0 0 0 -151
179000 0 0 1 0 29 0 164 0 -508 0 0 0 -189
179500 0 0 1 0 28 0 165 0 -532 0 0 0 -150
180000 0 0 1 0 30 0 165 0 -376 0 0 0 -174
180500 0 0 1 0 30 0 164 0 -524 0 0 0 -153
181000 0 0 1 0 27 0 164 0 -460 0 0 0 -165
181500 0 0 1 0 28 0 164 0 -548 0 0 0 -193
182000 0 0 1 0 28 0 164 0 -448 0 0 0 -173
182500 0 0 1 0 31 0 165 0 -492 0 0 0 -173
183000 0 0 1 0 29 0 164 0 -596 0 0 0 -174
183500 0 0 1 0 29 0 165 0 -508 0 0 0 -165
184000 0 0 1 0 27 0 164 0 -480 0 0 0 -168
184500 0 0 1 0 30 0 163 0 -464 0 0 0 -169
185000 0 0 1 0 31 0 164 0 -388 0 0 0 -169
185500 0 0 1 0 29 0 163 0 -572 0 0 0 -179
186000 0 0 1 0 29 0 165 0 -428 0 0 0 -179
186500 0 0 1 0 29 0 165 0 -448 0 0 0 -167
187000 0 0 1 0 29 0 164 0 -544 0 0 0 -148
187500 0 0 1 0 29 0 164 0 -464 0 0 0 -157
188000 0 0 1 0 27 0 164 0 -596 0 0 0 -138
188500 0 0 1 0 30 0 163 0 -416 0 0 0 -171
189000 0 0 1 0 27 0 164 0 -480 0 0 0 -162
