t(ms) deslocamento_encoders(mm) deslocamento_acelerometro_Y(mm) erro_deslocamento_acelerometro(%) desloc_angular_encoders(rad) desloc_angular_giroscopio_Z(rad) erro_desloc_angular_giroscopio(%) acel_encoders(m/s^2) acel_acelerometro_Y(m/s^2) erro_acel_acelerometro(%) vel_angular_encoders(rad/s) vel_angular_giroscopio_Z(rad/s) erro_vel_angular_giroscopio(%) posicao_encoders_X(mm) posicao_encoders_Y(mm) posicao_acelgiro_X(mm) posicao_acelgiro_Y(mm) erro_posicao_acelgiro(mm) angulo_encoders(rad) angulo_giroscopio(rad) erro_angulo_giro(%)
4527522 -54 13 123.742500 0.014595 0.001026 92.970818 -8.300000 0.474052 105.711456 0.145946 0.010259 92.970818 -54 0 13 0 67.000000 0.014595 0.001026 92.970818
4527622 -37 56 250.543503 0.066071 0.000799 98.790115 1.700000 4.288015 152.236160 0.660714 0.007994 98.790115 -91 -1 69 0 160.003128 0.080666 0.001825 97.737259
4527722 -22 51 330.441895 0.094286 0.000973 98.968468 1.500000 -0.500388 133.359207 0.942857 0.009726 98.968468 -113 -3 120 0 233.019318 0.174952 0.002798 98.400787
4527822 -34 51 250.376984 0.075556 0.005689 92.470482 -1.200000 0.043096 103.591301 0.755556 0.056890 92.470482 -146 -9 171 0 317.127747 0.250507 0.008487 96.612137
4527922 -35 60 272.416748 0.064815 0.002851 95.601089 -0.100000 0.921768 1021.768555 0.648148 0.028511 95.601089 -180 -18 231 1 411.438934 0.315322 0.011338 96.404320
4528022 -36 74 305.136536 0.070714 0.000893 98.737671 -0.100000 1.350330 1450.327148 0.707143 0.008926 98.737663 -214 -29 305 2 519.924988 0.386036 0.012231 96.831741
4528122 -36 87 342.778717 0.070714 0.000839 98.813026 0.000000 1.355118 Infinity 0.707143 0.008394 98.813026 -247 -43 392 3 640.653564 0.456751 0.013070 97.138489
4528222 -36 99 374.900909 0.070714 0.002385 96.627495 0.000000 1.156399 Infinity 0.707143 0.023848 96.627495 -279 -59 491 4 772.572998 0.527465 0.015455 97.069977
4528322 -36 108 399.507996 0.070714 0.002491 96.476776 0.000000 0.885855 Infinity 0.707143 0.024914 96.476768 -310 -77 599 6 912.781433 0.598179 0.017946 96.999855
4528422 -36 109 402.567200 0.070714 0.001865 97.362289 0.000000 0.110133 Infinity 0.707143 0.018652 97.362289 -340 -97 708 8 1053.246826 0.668894 0.019811 97.038170
4528522 -36 113 412.942078 0.068727 0.001745 97.460503 0.000000 0.373495 Infinity 0.687273 0.017453 97.460495 -368 -119 821 10 1195.977417 0.737621 0.021557 97.077522
4528622 -36 120 433.026794 0.070714 0.002345 96.684021 0.000000 0.723049 Infinity 0.707143 0.023449 96.684021 -395 -143 941 13 1345.076904 0.808335 0.023902 97.043098
4528722 -33 123 473.168945 0.069808 0.001892 97.289864 0.300000 0.325611 8.537133 0.698077 0.018919 97.289864 -418 -167 1064 16 1493.255859 0.878143 0.025794 97.062714
4528822 -35 122 448.561584 0.071296 0.000240 99.663628 -0.200000 -0.114922 42.539104 0.712963 0.002398 99.663635 -440 -194 1186 19 1639.891724 0.949439 0.026033 97.258026
4528922 -37 111 399.631104 0.074649 0.001279 98.286629 -0.200000 -1.113304 456.651581 0.746491 0.012790 98.286621 -462 -224 1297 22 1776.118530 1.024088 0.027312 97.333000
4529022 -36 96 367.119751 0.070714 0.004010 94.328926 0.100000 -1.470040 1570.041260 0.707143 0.040103 94.328926 -481 -255 1393 25 1894.802368 1.094802 0.031323 97.138962
