t(ms) deslocamento_encoders(mm) deslocamento_acelerometro_Y(mm) erro_deslocamento_acelerometro(%) desloc_angular_encoders(rad) desloc_angular_giroscopio_Z(rad) erro_desloc_angular_giroscopio(%) acel_encoders(m/s^2) acel_acelerometro_Y(m/s^2) erro_acel_acelerometro(%) vel_angular_encoders(rad/s) vel_angular_giroscopio_Z(rad/s) erro_vel_angular_giroscopio(%) posicao_encoders_X(mm) posicao_encoders_Y(mm) posicao_acelgiro_X(mm) posicao_acelgiro_Y(mm) erro_posicao_acelgiro(mm) angulo_encoders(rad) angulo_giroscopio(rad) erro_angulo_giro(%)
198424591 0 -94154 100.000000 0.000000 0.016787 100.000000 0.000000 -0.124498 Infinity 0.000000 0.016787 100.000000 0 0 -94154 0 94154.000000 0.000000 0.016787 100.000000
198425591 0 -94277 100.000000 0.000000 0.018786 100.000000 0.000000 -0.122104 Infinity 0.000000 0.018786 100.000000 0 0 -188417 -1583 188423.656250 0.000000 0.035573 100.000000
198426591 0 -94427 100.000000 0.000000 0.019452 100.000000 0.000000 -0.150835 Infinity 0.000000 0.019452 100.000000 0 0 -282785 -4941 282828.156250 0.000000 0.055025 100.000000
198427591 0 -94506 100.000000 0.000000 0.016920 100.000000 0.000000 -0.079009 Infinity 0.000000 0.016920 100.000000 0 0 -377148 -10139 377284.250000 0.000000 0.071945 100.000000
198428591 0 -94631 100.000000 0.000000 0.018386 100.000000 0.000000 -0.124498 Infinity 0.000000 0.018386 100.000000 0 0 -471534 -16941 471838.218750 0.000000 0.090331 100.000000
198429591 0 -94703 100.000000 0.000000 0.019319 100.000000 0.000000 -0.071826 Infinity 0.000000 0.019319 100.000000 0 0 -565851 -25484 566424.562500 0.000000 0.109649 100.000000
198430591 0 -94834 100.000000 0.000000 0.019718 100.000000 0.000000 -0.131681 Infinity 0.000000 0.019718 100.000000 0 0 -660116 -35862 661089.375000 0.000000 0.129368 100.000000
198431591 0 -94940 100.000000 0.000000 0.018119 100.000000 0.000000 -0.105345 Infinity 0.000000 0.018119 100.000000 0 0 -754262 -48110 755794.750000 0.000000 0.147487 100.000000
198432591 0 -95079 100.000000 0.000000 0.018253 100.000000 0.000000 -0.138864 Infinity 0.000000 0.018253 100.000000 0 0 -848308 -62082 850576.625000 0.000000 0.165740 100.000000
198433591 0 -95234 100.000000 0.000000 0.017187 100.000000 0.000000 -0.155623 Infinity 0.000000 0.017187 100.000000 0 0 -942237 -77794 945443.000000 0.000000 0.182927 100.000000
