t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz
435591 0 0 37 36 46 39 207 -548 -212 18236 208 -437 -142
436591 0 0 38 36 46 39 206 -492 -48 18280 237 -434 -169
437591 0 0 35 34 46 38 207 -556 -120 18260 209 -420 -151
438591 0 0 37 36 45 38 206 -480 -124 18332 212 -433 -150
439591 0 0 36 36 46 39 206 -508 -164 18152 239 -460 -135
440591 0 0 36 36 46 39 205 -512 -68 18248 188 -431 -153
441591 0 0 37 35 46 38 206 -428 -56 18212 200 -421 -170
442591 0 0 37 35 45 38 206 -460 -184 18236 222 -437 -145
443591 0 0 37 36 46 39 205 -576 -16 18184 202 -440 -138
444591 0 0 36 36 46 38 205 -488 -68 18192 194 -434 -179
445591 0 0 36 36 47 39 206 -496 -44 18104 201 -446 -152
446591 0 0 36 36 46 39 207 -540 -132 18228 234 -450 -165
447591 0 0 35 34 46 38 206 -448 -80 18240 219 -442 -139
448591 0 0 38 37 46 39 206 -536 -152 18204 194 -428 -162
449591 0 0 36 35 46 38 206 -304 -88 18204 211 -456 -137
450591 0 0 36 35 46 39 206 -492 -56 18132 197 -451 -161
451591 0 0 37 36 46 39 206 -552 -100 18320 198 -426 -152
452591 0 0 36 35 47 39 205 -472 -116 18176 189 -441 -152
453591 0 0 37 36 45 38 205 -496 -88 18320 201 -441 -151
454591 0 0 36 36 46 38 206 -540 -100 18220 203 -432 -147
455591 0 0 36 36 46 39 206 -564 -72 18140 232 -443 -137
456591 0 0 37 36 45 38 207 -564 -108 17984 228 -435 -148
457591 0 0 38 37 46 39 206 -464 -152 18128 212 -422 -154
458591 0 0 37 35 46 38 206 -548 -176 18228 211 -476 -140
459591 0 0 36 35 46 38 205 -548 -116 18144 227 -445 -161
460591 0 0 36 36 46 38 205 -492 -60 18184 194 -414 -146
461591 0 0 38 36 46 39 205 -532 -76 18248 225 -453 -151
462591 0 0 35 34 46 38 205 -484 -36 18196 176 -443 -164
463591 0 0 39 37 47 39 206 -552 -204 18244 217 -440 -136
464591 0 0 36 36 45 38 205 -492 -152 18184 219 -431 -149
465591 0 0 36 35 45 38 206 -544 -16 18248 198 -430 -140
466591 0 0 37 36 46 39 206 -532 -104 18080 169 -412 -132
467591 0 0 36 35 46 39 206 -516 -100 18100 216 -451 -147
468591 0 0 38 37 46 39 206 -428 -96 18040 238 -456 -141
469591 0 0 36 35 46 38 205 -528 -108 18224 199 -424 -138
470591 0 0 36 36 46 39 205 -504 8 18060 222 -440 -141
471591 0 0 36 35 46 38 205 -556 -72 17996 222 -451 -155
472591 0 0 38 36 46 39 206 -480 -44 18148 215 -454 -129
473591 0 0 36 36 46 38 206 -484 -132 18116 177 -432 -162
474591 0 0 36 35 46 38 207 -472 -20 18232 231 -443 -136
475591 0 0 36 35 45 38 206 -440 -168 18280 212 -425 -142
476591 0 0 37 36 45 38 206 -540 -164 18156 189 -433 -155
477591 0 0 36 36 48 39 206 -372 140 18164 166 -401 -148
478591 0 0 38 36 46 39 206 -464 -44 18128 191 -442 -152
479591 0 0 36 36 45 38 206 -496 -344 18144 183 -415 -161
480591 0 0 37 36 46 38 205 -480 -112 18080 200 -404 -152
481591 0 0 37 36 46 38 205 -528 -12 18320 193 -407 -137
482591 0 0 36 36 46 39 205 -448 -76 18232 177 -445 -151
483591 -110 -114 22 23 43 36 204 2152 88 21024 248 -334 -702
484591 -86 -89 21 21 39 32 194 -432 -1128 18236 319 -428 -118
485591 85 89 23 23 40 34 198 1568 340 19288 203 -457 807
486591 27 25 28 27 43 36 202 -640 400 17908 232 -299 -167
487591 0 0 26 26 43 36 200 -436 -52 18116 200 -427 -152
488591 0 0 29 28 43 36 200 -588 -84 18204 226 -433 -160
489591 0 0 27 27 43 36 201 -452 -88 18108 223 -439 -142
490591 0 0 29 29 43 36 203 -404 16 18296 188 -432 -160
491591 0 0 29 29 43 36 201 -508 -44 18192 176 -451 -145
492591 0 0 26 26 43 35 200 -552 -124 18116 195 -410 -159
493591 0 0 26 26 44 36 202 -424 -176 18184 206 -437 -146
494591 0 0 27 27 44 36 200 -492 -120 18256 192 -430 -171
495591 0 0 27 27 42 36 201 -496 8 18108 176 -405 -165
496591 0 0 28 27 43 36 201 -516 -52 18256 192 -406 -146
497591 0 0 27 26 43 36 203 -576 24 18316 191 -401 -148
498591 0 0 29 28 43 36 201 -496 -8 18076 158 -418 -135
499591 45 44 30 29 44 37 204 -844 -504 17264 467 -558 -56
500591 77 87 35 34 49 39 205 92 -1016 18476 56 -274 289
501591 76 56 35 35 53 41 208 1260 -824 17260 603 -321 -2472
502591 76 40 27 28 58 44 205 -1824 776 19100 25 -530 -226
503591 80 87 52 46 62 47 205 -1240 232 17984 251 -631 222
504591 83 91 41 40 71 50 206 732 -188 18388 80 -322 165
505591 81 91 58 51 82 54 207 -476 -1744 18240 187 -332 206
506591 81 89 68 55 100 59 202 -1760 -56 16964 -44 -431 218
507591 75 82 88 63 127 64 182 6324 40 16264 782 -840 -396
508591 2 1 85 62 125 64 185 -3276 -1392 19608 -133 -106 -463
509591 -55 -57 68 57 104 60 202 -1740 -2696 18036 178 -162 -865
510591 -77 -90 58 51 87 55 206 -72 -1208 19324 410 -374 -764
511591 -76 -86 44 42 76 52 206 -1404 844 16496 329 -356 -482
512591 -75 -85 52 47 69 50 206 -1720 748 19484 260 -421 -656
513591 -76 -85 32 33 63 46 205 -500 -872 17140 131 -468 -363
514591 -75 -85 30 30 59 44 205 748 -924 18180 290 -464 -698
515591 -76 -87 21 22 55 41 205 -1052 -812 17644 620 -254 -785
516591 -31 -36 20 21 53 40 206 -656 8 18084 84 -559 -119
517591 0 -1 19 21 53 40 205 -492 -80 18208 201 -454 -156
518591 10 7 19 20 53 40 206 -2032 1572 18660 -435 -714 115
519591 73 83 31 30 57 43 205 -508 360 17552 92 -538 246
520591 81 88 21 23 63 45 205 432 -2060 18240 112 -406 -193
521591 83 89 27 28 70 49 205 -864 -1132 19036 300 -295 28
522591 82 91 40 39 77 52 204 -1664 2660 17620 -81 -487 142
523591 81 90 44 43 90 56 206 -468 1516 18048 -34 -383 228
524591 81 87 62 53 106 60 207 344 -1980 17696 410 -720 56
525591 81 88 85 63 134 66 206 -300 -1012 18532 330 -332 340
526591 81 89 124 71 171 71 197 -168 1408 18244 225 -437 131
527591 26 26 140 74 183 72 195 -660 312 18392 244 -468 -109
528591 0 1 140 74 183 72 194 -592 -4 18200 203 -430 -147
529591 5 -1 134 73 180 72 198 4 -964 17544 -100 -155 -686
530591 -63 -69 94 65 149 68 205 676 312 17976 693 -479 -2955
531591 -14 -83 47 45 134 65 198 -1672 -1248 18784 562 -371 -3966
532591 -37 -87 24 27 108 59 181 -348 1088 17956 309 -351 -800
533591 -55 -31 27 28 100 58 202 -60 -248 18312 486 -760 72
534591 -1 -1 29 31 100 58 202 -660 -180 18276 178 -437 -161
535591 28 24 24 27 108 60 199 -216 -608 17948 609 -733 -50
536591 80 69 28 30 133 64 186 -216 264 17072 235 -557 -2986
537591 83 21 23 27 141 66 159 -596 -1064 19804 723 -175 -2182
538591 80 36 24 27 153 67 198 136 -1328 17372 493 -365 -2230
539591 82 32 23 26 158 68 191 528 -308 18024 161 -277 -2436
540591 79 27 21 25 151 67 96 -444 -1544 17184 325 -370 -2779
541591 77 22 23 26 124 63 92 -944 -236 19132 451 -460 -2595
542591 75 21 52 47 87 56 1 -2288 496 18300 192 -555 -2542
543591 76 22 16 16 28 24 1 -420 -36 19500 387 -620 -2549
544591 76 28 11 12 26 22 113 1060 -1948 17928 351 -306 -1902
545591 68 22 29 28 32 29 45 -1692 5564 18880 -668 -397 -1919
546591 59 38 42 39 29 28 148 -520 44 17024 -45 -414 -1105
547591 66 38 26 25 30 27 206 -508 40 18984 167 -490 -1900
548591 74 57 18 19 32 28 191 180 228 18160 119 -148 11
549591 76 79 41 38 31 31 179 -2588 928 20656 148 -295 196
550591 76 79 35 34 33 31 166 -1480 892 17660 18 -334 -284
551591 75 36 22 22 36 30 126 2652 2356 18216 -202 25 -2999
552591 73 17 32 31 32 29 16 -312 -40 19308 283 -244 -193
553591 74 81 32 32 35 32 1 -1416 2116 18344 331 -491 148
554591 74 46 34 33 35 32 1 -172 488 18376 -37 -366 -2511
555591 73 19 28 26 31 27 1 892 -1924 17104 99 -386 -2585
556591 72 20 24 24 31 28 34 -284 236 19784 274 -428 -2018
557591 72 23 38 37 37 34 14 -1148 356 17824 365 -509 -2121
558591 69 19 24 24 40 34 1 -864 956 18856 385 -528 -2440
559591 70 20 10 13 41 33 1 -56 -2000 18732 129 -480 -2594
560591 71 50 38 36 42 36 1 -276 1544 18672 133 -291 59
561591 74 78 16 17 46 36 1 -2332 -1068 19004 524 -1085 125
562591 75 79 6 10 50 37 1 -320 2516 19168 280 -526 131
563591 74 77 16 18 56 41 1 756 -956 17368 283 -300 160
564591 40 43 37 36 59 45 1 -1116 332 17980 102 -279 -346
565591 0 1 37 36 59 45 1 -328 20 18292 187 -437 -159
566591 0 0 38 37 59 45 1 -360 16 18180 221 -435 -153
567591 0 0 40 39 60 45 1 -376 24 18248 222 -432 -124
568591 0 1 41 40 59 45 1 -312 156 18224 229 -442 -158
569591 0 0 38 38 59 45 1 -340 44 18392 213 -422 -156
570591 0 0 41 39 60 45 1 -356 136 18344 164 -408 -142
571591 0 0 40 38 59 45 1 -372 -16 18244 164 -426 -153
572591 0 0 38 38 59 45 1 -320 -44 18152 207 -405 -145
573591 0 0 40 39 60 45 1 -228 -64 18176 205 -420 -130
574591 0 0 38 37 58 45 1 -276 -48 18236 167 -416 -138
575591 0 0 38 37 59 45 1 -288 -4 18088 190 -418 -135
576591 0 0 40 38 59 45 1 -404 0 18220 188 -435 -176
577591 0 0 41 40 59 45 1 -412 40 18176 232 -429 -143
578591 0 0 38 37 59 45 1 -316 48 18220 224 -436 -147
579591 0 0 39 38 60 45 1 -352 -8 18276 161 -413 -142
580591 0 0 40 39 59 45 1 -376 100 18188 199 -434 -147
581591 0 0 40 38 59 45 1 -328 92 18096 178 -424 -152
582591 0 0 38 38 59 45 1 -396 -4 18120 152 -402 -154
583591 0 0 38 37 59 45 1 -260 104 18280 180 -416 -153
584591 0 0 40 38 60 45 1 -256 48 18368 185 -389 -126
585591 0 0 38 37 59 45 1 -456 12 18280 216 -423 -169
586591 0 0 38 37 59 45 1 -312 -32 18248 205 -418 -145
587591 15 20 28 28 61 45 1 1428 -636 17040 125 -439 115
588591 72 79 46 44 69 50 1 1428 1460 17656 911 -593 358
589591 73 80 52 47 79 53 1 -676 2076 17060 -43 -393 393
590591 73 81 70 57 93 58 1 632 -1376 17200 -66 -418 7
591591 53 59 82 62 107 61 3 -28 820 18492 -163 270 -286
592591 0 0 82 61 107 61 1 -312 -12 18352 191 -437 -142
593591 0 1 82 61 106 61 1 -232 36 18160 177 -413 -177
594591 0 0 82 61 106 61 1 -288 -4 18132 189 -402 -171
595591 0 0 82 61 107 61 1 -248 32 18108 174 -409 -144
596591 0 0 82 62 107 61 1 -348 48 18192 176 -411 -145
597591 0 0 82 61 106 61 2 -276 92 18236 202 -443 -140
598591 -8 14 92 64 103 60 6 -56 1664 16724 -236 -271 5956
599591 -73 29 113 69 81 55 43 -2508 340 20148 383 -692 -356
600591 -82 -87 91 64 69 51 42 408 -828 16652 396 -428 -567
601591 -83 -91 78 60 62 48 42 -564 -652 19944 192 -614 -396
