t encoder_esq(mm) encoder_dir IR1(mm) IR2 IR3 IR4 IR5 Ax(m/s^2) Ay Az Gx(rad/s) Gy Gz
655944591 0 0 3325 3325 1928 3325 1133 -0.354342 -0.414197 10.884041 0.012391 -0.047830 -0.018786
655945591 0 0 3325 3325 1970 3325 1110 -0.390255 -0.359130 10.862493 0.014655 -0.050095 -0.020118
655946591 0 0 3325 3325 1970 3325 1133 -0.344765 -0.399832 10.965444 0.013989 -0.053159 -0.017986
655947591 0 0 3325 3325 1928 3325 1133 -0.383072 -0.378284 10.848127 0.008793 -0.046098 -0.017587
655948591 0 0 3325 3325 1928 3325 1133 -0.411803 -0.347159 10.898406 0.015055 -0.056623 -0.020384
655949591 0 0 3258 3325 1970 3325 1133 -0.375890 -0.299275 10.874464 0.009060 -0.046498 -0.020784
655950591 0 0 3325 3325 1970 3325 1110 -0.411803 -0.368707 10.943895 0.012124 -0.047564 -0.019718
655951591 0 0 3325 3325 1928 3325 1133 -0.368707 -0.371101 10.910377 0.006795 -0.048230 -0.019851
655952591 0 0 3325 3325 1928 3325 1133 -0.366313 -0.313640 10.891223 0.011858 -0.049562 -0.019319
655953591 0 0 3325 3325 1887 3325 1110 -0.383072 -0.330400 10.951078 0.011991 -0.052893 -0.019851
655954591 0 0 3325 3325 1970 3325 1110 -0.332794 -0.351948 10.982203 0.014389 -0.054225 -0.020518
655955591 0 0 3325 3325 1970 3325 1133 -0.397437 -0.320823 10.929530 0.006795 -0.048629 -0.019052
655956591 0 0 3258 3325 2056 3325 1133 -0.316035 -0.332794 10.879252 0.014655 -0.051427 -0.019319
655957591 0 0 3325 3325 1970 3325 1133 -0.409408 -0.304064 10.936713 0.015988 -0.050761 -0.017853
655958591 -2 0 3325 3325 1970 3325 1110 0.490811 -1.039083 10.165780 -0.039436 -0.078074 -0.046764
655959591 84 75 3325 3325 1970 3325 1001 -0.229843 -1.137246 10.240001 0.015455 -0.017453 0.002265
655960591 51 104 3064 3325 1928 3325 1285 -0.057461 -1.144428 10.764331 -0.007594 -0.042900 0.406489
655961591 71 104 1660 3325 1928 3325 1022 -0.677559 -0.287304 9.859323 0.020384 -0.053159 0.005063
655962591 101 105 1491 3325 1847 3325 1341 -0.883460 -0.385466 11.542446 0.004397 -0.055291 -0.015721
655963591 100 106 1625 3325 1808 3325 1770 0.007183 -1.228225 10.965444 0.022383 -0.055025 -0.020384
655964591 98 105 1491 3325 1732 3325 1625 -0.234632 0.526724 11.362881 0.025580 -0.024914 -0.029178
655965591 98 105 1460 3325 1770 3325 1460 -0.040701 -0.378284 10.333374 0.009859 -0.047164 -0.025714
655966591 97 105 1206 3325 1696 3325 1556 -0.622492 -0.435745 11.417948 0.008260 -0.082603 -0.009859
655967591 98 106 1065 3325 1625 3325 1732 0.620098 -1.237802 10.749966 0.024515 -0.055691 -0.026646
655968591 76 105 1001 3325 1524 3325 1625 -0.624887 0.000000 11.736377 -0.031176 -0.043700 0.323485
655969591 49 106 722 3325 1524 3325 1732 -0.117316 0.251391 10.771513 0.006262 -0.059421 0.038904
655970591 92 105 685 3325 1429 3325 1491 0.179565 -0.481235 10.058042 0.000266 -0.068881 0.007594
655971591 97 105 619 3325 1341 3325 1429 -0.749385 -0.134075 11.477803 0.029044 -0.045165 -0.024248
655972591 98 104 572 3325 1206 3325 1285 -1.496376 0.418985 11.087548 0.018386 -0.049029 -0.006928
