t encoder_esq(mm) encoder_dir IR1(mm) IR2 IR3 IR4 IR5 Ax(m/s^2) Ay Az Gx(rad/s) Gy Gz
514 0 0 3325 3394 2056 3394 220 0.000000 -0.275333 0.000000 0.000000 0.000000 -0.021583
771 0 0 3325 3394 2385 3394 223 0.000000 -0.320823 0.000000 0.000000 0.000000 -0.023049
1028 0 0 3325 3394 2238 3394 220 0.000000 -0.306458 0.000000 0.000000 0.000000 -0.023449
1285 0 0 3325 3394 2100 3394 220 0.000000 -0.318429 0.000000 0.000000 0.000000 -0.023582
1542 0 0 3325 3394 2649 3394 220 0.000000 -0.284910 0.000000 0.000000 0.000000 -0.019452
1799 0 0 3325 3394 2191 3394 223 0.000000 -0.277727 0.000000 0.000000 0.000000 -0.023049
2056 0 0 3325 3394 2238 3394 220 0.000000 -0.268151 0.000000 0.000000 0.000000 -0.023582
2313 0 0 3325 3394 2335 3394 220 0.000000 -0.203507 0.000000 0.000000 0.000000 -0.023182
2570 0 0 3325 3394 2385 3394 220 0.000000 -0.253785 0.000000 0.000000 0.000000 -0.024648
2827 0 0 3325 3394 2335 3394 223 0.000000 -0.260968 0.000000 0.000000 0.000000 -0.023848
3084 0 0 3325 3394 2191 3394 223 0.000000 -0.189142 0.000000 0.000000 0.000000 -0.027979
3341 3 0 3325 3394 2649 3394 217 0.000000 0.603339 0.000000 0.000000 0.000000 -0.188256
3598 31 11 3325 3394 1460 3394 202 0.000000 -0.421380 0.000000 0.000000 0.000000 -0.166273
3855 42 37 3325 3394 1556 3394 193 0.000000 -0.620098 0.000000 0.000000 0.000000 0.004796
4112 37 42 3325 3394 1460 3394 193 0.000000 0.035913 0.000000 0.000000 0.000000 0.061020
4369 29 32 3325 3394 1556 3394 193 0.000000 0.960075 0.000000 0.000000 0.000000 -0.021317
4626 20 28 3325 3394 2056 3394 199 0.000000 -0.220267 0.000000 0.000000 0.000000 0.103521
4883 10 24 3325 3394 1847 3394 214 0.000000 -0.603339 0.000000 0.000000 0.000000 0.159211
5140 13 24 3325 3394 1556 3394 229 0.000000 -0.222661 0.000000 0.000000 0.000000 0.035573
5397 25 24 3325 3394 1625 3394 223 0.000000 0.208296 0.000000 0.000000 0.000000 -0.049429
5654 29 28 3325 3394 1696 3394 232 0.000000 -0.483629 0.000000 0.000000 0.000000 -0.027179
5911 28 27 3325 3394 1770 3394 229 0.000000 -0.928950 0.000000 0.000000 0.000000 -0.045565
6168 27 26 3325 3394 1696 3394 229 0.000000 -0.493206 0.000000 0.000000 0.000000 -0.035573
6425 26 26 3325 3394 1556 3394 226 0.000000 0.550666 0.000000 0.000000 0.000000 -0.016387
6682 26 26 3325 3394 1696 3394 226 0.000000 1.268927 0.000000 0.000000 0.000000 -0.026247
6939 26 26 3325 3394 1660 3394 232 0.000000 -0.739808 0.000000 0.000000 0.000000 -0.047830
7196 26 25 3325 3394 1696 3394 226 0.000000 -0.505177 0.000000 0.000000 0.000000 -0.038504
7453 25 26 2145 3394 1556 3394 229 0.000000 -0.158017 0.000000 0.000000 0.000000 -0.009992
7710 27 26 1847 3394 1556 3394 232 0.000000 -0.363919 0.000000 0.000000 0.000000 -0.034640
