t encoder_esq(mm) encoder_dir IR1(mm) IR2 IR3 IR4 IR5 Ax(m/s^2) Ay Az Gx(rad/s) Gy Gz
7036973 0 0 697 981 1206 1399 1625 0.684742 0.241814 10.955867 0.007727 -0.054625 -0.017986
7037073 0 0 709 1001 1206 1429 1625 0.715866 0.186748 10.900800 0.008926 -0.051960 -0.015322
7037173 0 0 722 1001 1206 1399 1625 0.663194 0.203507 10.891223 0.010925 -0.052760 -0.015322
7037273 0 0 709 1001 1206 1399 1625 0.706289 0.287304 11.025299 0.012657 -0.053426 -0.018786
7037373 0 0 709 1001 1232 1399 1625 0.701501 0.210690 10.948684 0.012923 -0.053559 -0.017587
7037473 0 0 709 1001 1232 1399 1625 0.703895 0.229843 10.814609 0.008127 -0.051960 -0.016654
7037573 0 0 709 1001 1232 1399 1625 0.758962 0.241814 10.888829 0.011058 -0.056090 -0.015322
7037673 0 0 709 981 1206 1399 1625 0.708684 0.284910 10.848127 0.013590 -0.055424 -0.016121
7037773 0 0 709 1001 1206 1399 1625 0.708684 0.225055 10.982203 0.013323 -0.050228 -0.015322
7037873 0 0 709 1001 1232 1399 1625 0.756568 0.234632 10.896011 0.007861 -0.053559 -0.013723
7037973 0 0 709 1001 1206 1399 1625 0.713472 0.280122 10.896011 0.010925 -0.052360 -0.018786
7038073 0 0 709 1001 1206 1399 1625 0.749385 0.215478 10.989386 0.009593 -0.052626 -0.017320
7038173 0 0 709 1001 1206 1399 1625 0.720655 0.299275 10.967837 0.014522 -0.054758 -0.015055
7038273 0 0 697 1001 1206 1399 1625 0.701501 0.241814 10.955867 0.008793 -0.050228 -0.018253
7038373 0 0 709 1001 1206 1399 1625 0.612916 0.191536 10.857704 0.010925 -0.053292 -0.016920
7038473 0 0 685 1001 1232 1399 1625 0.768539 0.237026 10.943895 0.013723 -0.055025 -0.016920
7038573 0 0 709 1001 1232 1399 1625 0.694318 0.227449 10.989386 0.013057 -0.054625 -0.016787
7038673 0 0 697 981 1206 1399 1625 0.691924 0.217872 10.972626 0.011724 -0.054625 -0.017986
7038773 0 0 709 1001 1206 1399 1625 0.711078 0.258574 10.948684 0.014789 -0.055158 -0.014123
7038873 0 0 697 981 1206 1399 1625 0.679953 0.299275 10.879252 0.009992 -0.052360 -0.014922
7038973 0 0 709 1001 1206 1399 1625 0.758962 0.251391 10.984597 0.008527 -0.054358 -0.015988
7039073 0 0 709 1001 1206 1399 1625 0.732626 0.241814 10.888829 0.014256 -0.054625 -0.016521
7039173 0 0 709 1001 1232 1399 1625 0.758962 0.208296 10.912771 0.009593 -0.051028 -0.014922
7039273 0 0 709 981 1232 1399 1625 0.723049 0.239420 10.905588 0.015322 -0.057956 -0.015055
7039373 0 0 709 1001 1206 1399 1625 0.694318 0.239420 10.948684 0.013989 -0.053292 -0.017853
7039473 0 0 709 981 1232 1399 1625 0.754174 0.215478 10.977415 0.007727 -0.049962 -0.014789
7039573 0 0 709 1001 1206 1429 1625 0.735020 0.241814 10.996569 0.010792 -0.053426 -0.013989
7039673 0 0 709 1001 1206 1399 1625 0.713472 0.237026 10.850522 0.012124 -0.057689 -0.019718
7039773 0 0 709 981 1206 1399 1625 0.751779 0.253785 10.903194 0.011458 -0.055025 -0.015988
7039873 0 0 709 1001 1206 1399 1625 0.699107 0.258574 10.917560 0.010925 -0.051560 -0.016654
7039973 0 0 709 1001 1232 1399 1625 0.766145 0.201113 10.955867 0.012391 -0.053559 -0.016521
7040073 0 0 709 1001 1232 1399 1625 0.720655 0.248997 10.931925 0.007727 -0.053559 -0.020917
7040173 0 0 709 981 1232 1399 1625 0.675165 0.260968 10.785878 0.015055 -0.056757 -0.014655
7040273 0 0 709 1001 1206 1399 1625 0.689530 0.253785 10.862493 0.014522 -0.054358 -0.017320
7040373 0 0 697 981 1232 1399 1625 0.689530 0.251391 10.898406 0.011058 -0.057289 -0.018119
7040473 0 0 709 981 1206 1429 1625 0.703895 0.248997 10.857704 0.015588 -0.058222 -0.015055
7040573 0 0 697 981 1206 1399 1625 0.723049 0.318429 10.951078 0.007594 -0.050628 -0.015988
7040673 0 0 709 1001 1206 1399 1625 0.754174 0.289698 10.977415 0.011991 -0.050228 -0.018386
7040773 0 0 697 981 1206 1399 1625 0.732626 0.268151 10.929530 0.008926 -0.049162 -0.017054
7040873 0 0 709 1001 1232 1399 1625 0.730232 0.292093 10.893618 0.015322 -0.052893 -0.014655
7040973 0 0 722 1001 1232 1399 1625 0.718261 0.244209 10.886435 0.011591 -0.049562 -0.020384
7041073 0 0 709 981 1232 1399 1625 0.723049 0.270545 10.967837 0.013989 -0.057156 -0.014123
7041173 0 0 709 981 1206 1399 1625 0.735020 0.272939 10.874464 0.016387 -0.055824 -0.017720
7041273 0 0 709 981 1232 1429 1625 0.677559 0.234632 10.896011 0.011991 -0.050361 -0.016121
7041373 0 0 709 1001 1206 1429 1625 0.763750 0.253785 10.905588 0.012524 -0.054092 -0.015188
7041473 0 0 709 981 1206 1399 1625 0.694318 0.253785 10.965444 0.012923 -0.055557 -0.018652
7041573 0 0 709 1001 1206 1399 1625 0.675165 0.205901 10.939107 0.006395 -0.047031 -0.019319
7041673 0 0 709 981 1206 1399 1625 0.727837 0.222661 11.063606 0.011325 -0.053426 -0.020118
7041773 0 0 709 1001 1232 1399 1625 0.720655 0.265756 10.970232 0.007194 -0.050095 -0.016787
7041873 0 0 709 1001 1206 1399 1625 0.703895 0.234632 10.896011 0.016787 -0.054758 -0.017453
7041973 0 0 709 981 1206 1399 1625 0.677559 0.244209 10.872069 0.012790 -0.051028 -0.014655
7042073 0 0 709 981 1206 1429 1625 0.715866 0.227449 10.941502 0.009326 -0.053159 -0.016521
7042173 0 0 697 1001 1206 1399 1625 0.713472 0.282516 10.912771 0.011058 -0.055025 -0.014655
7042273 0 0 697 981 1206 1399 1625 0.720655 0.318429 10.881646 0.009060 -0.053159 -0.014522
7042373 0 0 709 1001 1206 1399 1625 0.689530 0.268151 10.891223 0.013723 -0.055158 -0.018919
7042473 0 0 697 981 1206 1399 1625 0.706289 0.210690 10.795455 0.011325 -0.051161 -0.017853
7042573 0 0 709 1001 1206 1399 1625 0.696713 0.361524 10.917560 0.016920 -0.053559 -0.018786
7042673 0 0 722 1001 1206 1399 1625 0.632069 0.215478 10.943895 0.014256 -0.054358 -0.019185
7042773 0 0 709 1001 1206 1399 1625 0.708684 0.244209 10.991780 0.013590 -0.054225 -0.018919
7042873 0 0 697 1001 1206 1399 1625 0.723049 0.265756 10.845734 0.009193 -0.049029 -0.015988
7042973 0 0 709 981 1206 1429 1625 0.648829 0.256180 10.867281 0.015188 -0.058755 -0.016654
7043073 0 0 709 1001 1206 1399 1625 0.689530 0.239420 10.910377 0.008793 -0.053426 -0.016121
7043173 0 0 709 981 1206 1399 1625 0.713472 0.260968 10.946290 0.016920 -0.056623 -0.016121
7043273 0 0 709 981 1206 1399 1625 0.739808 0.237026 11.008539 0.009859 -0.053559 -0.018919
7043373 0 0 709 981 1206 1399 1625 0.696713 0.210690 10.946290 0.011724 -0.052227 -0.016521
7043473 0 0 709 1001 1232 1399 1625 0.677559 0.220267 10.989386 0.014522 -0.061020 -0.017853
7043573 0 0 697 981 1206 1399 1625 0.711078 0.232238 10.929530 0.017986 -0.056623 -0.018253
7043673 0 0 709 1001 1232 1399 1625 0.648829 0.237026 10.972626 0.009193 -0.051294 -0.014655
