1366815381514 2.900000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815381614 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815381714 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815381814 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815381914 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815382014 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815382114 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815382214 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815382314 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815382414 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815382514 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815382614 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815382714 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815382814 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815382914 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815383014 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815383114 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815383214 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815383314 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815383414 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815383514 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815383614 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815383714 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815383814 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815383914 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815384014 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815384114 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815384214 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815384314 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815384414 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815384514 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815384614 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815384714 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815384814 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815384914 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815385014 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815385114 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815385214 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815385314 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815385414 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815385514 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815385614 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815385714 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815385814 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815385914 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815386014 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815386114 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815386214 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815386314 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815386414 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815386514 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815386614 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815386714 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815386814 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815386914 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815387014 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815387114 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815387214 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815387314 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815387414 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815387514 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815387614 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815387714 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815387814 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815387914 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815388014 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815388114 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815388214 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815388314 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815388414 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815388514 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815388614 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815388714 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815388814 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815388914 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815389014 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815389114 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815389214 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815389314 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815389414 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815389514 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815389614 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815389714 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
1366815389814 0.000000 0.195946 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000
