t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz
7036973 0 0 77 59 49 42 35 1144 404 18304 58 -410 -135
7037073 0 0 76 58 49 41 35 1196 312 18212 67 -390 -115
7037173 0 0 75 58 49 42 35 1108 340 18196 82 -396 -115
7037273 0 0 76 58 49 42 35 1180 480 18420 95 -401 -141
7037373 0 0 76 58 48 42 35 1172 352 18292 97 -402 -132
7037473 0 0 76 58 48 42 35 1176 384 18068 61 -390 -125
7037573 0 0 76 58 48 42 35 1268 404 18192 83 -421 -115
7037673 0 0 76 59 49 42 35 1184 476 18124 102 -416 -121
7037773 0 0 76 58 49 42 35 1184 376 18348 100 -377 -115
7037873 0 0 76 58 48 42 35 1264 392 18204 59 -402 -103
7037973 0 0 76 58 49 42 35 1192 468 18204 82 -393 -141
7038073 0 0 76 58 49 42 35 1252 360 18360 72 -395 -130
7038173 0 0 76 58 49 42 35 1204 500 18324 109 -411 -113
7038273 0 0 77 58 49 42 35 1172 404 18304 66 -377 -137
7038373 0 0 76 58 49 42 35 1024 320 18140 82 -400 -127
7038473 0 0 78 58 48 42 35 1284 396 18284 103 -413 -127
7038573 0 0 76 58 48 42 35 1160 380 18360 98 -410 -126
7038673 0 0 77 59 49 42 35 1156 364 18332 88 -410 -135
7038773 0 0 76 58 49 42 35 1188 432 18292 111 -414 -106
7038873 0 0 77 59 49 42 35 1136 500 18176 75 -393 -112
7038973 0 0 76 58 49 42 35 1268 420 18352 64 -408 -120
7039073 0 0 76 58 49 42 35 1224 404 18192 107 -410 -124
7039173 0 0 76 58 48 42 35 1268 348 18232 72 -383 -112
7039273 0 0 76 59 48 42 35 1208 400 18220 115 -435 -113
7039373 0 0 76 58 49 42 35 1160 400 18292 105 -400 -134
7039473 0 0 76 59 48 42 35 1260 360 18340 58 -375 -111
7039573 0 0 76 58 49 41 35 1228 404 18372 81 -401 -105
7039673 0 0 76 58 49 42 35 1192 396 18128 91 -433 -148
7039773 0 0 76 59 49 42 35 1256 424 18216 86 -413 -120
7039873 0 0 76 58 49 42 35 1168 432 18240 82 -387 -125
7039973 0 0 76 58 48 42 35 1280 336 18304 93 -402 -124
7040073 0 0 76 58 48 42 35 1204 416 18264 58 -402 -157
7040173 0 0 76 59 48 42 35 1128 436 18020 113 -426 -110
7040273 0 0 76 58 49 42 35 1152 424 18148 109 -408 -130
7040373 0 0 77 59 48 42 35 1152 420 18208 83 -430 -136
7040473 0 0 76 59 49 41 35 1176 416 18140 117 -437 -113
7040573 0 0 77 59 49 42 35 1208 532 18296 57 -380 -120
7040673 0 0 76 58 49 42 35 1260 484 18340 90 -377 -138
7040773 0 0 77 59 49 42 35 1224 448 18260 67 -369 -128
7040873 0 0 76 58 48 42 35 1220 488 18200 115 -397 -110
7040973 0 0 75 58 48 42 35 1200 408 18188 87 -372 -153
7041073 0 0 76 59 48 42 35 1208 452 18324 105 -429 -106
