t encoder_esq(mm) encoder_dir IR1(mm) IR2 IR3 IR4 IR5 Ax(m/s^2) Ay Az Gx(rad/s) Gy Gz
4959113 0 0 1491 3325 2012 382 257 0.000000 -0.280122 0.000000 0.000000 0.000000 -0.021450
4959884 0 0 1429 3192 1928 373 252 0.000000 -0.296881 0.000000 0.000000 0.000000 -0.024914
4960141 0 0 1491 3325 2056 379 260 0.000000 -0.320823 0.000000 0.000000 0.000000 -0.019319
4960912 0 0 1556 3325 2056 379 254 0.000000 -0.294487 0.000000 0.000000 0.000000 -0.019319
4961940 0 0 1524 3325 2056 379 254 0.000000 -0.308852 0.000000 0.000000 0.000000 -0.017986
4962197 0 0 1491 3325 2056 379 252 0.000000 -0.306458 0.000000 0.000000 0.000000 -0.024248
4963225 0 0 1556 3325 2100 379 260 0.000000 -0.277727 0.000000 0.000000 0.000000 -0.026646
4963482 0 0 1556 3325 2145 379 257 0.000000 -0.323217 0.000000 0.000000 0.000000 -0.024115
4964253 0 0 1491 3325 2100 379 257 0.000000 -0.239420 0.000000 0.000000 0.000000 -0.019052
4964510 0 0 1556 3325 2012 382 260 0.000000 -0.124498 0.000000 0.000000 0.000000 -0.023848
4965281 71 39 1770 3325 2145 370 268 0.000000 -0.754174 0.000000 0.000000 0.000000 -0.120708
4965538 103 93 1556 3325 2191 361 274 0.000000 -1.048660 0.000000 0.000000 0.000000 0.024248
4966309 57 57 1660 3325 2145 364 274 0.000000 -1.065420 0.000000 0.000000 0.000000 -0.023715
4966566 39 43 1590 3325 2100 364 274 0.000000 -0.021548 0.000000 0.000000 0.000000 0.007461
4968879 21 36 1625 3325 1970 386 268 0.000000 -1.956063 0.000000 0.000000 0.000000 0.021450
4969907 35 75 1732 3325 1696 485 252 0.000000 -0.320823 0.000000 0.000000 0.000000 0.128302
4970935 25 53 1732 3325 1847 673 257 0.000000 -0.557849 0.000000 0.000000 0.000000 0.092063
4971963 25 61 1556 3325 3127 564 290 0.000000 -1.398214 0.000000 0.000000 0.000000 0.106718
4972220 28 61 1847 3127 1399 1065 300 0.000000 -0.689530 0.000000 0.000000 0.000000 0.045832
4972991 28 57 1887 1341 1847 1625 331 0.000000 -0.478840 0.000000 0.000000 0.000000 0.083536
4974276 35 61 1970 3127 3325 2012 428 0.000000 -1.173159 0.000000 0.000000 0.000000 0.054092
4974533 39 61 1970 3192 3325 1770 452 0.000000 -0.320823 0.000000 0.000000 0.000000 0.030910
4975304 64 64 1808 3325 3258 1491 511 0.000000 -0.062249 0.000000 0.000000 0.000000 -0.004397
4975561 57 64 1887 3192 3192 1258 532 0.000000 -0.272939 0.000000 0.000000 0.000000 0.003331
4976332 57 61 1847 3258 3325 1181 640 0.000000 -0.718261 0.000000 0.000000 0.000000 -0.026913
4977360 53 53 2012 2436 3325 762 735 0.000000 -0.086191 0.000000 0.000000 0.000000 -0.016121
4977617 46 43 1887 2436 3325 685 749 0.000000 -0.438139 0.000000 0.000000 0.000000 -0.031842
4978388 71 75 1732 2056 3258 697 838 0.000000 0.198719 0.000000 0.000000 0.000000 0.001332
4978645 64 68 1732 1928 3325 1590 871 0.000000 -0.967257 0.000000 0.000000 0.000000 0.001599
4979416 49 50 1847 1887 3325 1524 981 0.000000 0.179565 0.000000 0.000000 0.000000 -0.025714
4979673 60 57 1808 1887 3325 1491 981 0.000000 -0.502782 0.000000 0.000000 0.000000 -0.027579
4980444 60 57 1847 1258 3325 1429 1087 0.000000 0.237026 0.000000 0.000000 0.000000 -0.013456
4981472 49 50 1590 1491 3325 1341 1181 0.000000 -0.658405 0.000000 0.000000 0.000000 -0.033308
4981729 60 61 1770 1232 3325 1341 1232 0.000000 0.713472 0.000000 0.000000 0.000000 -0.011191
4982757 57 53 1696 1065 3258 1206 1285 0.000000 -0.009577 0.000000 0.000000 0.000000 -0.018652
4983014 49 50 1660 1001 3258 1206 1258 0.000000 -0.442927 0.000000 0.000000 0.000000 -0.026113
4983785 60 61 1590 981 3325 1157 1312 0.000000 0.265756 0.000000 0.000000 0.000000 -0.034907
4984813 53 57 1590 962 3325 1232 1491 0.000000 -0.093374 0.000000 0.000000 0.000000 -0.014522
4985070 57 57 1429 906 3325 1808 1460 0.000000 -0.318429 0.000000 0.000000 0.000000 -0.026513
4985841 57 57 1491 806 3192 650 1285 0.000000 -0.213084 0.000000 0.000000 0.000000 -0.028778
4986098 64 57 1429 749 3001 640 1369 0.000000 -0.079009 0.000000 0.000000 0.000000 -0.040636
4987126 71 71 1232 673 2100 581 3258 0.000000 -0.071826 0.000000 0.000000 0.000000 -0.013057
4987383 64 68 1312 673 2145 581 3325 0.000000 0.177171 0.000000 0.000000 0.000000 0.005862
4988154 49 57 1258 590 1732 518 3325 0.000000 -0.342371 0.000000 0.000000 0.000000 0.000933
4988411 53 50 1232 590 1460 497 3258 0.000000 0.222661 0.000000 0.000000 0.000000 -0.025580
4989182 60 53 1133 540 1341 462 3258 0.000000 -0.450110 0.000000 0.000000 0.000000 -0.032109
4990210 53 57 1087 518 854 403 1696 0.000000 -0.213084 0.000000 0.000000 0.000000 -0.010925
4990467 60 57 1110 497 854 403 735 0.000000 0.136469 0.000000 0.000000 0.000000 -0.010925
