t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz
656109591 0 0 11 1 25 1 50 -608 -552 18128 90 -381 -134
656110591 0 0 11 1 26 1 51 -656 -620 18056 108 -377 -141
656111591 0 0 11 1 25 1 50 -560 -620 18176 81 -365 -138
656112591 0 0 7 1 26 1 52 -548 -740 18180 69 -385 -145
656113591 0 0 5 1 25 1 51 -696 -664 18224 73 -371 -136
656114591 0 0 9 1 27 1 49 -632 -632 18308 103 -392 -152
656115591 0 0 3 1 27 1 50 -640 -684 18132 71 -374 -144
656116591 0 0 11 1 26 1 52 -632 -576 18224 76 -386 -153
656117591 0 0 11 1 26 1 50 -616 -620 18308 101 -374 -146
656118591 0 9 20 1 27 1 46 -740 -336 18764 -151 -588 3051
656119591 4 87 55 1 26 1 39 -72 -688 17628 97 -542 3834
656120591 43 90 66 1 27 1 17 692 -1188 18416 -8 -247 -89
656121591 92 90 77 1 26 1 26 -1388 -1524 17808 90 -498 -220
656122591 92 91 81 1 29 1 26 -248 56 18508 62 -119 -46
656123591 93 91 86 1 30 1 45 -1808 -1140 18436 172 -397 -20
656124591 92 92 97 1 31 1 35 -1348 -1728 19108 207 -553 -240
656125591 93 92 102 1 33 1 26 -1040 -820 17984 143 -236 -134
656126591 93 92 111 1 33 1 32 -1436 296 18272 -82 -802 -140
656127591 93 92 120 1 33 1 30 -1040 -1468 18332 14 -472 -278
656128591 93 92 132 1 33 1 34 -1036 -508 19036 56 -587 -113
656129591 92 91 145 1 38 1 33 -2020 -280 18524 172 -194 -99
656130591 89 92 156 1 45 1 37 -1076 -420 18844 83 -566 161
656131591 89 86 176 1 48 1 40 364 -1728 17288 118 -672 -2333
656132591 92 46 177 1 48 1 37 -836 -768 17868 346 -258 -1129
656133591 89 83 187 1 51 1 41 140 -340 17424 73 -211 113
656134591 94 87 196 1 58 1 46 -1296 224 18468 81 -372 -2283
656135591 89 43 192 1 64 1 44 -524 -2164 18384 77 -298 -2351
656136591 88 38 181 1 74 1 38 -480 348 17944 134 -297 -2388
656137591 87 39 154 1 82 1 46 -680 1128 18036 13 -130 -2298
656138591 86 38 113 1 90 1 26 -1472 -128 18320 201 -119 -2368
656139591 86 34 109 1 93 1 31 -908 -520 17316 579 -259 -4513
656140591 65 -43 131 1 64 1 32 -104 -504 18080 281 -307 -6425
656141591 72 -22 141 1 43 1 20 -1836 -112 18628 -61 -546 -2426
656142591 82 65 152 1 35 1 3 -464 540 18312 183 -472 5
656143591 84 56 154 1 46 1 1 376 -1708 17916 136 -422 -2169
656144591 83 73 161 1 45 1 11 -1172 804 18932 254 -189 -47
656145591 84 46 159 1 28 1 14 -536 136 17176 115 -380 -1978
656146591 84 38 146 1 32 1 9 -132 344 18532 22 -619 -2381
656147591 84 32 119 1 32 1 1 0 -1404 18280 -27 -357 -2666
656148591 85 28 86 1 60 1 8 -2100 540 18628 142 -383 -2653
656149591 85 31 65 1 47 1 11 -44 -748 17464 142 -343 -2460
656150591 86 63 60 1 54 1 22 -564 -616 18056 -216 -440 -52
656151591 89 90 85 1 62 1 21 36 -1088 18460 137 -72 97
656152591 75 77 90 1 71 1 18 488 1100 19524 -145 -427 -171
656153591 1 1 87 1 69 1 17 -576 -384 18260 123 -390 -144
656154591 0 0 89 1 68 1 19 -560 -328 18160 104 -351 -143
656155591 0 0 90 1 69 1 17 -548 -288 18204 66 -379 -134
656156591 0 0 89 1 69 1 17 -628 -212 18104 46 -341 -128
656157591 0 1 87 1 69 1 19 -480 -272 18200 56 -375 -154
656158591 0 0 86 1 69 1 19 -592 -360 18252 102 -395 -125
656159591 0 0 90 1 69 1 20 -668 -292 18132 98 -380 -152
656160591 0 0 94 1 69 1 17 -520 -408 18128 90 -400 -149
656161591 0 0 92 1 70 1 17 -508 -284 18200 101 -384 -148
656162591 0 0 90 1 69 1 19 -536 -332 18276 79 -354 -140
656163591 0 0 94 1 70 1 21 -548 -300 18288 120 -393 -134
656164591 0 0 89 1 70 1 18 -584 -244 18132 49 -378 -138
656165591 0 0 89 1 70 1 19 -516 -152 18220 109 -411 -145
656166591 0 0 89 1 69 1 16 -592 -260 18292 90 -377 -143
656167591 0 0 88 1 68 1 19 -592 -244 18268 119 -408 -141
656168591 0 0 87 1 69 1 19 -528 -216 18256 94 -385 -142
656169591 0 0 88 1 68 1 17 -616 -304 18212 111 -406 -146
656170591 0 0 90 1 69 1 18 -584 -332 18240 84 -378 -126
656171591 0 0 87 1 68 1 18 -560 -312 18204 73 -358 -123
