t encoder_esq(mm) encoder_dir IR1(mm) IR2 IR3 IR4 IR5 Ax(m/s^2) Ay Az Gx(rad/s) Gy Gz
656109591 0 0 2705 3325 2012 3325 1181 -0.363919 -0.330400 10.850522 0.011991 -0.050761 -0.017853
656110591 0 0 2705 3325 1970 3325 1157 -0.392649 -0.371101 10.807426 0.014389 -0.050228 -0.018786
656111591 0 0 2705 3325 2012 3325 1181 -0.335188 -0.371101 10.879252 0.010792 -0.048629 -0.018386
656112591 0 0 2940 3325 1970 3325 1133 -0.328006 -0.442927 10.881646 0.009193 -0.051294 -0.019319
656113591 0 0 3064 3325 2012 3325 1157 -0.416591 -0.397437 10.907983 0.009726 -0.049429 -0.018119
656114591 0 0 2820 3325 1928 3325 1206 -0.378284 -0.378284 10.958261 0.013723 -0.052227 -0.020251
656115591 0 0 3192 3325 1928 3325 1181 -0.383072 -0.409408 10.852916 0.009459 -0.049828 -0.019185
656116591 0 0 2705 3325 1970 3325 1133 -0.378284 -0.344765 10.907983 0.010126 -0.051427 -0.020384
656117591 0 0 2705 3325 1970 3325 1181 -0.368707 -0.371101 10.958261 0.013456 -0.049828 -0.019452
656118591 0 10 2238 3325 1928 3325 1285 -0.442927 -0.201113 11.231200 -0.020118 -0.078340 0.406489
656119591 4 100 1065 3325 1970 3325 1491 -0.043096 -0.411803 10.551247 0.012923 -0.072211 0.510809
656120591 47 104 854 3325 1928 3325 2385 0.414197 -0.711078 11.022904 -0.001066 -0.032908 -0.011858
656121591 101 104 697 3325 1970 3325 1970 -0.830788 -0.912191 10.658986 0.011991 -0.066349 -0.029311
656122591 101 105 650 3325 1847 3325 1970 -0.148441 0.033519 11.077971 0.008260 -0.015855 -0.006129
656123591 102 105 600 3325 1808 3325 1312 -1.082179 -0.682347 11.034876 0.022916 -0.052893 -0.002665
656124591 101 106 511 3325 1770 3325 1625 -0.806846 -1.034295 11.437101 0.027579 -0.073677 -0.031975
656125591 102 106 479 3325 1696 3325 1970 -0.622492 -0.490811 10.764331 0.019052 -0.031443 -0.017853
656126591 102 106 432 3325 1696 3325 1732 -0.859518 0.177171 10.936713 -0.010925 -0.106851 -0.018652
656127591 102 106 396 3325 1696 3325 1808 -0.622492 -0.878672 10.972626 0.001865 -0.062885 -0.037038
656128591 102 106 358 3325 1696 3325 1660 -0.620098 -0.304064 11.394006 0.007461 -0.078207 -0.015055
656129591 101 105 323 3325 1524 3325 1696 -1.209072 -0.167594 11.087548 0.022916 -0.025847 -0.013190
656130591 98 106 295 3325 1312 3325 1556 -0.644040 -0.251391 11.279084 0.011058 -0.075409 0.021450
656131591 98 99 240 3325 1232 3325 1460 0.217872 -1.034295 10.347739 0.015721 -0.089531 -0.310828
656132591 101 53 237 3325 1232 3325 1556 -0.500388 -0.459687 10.694899 0.046098 -0.034374 -0.150418
656133591 98 96 208 3325 1157 3325 1429 0.083797 -0.203507 10.429142 0.009726 -0.028112 0.015055
656134591 103 100 182 3325 1001 3325 1285 -0.775721 0.134075 11.054029 0.010792 -0.049562 -0.304167
656135591 98 50 193 3325 888 3325 1341 -0.313640 -1.295263 11.003751 0.010259 -0.039703 -0.313227
656136591 97 44 226 3325 735 3325 1524 -0.287304 0.208296 10.740389 0.017853 -0.039570 -0.318156
656137591 96 45 300 3325 640 3325 1285 -0.407014 0.675165 10.795455 0.001732 -0.017320 -0.306165
656138591 95 44 424 3325 564 3325 1970 -0.881066 -0.076614 10.965444 0.026779 -0.015855 -0.315492
656139591 95 39 442 3325 540 3325 1770 -0.543484 -0.311246 10.364499 0.077141 -0.034507 -0.601273
656140591 71 -50 361 3325 888 3325 1732 -0.062249 -0.301669 10.821792 0.037438 -0.040902 -0.856011
656141591 79 -25 333 3325 1369 3325 2238 -1.098939 -0.067038 11.149797 -0.008127 -0.072744 -0.323219
656142591 90 75 305 3325 1625 3325 3192 -0.277727 0.323217 10.960655 0.024381 -0.062885 0.000666
656143591 92 65 300 3325 1285 3325 3325 0.225055 -1.022324 10.723629 0.018119 -0.056224 -0.288979
656144591 91 84 282 3325 1312 3325 2705 -0.701501 0.481235 11.331757 0.033841 -0.025181 -0.006262
656145591 92 53 287 3325 1887 3325 2541 -0.320823 0.081403 10.280702 0.015322 -0.050628 -0.263531
656146591 92 44 320 3325 1732 3325 2820 -0.079009 0.205901 11.092337 0.002931 -0.082470 -0.317224
656147591 92 37 400 3325 1732 3325 3325 0.000000 -0.840365 10.941502 -0.003597 -0.047564 -0.355194
656148591 93 32 600 3325 962 3325 2880 -1.256956 0.323217 11.149797 0.018919 -0.051028 -0.353462
656149591 93 36 871 3325 1258 3325 2705 -0.026336 -0.447716 10.453084 0.018919 -0.045698 -0.327749
656150591 95 73 962 3325 1087 3325 2145 -0.337582 -0.368707 10.807426 -0.028778 -0.058622 -0.006928
656151591 98 104 609 3325 924 3325 2191 0.021548 -0.651223 11.049241 0.018253 -0.009593 0.012923
656152591 82 89 564 3325 777 3325 2335 0.292093 0.658405 11.686098 -0.019319 -0.056890 -0.022783
656153591 1 1 590 3325 806 3325 2385 -0.344765 -0.229843 10.929530 0.016387 -0.051960 -0.019185
656154591 0 0 572 3325 822 3325 2286 -0.335188 -0.196325 10.869676 0.013856 -0.046764 -0.019052
656155591 0 0 564 3325 806 3325 2385 -0.328006 -0.172383 10.896011 0.008793 -0.050495 -0.017853
656156591 0 0 572 3325 806 3325 2385 -0.375890 -0.126893 10.836157 0.006129 -0.045432 -0.017054
656157591 0 1 590 3325 806 3325 2286 -0.287304 -0.162806 10.893618 0.007461 -0.049962 -0.020518
656158591 0 0 600 3325 806 3325 2286 -0.354342 -0.215478 10.924742 0.013590 -0.052626 -0.016654
656159591 0 0 564 3325 806 3325 2238 -0.399832 -0.174777 10.852916 0.013057 -0.050628 -0.020251
656160591 0 0 532 3325 806 3325 2385 -0.311246 -0.244209 10.850522 0.011991 -0.053292 -0.019851
656161591 0 0 548 3325 791 3325 2385 -0.304064 -0.169988 10.893618 0.013456 -0.051161 -0.019718
656162591 0 0 564 3325 806 3325 2286 -0.320823 -0.198719 10.939107 0.010525 -0.047164 -0.018652
656163591 0 0 532 3325 791 3325 2191 -0.328006 -0.179565 10.946290 0.015988 -0.052360 -0.017853
656164591 0 0 572 3325 791 3325 2335 -0.349553 -0.146046 10.852916 0.006528 -0.050361 -0.018386
656165591 0 0 572 3325 791 3325 2286 -0.308852 -0.090980 10.905588 0.014522 -0.054758 -0.019319
656166591 0 0 572 3325 806 3325 2436 -0.354342 -0.155623 10.948684 0.011991 -0.050228 -0.019052
656167591 0 0 581 3325 822 3325 2286 -0.354342 -0.146046 10.934319 0.015855 -0.054358 -0.018786
656168591 0 0 590 3325 806 3325 2286 -0.316035 -0.129287 10.927136 0.012524 -0.051294 -0.018919
656169591 0 0 581 3325 822 3325 2385 -0.368707 -0.181959 10.900800 0.014789 -0.054092 -0.019452
656170591 0 0 564 3325 806 3325 2335 -0.349553 -0.198719 10.917560 0.011191 -0.050361 -0.016787
656171591 0 0 590 3325 822 3325 2335 -0.335188 -0.186748 10.896011 0.009726 -0.047697 -0.016387
656172591 0 0 600 3325 806 3325 2286 -0.349553 -0.215478 10.917560 0.015988 -0.051560 -0.017054
656173591 0 0 572 3325 791 3325 2238 -0.371101 -0.174777 10.874464 0.009593 -0.049429 -0.020384
656174591 0 0 572 3325 806 3325 2385 -0.361524 -0.169988 10.879252 0.010925 -0.047963 -0.019452
656175591 0 0 548 3325 822 3325 2238 -0.347159 -0.189142 10.869676 0.010126 -0.050095 -0.020251
656176591 0 0 600 3325 806 3325 2238 -0.354342 -0.136469 10.912771 0.011991 -0.050361 -0.021450
656177591 0 0 548 3325 822 3325 2385 -0.318429 -0.153229 10.860099 0.013989 -0.055025 -0.021051
656178591 0 0 581 3325 806 3325 2335 -0.330400 -0.239420 10.840945 0.011325 -0.052760 -0.019319
656179591 0 0 540 3325 822 3325 2385 -0.304064 -0.186748 10.924742 0.015322 -0.054891 -0.021051
656180591 0 0 564 3325 806 3325 2286 -0.387861 -0.169988 10.912771 0.013323 -0.053426 -0.020917
656181591 0 0 572 3325 806 3325 2286 -0.344765 -0.177171 10.817003 0.011724 -0.051028 -0.017453
656182591 0 0 564 3325 806 3325 2286 -0.344765 -0.177171 10.843339 0.013989 -0.048230 -0.017986
656183591 0 0 572 3325 806 3325 2385 -0.373495 -0.148441 10.838551 0.009726 -0.048629 -0.018652
656184591 0 0 548 3325 806 3325 2286 -0.354342 -0.184354 10.896011 0.008793 -0.046631 -0.016521
656185591 0 0 581 3325 822 3325 2385 -0.325611 -0.174777 10.972626 0.007328 -0.047697 -0.017187
656186591 0 0 581 3325 806 3325 2286 -0.332794 -0.146046 10.953472 0.014522 -0.049562 -0.018119
656187591 0 0 564 3325 806 3325 2286 -0.308852 -0.184354 10.891223 0.014655 -0.050894 -0.018519
656188591 0 0 572 3325 806 3325 2385 -0.296881 -0.150835 10.833762 0.007727 -0.049296 -0.019319
656189591 0 0 564 3325 806 3325 2238 -0.330400 -0.146046 10.872069 0.007328 -0.047830 -0.019452
656190591 0 0 590 3325 806 3325 2385 -0.383072 -0.138864 10.836157 0.008793 -0.050628 -0.018253
656191591 0 0 590 3325 822 3325 2238 -0.325611 -0.143652 10.907983 0.006395 -0.053559 -0.019985
656192591 0 0 564 3325 806 3325 2286 -0.330400 -0.174777 10.910377 0.009193 -0.049562 -0.017187
656193591 0 0 600 3325 806 3325 2286 -0.330400 -0.198719 10.998962 0.007194 -0.051427 -0.019452
656194591 0 0 564 3325 806 3325 2385 -0.289698 -0.181959 10.967837 0.014655 -0.050495 -0.016787
