t encoder_esq(mm) encoder_dir IR1(mm) IR2 IR3 IR4 IR5 Ax(m/s^2) Ay Az Gx(rad/s) Gy Gz
159116 30 21 254 3192 572 1133 1524 0.000000 -0.675165 0.000000 0.000000 0.000000 -0.023049
159116 30 21 254 3192 572 1133 1524 0.000000 -0.675165 0.000000 0.000000 0.000000 -0.023049
159116 30 21 254 3192 572 1133 1524 0.000000 -0.675165 0.000000 0.000000 0.000000 -0.023049
184816 0 0 237 3258 600 1133 1556 0.000000 -0.098162 0.000000 0.000000 0.000000 -0.021583
185587 0 0 246 3325 600 1133 1625 0.000000 -0.081403 0.000000 0.000000 0.000000 -0.022649
185587 0 0 246 3325 600 1133 1625 0.000000 -0.081403 0.000000 0.000000 0.000000 -0.022649
185587 0 0 246 3325 600 1133 1625 0.000000 -0.081403 0.000000 0.000000 0.000000 -0.022649
185587 0 0 246 3325 600 1133 1625 0.000000 -0.081403 0.000000 0.000000 0.000000 -0.022649
186872 0 0 246 3325 590 1133 1625 0.000000 -0.071826 0.000000 0.000000 0.000000 -0.022649
186872 0 0 246 3325 590 1133 1625 0.000000 -0.071826 0.000000 0.000000 0.000000 -0.022649
186872 0 0 246 3325 590 1133 1625 0.000000 -0.071826 0.000000 0.000000 0.000000 -0.022649
186872 0 0 246 3325 590 1133 1625 0.000000 -0.071826 0.000000 0.000000 0.000000 -0.022649
187129 0 0 246 3258 590 1133 1590 0.000000 -0.011971 0.000000 0.000000 0.000000 -0.020384
187900 0 0 268 3325 590 1133 1660 0.000000 -0.095768 0.000000 0.000000 0.000000 -0.017720
187900 0 0 268 3325 590 1133 1660 0.000000 -0.095768 0.000000 0.000000 0.000000 -0.017720
187900 0 0 268 3325 590 1133 1660 0.000000 -0.095768 0.000000 0.000000 0.000000 -0.017720
187900 0 0 268 3325 590 1133 1660 0.000000 -0.095768 0.000000 0.000000 0.000000 -0.017720
188928 0 0 271 3258 581 1133 1590 0.000000 -0.050278 0.000000 0.000000 0.000000 -0.022916
