t encoder_esq(mm) encoder_dir IR1(mm) IR2 IR3 IR4 IR5 Ax(m/s^2) Ay Az Gx(rad/s) Gy Gz
202335591 0 0 1232 3325 1928 3325 2145 0.691924 0.196325 11.046846 0.007194 -0.053426 -0.017720
202336591 0 0 1157 3325 1928 3325 2100 0.634463 0.270545 10.855310 0.003597 -0.054358 -0.017187
202337591 0 0 1206 3325 1928 3325 2056 0.694318 0.217872 10.778696 0.020784 -0.053825 -0.016654
202338591 0 0 1206 3325 1928 3325 2056 0.593762 0.158017 10.898406 0.012790 -0.055824 -0.018652
202339591 0 0 1157 3325 1887 3325 2100 0.660800 0.217872 10.860099 0.009060 -0.049429 -0.019052
202340591 0 0 1369 3325 1970 3325 2145 0.644040 0.201113 10.896011 0.009726 -0.055424 -0.015988
202341591 0 0 1043 3325 1887 3325 2056 0.612916 0.359130 10.896011 0.028511 -0.052493 -0.006662
202342591 0 0 1133 3325 1928 3325 2238 0.648829 0.167594 10.821792 0.006795 -0.049962 -0.017720
202343591 0 0 1133 3325 1970 3325 2145 0.615310 0.244209 10.951078 0.003464 -0.053426 -0.018253
202344591 0 0 1206 3325 1970 3325 2145 0.639252 0.292093 10.955867 0.018919 -0.053559 -0.017986
202345591 0 0 1157 3325 1928 3325 2100 0.627281 0.351948 10.848127 0.015988 -0.056090 -0.015988
202346591 0 0 1133 3325 1970 3325 2100 0.600945 0.203507 10.955867 0.015188 -0.056090 -0.015188
202347591 1 0 1043 3325 1928 3325 2100 0.648829 0.335188 10.869676 -0.004397 -0.052626 -0.017720
202348591 0 0 1087 3325 1928 3325 2145 0.612916 0.292093 10.977415 -0.003198 -0.055957 -0.018786
202349591 0 0 1087 3325 1928 3325 1970 0.627281 0.186748 10.958261 0.017054 -0.053426 -0.018919
202350591 0 0 1157 3325 1928 3325 2056 0.622492 0.210690 10.958261 0.009193 -0.055158 -0.018786
202351591 0 0 1133 3325 1928 3325 2100 0.605733 0.237026 10.977415 0.011858 -0.053559 -0.017986
202352591 0 0 981 3325 1808 3325 2056 0.696713 0.232238 10.924742 0.013723 -0.053292 -0.016654
202353591 0 0 1133 3325 1887 3325 2100 0.624887 0.220267 10.924742 0.007461 -0.051028 -0.018652
202354591 0 0 1087 3325 1928 3325 2191 0.639252 0.220267 10.874464 0.004930 -0.047830 -0.019718
