t encoder_esq(mm) encoder_dir IR1(mm) IR2 IR3 IR4 IR5 Ax(m/s^2) Ay Az Gx(rad/s) Gy Gz
18635995 0 0 274 709 548 3127 1232 0.000000 -0.122104 0.000000 0.000000 0.000000 -0.025047
18635995 0 0 274 709 548 3127 1232 0.000000 -0.122104 0.000000 0.000000 0.000000 -0.025047
18637023 0 0 271 709 548 3001 1460 0.000000 -0.158017 0.000000 0.000000 0.000000 -0.025847
18637023 0 0 271 709 548 3001 1460 0.000000 -0.158017 0.000000 0.000000 0.000000 -0.025847
18637023 0 0 271 709 548 3001 1460 0.000000 -0.158017 0.000000 0.000000 0.000000 -0.025847
18637023 0 0 271 709 548 3001 1460 0.000000 -0.158017 0.000000 0.000000 0.000000 -0.025847
18638051 0 0 268 709 525 3064 1206 0.000000 -0.117316 0.000000 0.000000 0.000000 -0.026913
18638051 0 0 268 709 525 3064 1206 0.000000 -0.117316 0.000000 0.000000 0.000000 -0.026913
18638051 0 0 268 709 525 3064 1206 0.000000 -0.117316 0.000000 0.000000 0.000000 -0.026913
18638051 0 0 268 709 525 3064 1206 0.000000 -0.117316 0.000000 0.000000 0.000000 -0.026913
18638308 0 0 271 709 548 3258 1556 0.000000 -0.083797 0.000000 0.000000 0.000000 -0.021850
18639079 0 0 271 709 548 2238 1312 0.000000 -0.043096 0.000000 0.000000 0.000000 -0.025980
18639079 0 0 271 709 548 2238 1312 0.000000 -0.043096 0.000000 0.000000 0.000000 -0.025980
18639079 0 0 271 709 548 2238 1312 0.000000 -0.043096 0.000000 0.000000 0.000000 -0.025980
18639336 0 0 274 709 540 2880 1341 0.000000 -0.050278 0.000000 0.000000 0.000000 -0.026779
18640107 0 0 276 709 540 3192 1399 0.000000 -0.074220 0.000000 0.000000 0.000000 -0.021450
18640107 0 0 276 709 540 3192 1399 0.000000 -0.074220 0.000000 0.000000 0.000000 -0.021450
18640107 0 0 276 709 540 3192 1399 0.000000 -0.074220 0.000000 0.000000 0.000000 -0.021450
18640107 0 0 276 709 540 3192 1399 0.000000 -0.074220 0.000000 0.000000 0.000000 -0.021450
18641392 0 0 274 709 540 2940 1341 0.000000 -0.119710 0.000000 0.000000 0.000000 -0.028778
18641392 0 0 274 709 540 2940 1341 0.000000 -0.119710 0.000000 0.000000 0.000000 -0.028778
18641392 0 0 274 709 540 2940 1341 0.000000 -0.119710 0.000000 0.000000 0.000000 -0.028778
18641392 0 0 274 709 540 2940 1341 0.000000 -0.119710 0.000000 0.000000 0.000000 -0.028778
18642420 0 0 271 709 540 2594 1491 0.000000 -0.076614 0.000000 0.000000 0.000000 -0.023848
18642420 0 0 271 709 540 2594 1491 0.000000 -0.076614 0.000000 0.000000 0.000000 -0.023848
18642420 0 0 271 709 540 2594 1491 0.000000 -0.076614 0.000000 0.000000 0.000000 -0.023848
18642420 0 0 271 709 540 2594 1491 0.000000 -0.076614 0.000000 0.000000 0.000000 -0.023848
18643448 0 0 274 709 548 3001 1460 0.000000 -0.107739 0.000000 0.000000 0.000000 -0.025580
18643448 0 0 274 709 548 3001 1460 0.000000 -0.107739 0.000000 0.000000 0.000000 -0.025580
18643448 0 0 274 709 548 3001 1460 0.000000 -0.107739 0.000000 0.000000 0.000000 -0.025580
18643448 0 0 274 709 548 3001 1460 0.000000 -0.107739 0.000000 0.000000 0.000000 -0.025580
18644476 0 0 268 709 525 3064 1232 0.000000 -0.095768 0.000000 0.000000 0.000000 -0.023182
18644476 0 0 268 709 525 3064 1232 0.000000 -0.095768 0.000000 0.000000 0.000000 -0.023182
18644476 0 0 268 709 525 3064 1232 0.000000 -0.095768 0.000000 0.000000 0.000000 -0.023182
18644476 0 0 268 709 525 3064 1232 0.000000 -0.095768 0.000000 0.000000 0.000000 -0.023182
18645504 0 0 274 709 548 2488 1460 0.000000 -0.007183 0.000000 0.000000 0.000000 -0.024781
18645504 0 0 274 709 548 2488 1460 0.000000 -0.007183 0.000000 0.000000 0.000000 -0.024781
18645504 0 0 274 709 548 2488 1460 0.000000 -0.007183 0.000000 0.000000 0.000000 -0.024781
18645504 0 0 274 709 548 2488 1460 0.000000 -0.007183 0.000000 0.000000 0.000000 -0.024781
