t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz
197759591 0 0 26 1 202 1 44 -272 -236 18164 104 -410 -142
197760591 0 0 28 1 202 1 44 -392 -228 18288 134 -430 -138
197761591 0 0 28 1 202 1 44 -336 -168 18272 82 -392 -132
197762591 0 0 28 1 202 1 42 -328 -232 18380 100 -402 -123
197763591 0 0 25 1 202 1 44 -308 -128 18140 71 -393 -134
197764591 0 0 23 1 200 1 44 -384 -188 18108 79 -378 -110
197765591 0 0 25 1 202 1 45 -368 -236 18268 66 -367 -152
197766591 0 0 25 1 202 1 45 -256 -192 18392 105 -394 -141
197767591 0 0 23 1 201 1 44 -356 -208 18340 86 -422 -138
197768591 0 0 23 1 201 1 43 -244 -252 18312 118 -407 -127
197769591 0 0 29 1 201 1 44 -284 -228 18252 80 -384 -163
197770591 0 0 29 1 201 1 43 -204 -164 18228 107 -399 -135
197771591 0 0 23 1 203 1 45 -348 -212 18324 69 -376 -140
197772591 0 0 23 1 203 1 42 -348 -224 18200 116 -408 -136
197773591 0 0 23 1 201 1 44 -368 -140 18236 78 -380 -144
197774591 0 0 31 1 201 1 44 -268 -196 18292 111 -416 -132
197775591 0 0 23 1 201 1 44 -380 -220 18132 107 -413 -133
197776591 0 0 29 1 201 1 44 -296 -292 18140 112 -389 -128
197777591 0 0 30 1 201 1 44 -320 -228 18316 82 -370 -144
197778591 0 0 23 1 203 1 42 -284 -124 18244 65 -367 -161
197779591 0 0 23 1 202 1 44 -260 -152 18204 72 -389 -137
197780591 0 0 26 1 201 1 44 -4848 -1924 20440 -915 254 -1239
197781591 -47 -67 19 1 181 1 51 244 -720 16100 170 -215 -780
197782591 -68 -81 1 1 149 1 46 748 -1356 18524 476 -424 -935
197783591 -66 -81 3 1 123 1 55 -752 -664 18040 -86 -431 -748
197784591 -67 -54 3 1 105 1 53 -1624 716 18688 29 -346 -406
197785591 -68 -70 6 1 90 1 52 1448 -2084 16000 -90 -253 1310
197786591 -65 -59 17 1 80 1 49 -180 1336 20784 195 -937 591
197787591 -66 -50 29 1 68 1 48 -1080 -508 18372 95 -245 -472
197788591 -67 -54 35 1 35 1 46 -340 952 18040 -42 -442 -33
197789591 -66 -75 31 1 55 1 42 960 412 17208 290 -400 -648
197790591 -68 -69 31 1 51 1 41 1900 1580 16660 473 -460 1071
197791591 -65 -49 44 1 22 1 38 -1420 792 18688 217 -126 1272
197792591 -43 -42 43 1 23 1 40 -52 1280 18748 -896 -116 -263
197793591 0 -2 40 1 24 1 40 -480 -240 18236 66 -363 -134
197794591 0 -1 40 1 24 1 40 -376 -176 18252 79 -385 -143
197795591 0 0 42 1 24 1 41 -420 -88 18220 119 -423 -143
197796591 0 0 42 1 25 1 39 -424 -176 18268 128 -407 -121
197797591 0 0 41 1 24 1 40 -408 -264 18224 99 -442 -126
