t encoder_esq(mm) encoder_dir IR1(mm) IR2 IR3 IR4 IR5 Ax(m/s^2) Ay Az Gx(rad/s) Gy Gz
131358591 0 0 3325 3325 1625 3325 1341 -0.193930 -0.088585 10.896011 0.010126 -0.050228 -0.019319
131359591 0 0 3325 3325 1625 3325 1341 -0.177171 -0.095768 10.984597 0.011458 -0.055291 -0.019185
131360591 0 0 3325 3325 1696 3325 1341 -0.208296 -0.107739 10.927136 0.013190 -0.052626 -0.017986
131361591 0 0 3325 3325 1660 3325 1341 -0.186748 -0.023942 10.879252 0.011191 -0.052227 -0.015855
131362591 0 0 3325 3325 1696 3325 1341 -0.162806 -0.064643 10.989386 0.018786 -0.053959 -0.021184
131363591 0 0 3325 3325 1625 3325 1399 -0.203507 -0.069432 10.996569 0.014522 -0.053559 -0.020518
131364591 0 0 3325 3325 1660 3325 1369 -0.193930 -0.129287 10.912771 0.015721 -0.050495 -0.021450
131365591 0 0 3325 3325 1696 3325 1369 -0.177171 -0.124498 10.948684 0.011458 -0.052893 -0.019718
131366591 0 0 3325 3325 1660 3325 1341 -0.162806 -0.002394 10.965444 0.009193 -0.051560 -0.018919
131367591 0 0 3325 3325 1696 3325 1369 -0.203507 -0.079009 10.965444 0.016254 -0.055557 -0.017320
131368591 0 0 3325 3325 1696 3325 1341 -0.126893 0.014365 10.998962 0.013989 -0.058222 -0.020251
131369591 0 0 3325 3325 1660 3325 1312 -0.160412 -0.107739 10.905588 0.018786 -0.054492 -0.018652
131370591 0 0 3325 3325 1696 3325 1341 -0.177171 -0.023942 10.929530 0.017187 -0.054625 -0.019052
131371591 0 0 3325 3325 1696 3325 1341 -0.203507 -0.064643 10.845734 0.013456 -0.053825 -0.017587
131372591 0 0 3325 3325 1732 3325 1341 -0.208296 -0.057461 10.903194 0.010658 -0.050095 -0.018519
131373591 0 0 3325 3325 1770 3325 1341 -0.222661 -0.074220 10.941502 0.019185 -0.051427 -0.016920
131374591 0 0 3325 3325 1696 3325 1341 -0.117316 -0.093374 10.951078 0.015055 -0.058622 -0.021450
131375591 0 0 3325 3325 1696 3325 1312 -0.193930 -0.093374 11.018116 0.010126 -0.050628 -0.018119
131376591 0 0 3325 3325 1660 3325 1341 -0.160412 -0.007183 10.919953 0.012790 -0.051427 -0.017453
131377591 0 0 3325 3325 1660 3325 1258 -0.203507 -0.136469 10.972626 0.017320 -0.057289 -0.016654
131378591 0 0 3325 3325 1625 3325 1341 -0.193930 -0.088585 10.915165 0.013323 -0.050761 -0.021051
131379591 0 0 3325 3325 1660 3325 1341 -0.213084 -0.071826 10.876858 0.016787 -0.051827 -0.018119
131380591 0 0 3325 3325 1732 3325 1341 -0.229843 -0.076614 10.946290 0.017587 -0.053825 -0.017187
131381591 0 0 3325 3325 1732 3325 1341 -0.222661 -0.069432 10.975020 0.017453 -0.052493 -0.018253
131382591 0 0 3325 3325 1696 3325 1341 -0.237026 -0.033519 10.850522 0.010392 -0.050361 -0.018519
131383591 0 0 3325 3325 1660 3325 1341 -0.191536 -0.107739 10.900800 0.013323 -0.053559 -0.018386
131384591 0 0 3325 3325 1696 3325 1369 -0.150835 -0.074220 10.941502 0.012657 -0.048629 -0.019718
131385591 0 0 3325 3325 1696 3325 1341 -0.153229 -0.038307 10.896011 0.012391 -0.051028 -0.018519
131386591 0 0 3325 3325 1696 3325 1341 -0.208296 -0.095768 10.922348 0.013590 -0.049962 -0.017986
131387591 0 0 3325 3325 1696 3325 1341 -0.153229 -0.059855 10.948684 0.010525 -0.051028 -0.017853
131388591 0 0 3325 3325 1590 3325 1341 -0.186748 -0.090980 10.898406 0.014256 -0.056623 -0.018919
131389591 0 0 3325 3325 1696 3325 1341 -0.193930 -0.086191 10.943895 0.008926 -0.051028 -0.016920
131390591 0 0 3325 3325 1696 3325 1341 -0.138864 -0.069432 10.960655 0.015988 -0.053692 -0.018253
131391591 0 0 3325 3325 1696 3325 1341 -0.169988 -0.117316 10.982203 0.011191 -0.046498 -0.019185
131392591 9 10 3325 3325 1696 3325 1312 0.814029 -1.290475 10.757148 0.029977 -0.052626 -0.092196
131393591 64 59 3325 3325 1625 3325 1341 1.154005 0.474052 10.620679 0.127769 -0.042900 -0.066482
131394591 0 0 3325 3325 1625 3325 1429 -0.143652 -0.088585 11.027693 0.011591 -0.049162 -0.021317
131395591 0 0 3325 3325 1696 3325 1399 -0.129287 -0.071826 10.900800 0.017054 -0.050894 -0.021317
