t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz
274407385 0 0 1 1 26 1 118 -700 -280 18056 101 -372 -145
274408385 0 0 1 1 25 1 117 -716 -360 18268 99 -386 -154
274409385 0 0 1 1 26 1 118 -752 -276 18220 52 -330 -163
274410385 0 0 1 1 26 1 119 -696 -380 18176 97 -342 -133
274411385 0 0 1 1 24 1 120 -604 -348 18108 84 -346 -153
274412385 0 0 1 1 25 1 118 -708 -336 18168 75 -348 -163
274413385 0 0 1 1 24 1 117 -588 -296 17976 103 -370 -146
274414385 0 0 1 1 23 1 118 -652 -288 18168 89 -372 -147
274415385 0 0 1 1 24 1 118 -732 -304 18196 101 -366 -155
274416385 0 0 1 1 25 1 118 -648 -368 18160 92 -364 -154
274417385 0 0 1 1 24 1 120 -672 -312 18164 125 -385 -137
274418385 0 0 1 1 24 1 117 -716 -440 18152 115 -355 -146
274419385 0 0 1 1 24 1 118 -644 -284 18036 72 -381 -163
274420385 0 0 1 1 24 1 118 -664 -368 18156 58 -339 -159
274421385 0 0 1 1 25 1 119 -624 -292 18184 102 -401 -159
274422385 0 0 1 1 24 1 118 -660 -352 18164 92 -374 -168
274423385 0 0 1 1 26 1 118 -668 -380 18212 114 -368 -153
274424385 0 0 1 1 24 1 119 -628 -340 18044 139 -378 -156
274425385 0 0 1 1 25 1 119 -684 -252 18032 108 -401 -167
274426385 0 0 1 1 24 1 120 -688 -440 18188 90 -371 -157
274427385 0 0 1 1 24 1 120 -608 -268 18212 160 -386 -175
274428385 0 0 1 1 24 1 118 -644 -424 18140 98 -371 -162
274429385 0 0 1 1 25 1 120 -624 -364 18140 118 -394 -147
274430385 0 0 1 1 23 1 118 -688 -364 18152 142 -387 -154
274431385 0 0 1 1 24 1 119 -688 -348 18236 142 -408 -133
274432385 0 0 1 1 26 1 119 -656 -364 18104 116 -385 -166
274433385 0 0 1 1 24 1 119 -720 -300 18160 87 -385 -165
274434385 0 0 1 1 24 1 119 -568 -312 18168 123 -395 -143
274435385 0 0 1 1 25 1 118 -612 -348 18184 141 -414 -148
274436385 0 0 1 1 24 1 118 -668 -392 18320 96 -375 -149
274437385 0 0 1 1 24 1 118 -692 -312 18164 97 -386 -164
274438385 0 0 1 1 27 1 120 -740 -412 18108 85 -335 -156
274439385 0 0 1 1 24 1 118 -596 -296 18196 71 -372 -155
274440385 -8 0 1 1 26 1 119 140 -592 18076 143 -380 -82
274441385 5 0 1 1 26 1 121 832 1816 18680 72 -583 -984
274442385 36 20 1 1 22 1 124 112 -36 19260 -38 -373 -828
274443385 40 35 1 1 29 1 127 -1884 -132 19832 77 -221 -336
274444385 36 35 1 1 30 1 128 756 -1196 17932 122 -360 -78
274445385 30 30 1 1 28 1 128 -1068 424 18572 132 -256 21
274446385 25 28 1 1 26 1 128 -1148 144 17896 307 -279 157
274447385 21 24 1 1 20 1 127 -672 -408 19808 85 -380 190
274448385 23 25 1 1 26 1 128 112 -1580 18300 84 -430 147
274449385 24 24 1 1 29 1 125 -848 -44 18888 189 -591 -203
274450385 9 14 1 1 28 1 125 -1440 1112 17672 106 -329 11
274451385 1 2 1 1 30 1 126 -504 -424 18140 16 -398 -137
