t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz
328969591 0 0 26 1 26 1 43 -576 -596 18212 75 -355 -132
328970591 0 0 23 1 26 1 42 -556 -564 18300 67 -354 -133
328971591 0 0 26 1 24 1 45 -660 -564 18196 75 -362 -162
328972591 0 0 23 1 26 1 44 -676 -572 18152 88 -394 -125
328973591 0 0 28 1 26 1 44 -620 -628 18376 102 -445 -143
328974591 0 0 27 1 26 1 43 -652 -636 18280 92 -370 -146
328975591 0 0 35 1 26 1 44 -688 -612 18188 86 -400 -121
328976591 0 0 31 1 26 1 45 -728 -716 18124 90 -392 -136
328977591 0 0 31 1 26 1 44 -672 -604 18368 120 -395 -138
328978591 0 0 31 1 27 1 45 -528 -524 18108 102 -374 -132
328979591 0 0 28 1 26 1 45 -660 -592 18144 42 -347 -158
328980591 0 0 28 1 27 1 44 -656 -604 18124 130 -421 -140
328981591 0 0 28 1 26 1 45 -484 -592 18324 87 -380 -144
328982591 0 0 25 1 27 1 46 -668 -484 18292 100 -401 -137
328983591 0 0 29 1 26 1 44 -804 -596 18260 75 -362 -159
328984591 0 0 30 1 27 1 45 -620 -676 18224 72 -404 -150
328985591 0 0 32 1 24 1 46 -676 -644 18104 88 -392 -143
328986591 0 0 25 1 25 1 43 -604 -608 18156 90 -379 -151
328987591 0 0 25 1 26 1 44 -588 -556 18204 101 -384 -118
328988591 0 0 26 1 26 1 45 -592 -688 18372 141 -409 -144
328989591 0 0 28 1 26 1 45 -684 -588 18268 103 -409 -157
328990591 0 0 31 1 26 1 44 -636 -536 18080 41 -381 -142
328991591 0 0 25 1 26 1 44 -664 -524 18116 120 -384 -159
328992591 0 0 30 1 26 1 43 -576 -608 18152 90 -396 -131
328993591 0 0 32 1 26 1 44 -700 -636 18260 128 -397 -140
328994591 0 0 25 1 25 1 45 -696 -576 18228 129 -389 -142
328995591 0 0 25 1 26 1 44 -648 -596 18080 88 -366 -146
328996591 0 0 25 1 26 1 45 -612 -656 18304 89 -394 -141
328997591 0 0 29 1 26 1 43 -628 -664 18092 136 -380 -130
328998591 0 0 25 1 25 1 46 -716 -544 18272 60 -372 -145
328999591 0 0 26 1 27 1 45 -664 -536 18196 75 -378 -147
329000591 0 0 26 1 25 1 44 -600 -596 18216 112 -405 -142
329001591 0 0 26 1 26 1 43 -644 -548 18148 118 -405 -152
329002591 0 0 26 1 25 1 46 -556 -624 18244 83 -394 -153
329003591 0 0 26 1 24 1 45 -716 -640 18096 74 -359 -139
329004591 0 0 32 1 28 1 45 -580 -576 18132 71 -385 -127
329005591 0 0 28 1 24 1 44 -664 -640 18156 89 -380 -137
329006591 0 0 29 1 25 1 43 -536 -548 18228 100 -361 -155
329007591 0 0 23 1 26 1 43 -608 -620 18104 122 -406 -126
329008591 0 0 26 1 25 1 44 -660 -632 18168 78 -374 -152
329009591 0 0 25 1 26 1 45 -684 -620 18152 122 -407 -143
329010591 0 0 26 1 25 1 46 -600 -600 18060 81 -368 -153
329011591 0 0 22 1 26 1 44 -608 -632 18360 66 -407 -162
329012591 0 0 28 1 26 1 44 -568 -568 18308 110 -392 -149
329013591 0 0 32 1 26 1 45 -684 -656 18172 88 -360 -129
329014591 0 0 25 1 26 1 42 -560 -668 18244 56 -384 -157
329015591 0 0 25 1 26 1 44 -708 -636 18212 81 -392 -136
329016591 32 20 23 1 27 1 41 -732 -20 19060 -363 -567 27
329017591 62 65 29 1 27 1 38 72 -2464 18720 133 -297 -160
329018591 66 66 28 1 27 1 41 -724 668 17948 221 -274 36
329019591 66 67 31 1 27 1 47 -828 -744 17452 46 -295 -58
329020591 65 67 34 1 29 1 52 -1056 -192 18688 79 -548 33
329021591 64 38 17 1 31 1 49 -404 -1320 17788 139 -396 -746
329022591 62 62 23 1 30 1 57 -948 -1096 18308 367 -279 134
329023591 64 67 14 1 30 1 49 -552 344 16992 84 -263 -19
329024591 63 67 23 1 32 1 47 -664 32 18940 89 -361 173
329025591 63 50 14 1 33 1 46 504 -2016 17516 10 -408 -2056
329026591 60 43 3 1 33 1 52 -1396 924 19120 90 -521 -47
329027591 62 66 2 1 34 1 52 -1140 -144 17412 316 -291 141
329028591 62 66 6 1 37 1 52 184 -588 18280 -209 -427 -6
329029591 61 65 1 1 39 1 53 416 -1760 17676 15 -422 -13
329030591 60 66 4 1 40 1 48 -1700 1160 18984 289 -704 224
329031591 61 66 4 1 43 1 48 -860 -320 18088 7 -240 77
329032591 63 67 7 1 46 1 51 -360 -620 18244 -189 -416 -70
329033591 63 66 2 1 49 1 50 -580 -888 18788 18 -398 -11
329034591 63 67 9 1 51 1 47 -548 -1648 16912 97 -148 -1
329035591 62 66 13 1 56 1 49 -344 -300 18276 -15 -450 163
329036591 63 68 20 1 59 1 52 -84 -1152 17616 78 -412 15
329037591 62 67 17 1 66 1 51 -1188 -1108 18632 254 -448 -17
329038591 61 53 14 1 72 1 52 -1032 -932 17728 125 -398 -1743
329039591 58 46 8 1 82 1 52 -68 20 16656 -89 -490 26
329040591 62 67 40 1 92 1 57 -1740 1040 18688 -70 -401 -54
329041591 61 66 4 1 109 1 43 -124 -2024 17716 108 -367 5
329042591 61 66 19 1 126 1 69 -872 756 19012 249 -369 85
329043591 61 67 51 1 151 1 91 -348 -1516 17204 162 -382 193
