t(ms) deslocamento_encoders(mm) deslocamento_acelerometro_Y(mm) erro_deslocamento_acelerometro(%) desloc_angular_encoders(rad) desloc_angular_giroscopio_Z(rad) erro_desloc_angular_giroscopio(%) acel_encoders(m/s^2) acel_acelerometro_Y(m/s^2) erro_acel_acelerometro(%) vel_angular_encoders(rad/s) vel_angular_giroscopio_Z(rad/s) erro_vel_angular_giroscopio(%) posicao_encoders_X(mm) posicao_encoders_Y(mm) posicao_acelgiro_X(mm) posicao_acelgiro_Y(mm) erro_posicao_acelgiro(mm) angulo_encoders(rad) angulo_giroscopio(rad) erro_angulo_giro(%)
328969591 0 -286603 100.000000 0.000000 0.017587 100.000000 0.000000 -0.356736 100.000000 0.000000 0.017587 100.000000 0 0 -286603 0 286603.000000 0.000000 0.017587 100.000000
328970591 0 -286940 100.000000 0.000000 0.017720 100.000000 0.000000 -0.337582 100.000000 0.000000 0.017720 100.000000 0 0 -573499 -5046 573521.187500 0.000000 0.035306 100.000000
328971591 0 -287278 100.000000 0.000000 0.021583 100.000000 0.000000 -0.337582 100.000000 0.000000 0.021583 100.000000 0 0 -860598 -15187 860731.937500 0.000000 0.056890 100.000000
328972591 0 -287620 100.000000 0.000000 0.016654 100.000000 0.000000 -0.342371 100.000000 0.000000 0.016654 100.000000 0 0 -1147753 -31541 1148186.250000 0.000000 0.073544 100.000000
328973591 0 -287996 100.000000 0.000000 0.019052 100.000000 0.000000 -0.375890 100.000000 0.000000 0.019052 100.000000 0 0 -1434971 -52702 1435938.500000 0.000000 0.092596 100.000000
328974591 0 -288377 100.000000 0.000000 0.019452 100.000000 0.000000 -0.380678 100.000000 0.000000 0.019452 100.000000 0 0 -1722113 -79366 1723940.875000 0.000000 0.112047 100.000000
328975591 0 -288743 100.000000 0.000000 0.016121 100.000000 0.000000 -0.366313 100.000000 0.000000 0.016121 100.000000 0 0 -2009046 -111651 2012146.000000 0.000000 0.128168 100.000000
328976591 0 -289172 100.000000 0.000000 0.018119 100.000000 0.000000 -0.428562 100.000000 0.000000 0.018119 100.000000 0 0 -2295846 -148612 2300651.000000 0.000000 0.146288 100.000000
328977591 0 -289533 100.000000 0.000000 0.018386 100.000000 0.000000 -0.361524 100.000000 0.000000 0.018386 100.000000 0 0 -2582287 -190816 2589327.500000 0.000000 0.164674 100.000000
328978591 0 -289847 100.000000 0.000000 0.017587 100.000000 0.000000 -0.313640 100.000000 0.000000 0.017587 100.000000 0 0 -2868213 -238331 2878098.000000 0.000000 0.182260 100.000000
328979591 0 -290201 100.000000 0.000000 0.021051 100.000000 0.000000 -0.354342 100.000000 0.000000 0.021051 100.000000 0 0 -3153607 -290931 3166998.250000 0.000000 0.203311 100.000000
328980591 0 -290563 100.000000 0.000000 0.018652 100.000000 0.000000 -0.361524 100.000000 0.000000 0.018652 100.000000 0 0 -3438185 -349599 3455913.250000 0.000000 0.221963 100.000000
328981591 0 -290917 100.000000 0.000000 0.019185 100.000000 0.000000 -0.354342 100.000000 0.000000 0.019185 100.000000 0 0 -3721965 -413643 3744879.750000 0.000000 0.241149 100.000000
328982591 0 -291207 100.000000 0.000000 0.018253 100.000000 0.000000 -0.289698 100.000000 0.000000 0.018253 100.000000 0 0 -4004746 -483188 4033790.000000 0.000000 0.259401 100.000000
328983591 0 -291564 100.000000 0.000000 0.021184 100.000000 0.000000 -0.356736 100.000000 0.000000 0.021184 100.000000 0 0 -4286555 -557975 4322718.000000 0.000000 0.280585 100.000000
328984591 0 -291968 100.000000 0.000000 0.019985 100.000000 0.000000 -0.404620 100.000000 0.000000 0.019985 100.000000 0 0 -4567105 -638826 4611566.500000 0.000000 0.300570 100.000000
328985591 0 -292354 100.000000 0.000000 0.019052 100.000000 0.000000 -0.385466 100.000000 0.000000 0.019052 100.000000 0 0 -4846352 -725382 4900337.500000 0.000000 0.319622 100.000000
328986591 0 -292718 100.000000 0.000000 0.020118 100.000000 0.000000 -0.363919 100.000000 0.000000 0.020118 100.000000 0 0 -5124245 -817356 5189023.000000 0.000000 0.339740 100.000000
328987591 0 -293050 100.000000 0.000000 0.015721 100.000000 0.000000 -0.332794 100.000000 0.000000 0.015721 100.000000 0 0 -5400545 -915013 5477511.500000 0.000000 0.355461 100.000000
328988591 0 -293462 100.000000 0.000000 0.019185 100.000000 0.000000 -0.411803 100.000000 0.000000 0.019185 100.000000 0 0 -5675662 -1017144 5766083.500000 0.000000 0.374646 100.000000
328989591 0 -293814 100.000000 0.000000 0.020917 100.000000 0.000000 -0.351948 100.000000 0.000000 0.020917 100.000000 0 0 -5949096 -1124663 6054470.500000 0.000000 0.395564 100.000000
328990591 0 -294135 100.000000 0.000000 0.018919 100.000000 0.000000 -0.320823 100.000000 0.000000 0.018919 100.000000 0 0 -6220518 -1238002 6342515.000000 0.000000 0.414482 100.000000
328991591 0 -294449 100.000000 0.000000 0.021184 100.000000 0.000000 -0.313640 100.000000 0.000000 0.021184 100.000000 0 0 -6490034 -1356581 6630298.500000 0.000000 0.435666 100.000000
328992591 0 -294813 100.000000 0.000000 0.017453 100.000000 0.000000 -0.363919 100.000000 0.000000 0.017453 100.000000 0 0 -6757308 -1480996 6917699.000000 0.000000 0.453119 100.000000
328993591 0 -295193 100.000000 0.000000 0.018652 100.000000 0.000000 -0.380678 100.000000 0.000000 0.018652 100.000000 0 0 -7022712 -1610223 7204950.000000 0.000000 0.471772 100.000000
328994591 0 -295538 100.000000 0.000000 0.018919 100.000000 0.000000 -0.344765 100.000000 0.000000 0.018919 100.000000 0 0 -7285967 -1744535 7491910.000000 0.000000 0.490691 100.000000
328995591 0 -295895 100.000000 0.000000 0.019452 100.000000 0.000000 -0.356736 100.000000 0.000000 0.019452 100.000000 0 0 -7546948 -1883971 7778545.500000 0.000000 0.510142 100.000000
328996591 0 -296287 100.000000 0.000000 0.018786 100.000000 0.000000 -0.392649 100.000000 0.000000 0.018786 100.000000 0 0 -7805511 -2028649 8064826.000000 0.000000 0.528928 100.000000
328997591 0 -296685 100.000000 0.000000 0.017320 100.000000 0.000000 -0.397437 100.000000 0.000000 0.017320 100.000000 0 0 -8061653 -2178359 8350778.000000 0.000000 0.546248 100.000000
328998591 0 -297010 100.000000 0.000000 0.019319 100.000000 0.000000 -0.325611 100.000000 0.000000 0.019319 100.000000 0 0 -8315442 -2332651 8636425.000000 0.000000 0.565567 100.000000
328999591 0 -297331 100.000000 0.000000 0.019585 100.000000 0.000000 -0.320823 100.000000 0.000000 0.019585 100.000000 0 0 -8566474 -2491989 8921574.000000 0.000000 0.585152 100.000000
329000591 0 -297688 100.000000 0.000000 0.018919 100.000000 0.000000 -0.356736 100.000000 0.000000 0.018919 100.000000 0 0 -8814635 -2656410 9206210.000000 0.000000 0.604070 100.000000
329001591 0 -298016 100.000000 0.000000 0.020251 100.000000 0.000000 -0.328006 100.000000 0.000000 0.020251 100.000000 0 0 -9059911 -2825682 9490335.000000 0.000000 0.624322 100.000000
