t encoder_esq(mm) encoder_dir IR1(mm) IR2 IR3 IR4 IR5 Ax(m/s^2) Ay Az Gx(rad/s) Gy Gz
4605744 0 0 3127 3325 3325 2056 2191 0.000000 -0.306458 0.000000 0.000000 0.000000 -0.021983
4606515 0 0 3127 3258 3192 1970 2145 0.000000 -0.306458 0.000000 0.000000 0.000000 -0.021450
4607543 0 0 2820 3325 3325 2100 1970 0.000000 -0.287304 0.000000 0.000000 0.000000 -0.018519
4608828 0 0 3127 3325 3325 2056 2191 0.000000 -0.301669 0.000000 0.000000 0.000000 -0.017453
4609085 0 0 2940 3258 3258 2238 2191 0.000000 -0.318429 0.000000 0.000000 0.000000 -0.026380
4609856 0 0 2940 3325 3325 2238 1928 0.000000 -0.344765 0.000000 0.000000 0.000000 -0.022783
4611141 0 0 2820 3325 3258 2100 2100 0.000000 -0.313640 0.000000 0.000000 0.000000 -0.023049
4611398 0 0 2820 3192 3127 2191 2056 0.000000 -0.306458 0.000000 0.000000 0.000000 -0.025714
4612426 0 0 2940 3325 3325 2145 2100 0.000000 -0.296881 0.000000 0.000000 0.000000 -0.026779
4612683 0 0 3192 3325 3258 2145 2100 0.000000 -0.306458 0.000000 0.000000 0.000000 -0.015721
4613454 0 0 3127 3325 3325 2145 2100 0.000000 -0.368707 0.000000 0.000000 0.000000 -0.026513
4613711 0 0 3127 3325 3325 2238 2100 0.000000 -0.299275 0.000000 0.000000 0.000000 -0.021317
4614739 0 0 2940 3325 3258 2191 2056 0.000000 -0.280122 0.000000 0.000000 0.000000 -0.023449
4614996 0 0 2762 3258 3258 2191 2191 0.000000 -0.359130 0.000000 0.000000 0.000000 -0.025314
4615767 0 0 3258 3325 3325 2238 2145 0.000000 -0.318429 0.000000 0.000000 0.000000 -0.022383
4616024 0 0 3192 3258 3258 2191 2012 0.000000 -0.342371 0.000000 0.000000 0.000000 -0.026380
4617052 0 0 3258 3258 3325 2191 2012 0.000000 -0.390255 0.000000 0.000000 0.000000 -0.017986
4618851 0 0 3192 3325 3325 2012 2286 0.000000 -0.196325 0.000000 0.000000 0.000000 -0.020384
4619108 0 0 3064 3325 3325 2286 2100 0.000000 -0.311246 0.000000 0.000000 0.000000 -0.018519
4620136 0 0 3192 3325 3192 2191 2145 0.000000 -0.323217 0.000000 0.000000 0.000000 -0.022916
4620393 0 0 2940 3258 3258 2286 2100 0.000000 -0.272939 0.000000 0.000000 0.000000 -0.025447
4621164 0 0 3192 3258 3258 2100 2238 0.000000 -0.328006 0.000000 0.000000 0.000000 -0.030510
4621421 0 0 3064 3325 3325 2012 2238 0.000000 -0.339977 0.000000 0.000000 0.000000 -0.026113
4622192 0 0 2649 3325 3325 2056 2335 0.000000 -0.371101 0.000000 0.000000 0.000000 -0.015322
4622449 0 0 3192 3258 3258 2145 2145 0.000000 -0.311246 0.000000 0.000000 0.000000 -0.028645
4623477 0 0 3192 3325 3325 2238 2335 0.000000 -0.296881 0.000000 0.000000 0.000000 -0.027046
4623734 0 0 3064 3325 3325 2238 2145 0.000000 -0.299275 0.000000 0.000000 0.000000 -0.020118
4624505 0 0 3258 3258 3258 2191 2100 0.000000 -0.260968 0.000000 0.000000 0.000000 -0.024515
4625533 0 0 3001 3325 3325 2238 2238 0.000000 -0.316035 0.000000 0.000000 0.000000 -0.026380
4625790 0 0 3325 3325 3258 2191 2238 0.000000 -0.299275 0.000000 0.000000 0.000000 -0.026779
4626818 88 71 2145 3258 3258 2145 2100 0.000000 0.272939 0.000000 0.000000 0.000000 -0.075809
4627075 97 86 1808 3325 3325 2100 2488 0.000000 -0.553061 0.000000 0.000000 0.000000 -0.033708
4627846 62 68 1808 3325 3325 2238 2145 0.000000 -0.237026 0.000000 0.000000 0.000000 0.012124
4629388 80 71 3258 3258 3258 1847 2286 0.000000 -0.981623 0.000000 0.000000 0.000000 -0.044766
4630159 24 65 1928 3258 3258 2100 1696 0.000000 0.155623 0.000000 0.000000 0.000000 0.225827
4631444 35 68 1808 3325 3325 3325 2056 0.000000 -0.277727 0.000000 0.000000 0.000000 0.095660
4631701 35 62 2541 3325 3325 3325 2145 0.000000 -0.615310 0.000000 0.000000 0.000000 0.096193
4632729 62 68 2436 3258 3192 2335 1970 0.000000 -0.572214 0.000000 0.000000 0.000000 0.013190
4632986 62 65 2762 3325 3325 2191 2012 0.000000 -0.402226 0.000000 0.000000 0.000000 -0.003730
4633757 59 59 1847 3325 3325 2762 1928 0.000000 -0.756568 0.000000 0.000000 0.000000 -0.043034
4634014 68 62 1808 3325 3325 2335 1887 0.000000 -0.476446 0.000000 0.000000 0.000000 -0.057956
4636070 59 59 3325 3325 3325 2541 1970 0.000000 -0.632069 0.000000 0.000000 0.000000 -0.020118
4636327 56 56 3258 3325 3325 2286 1970 0.000000 -0.507571 0.000000 0.000000 0.000000 -0.012257
4637098 68 71 1770 3258 3258 2145 1732 0.000000 -0.248997 0.000000 0.000000 0.000000 -0.002398
