t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz
4605744 0 0 4 1 1 24 21 0 -512 0 0 0 -165
4606515 0 0 4 2 3 26 22 0 -512 0 0 0 -161
4607543 0 0 9 1 1 23 26 0 -480 0 0 0 -139
4608828 0 0 4 1 1 24 21 0 -504 0 0 0 -131
4609085 0 0 7 2 2 20 21 0 -532 0 0 0 -198
4609856 0 0 7 1 1 20 27 0 -576 0 0 0 -171
4611141 0 0 9 1 2 23 23 0 -524 0 0 0 -173
4611398 0 0 9 3 4 21 24 0 -512 0 0 0 -193
4612426 0 0 7 1 1 22 23 0 -496 0 0 0 -201
4612683 0 0 3 1 2 22 23 0 -512 0 0 0 -118
4613454 0 0 4 1 1 22 23 0 -616 0 0 0 -199
4613711 0 0 4 1 1 20 23 0 -500 0 0 0 -160
4614739 0 0 7 1 2 21 24 0 -468 0 0 0 -176
4614996 0 0 10 2 2 21 21 0 -600 0 0 0 -190
4615767 0 0 2 1 1 20 22 0 -532 0 0 0 -168
4616024 0 0 3 2 2 21 25 0 -572 0 0 0 -198
4617052 0 0 2 2 1 21 25 0 -652 0 0 0 -135
4618851 0 0 3 1 1 25 19 0 -328 0 0 0 -153
4619108 0 0 5 1 1 19 23 0 -520 0 0 0 -139
4620136 0 0 3 1 3 21 22 0 -540 0 0 0 -172
4620393 0 0 7 2 2 19 23 0 -456 0 0 0 -191
4621164 0 0 3 2 2 23 20 0 -548 0 0 0 -229
4621421 0 0 5 1 1 25 20 0 -568 0 0 0 -196
4622192 0 0 12 1 1 24 18 0 -620 0 0 0 -115
4622449 0 0 3 2 2 22 22 0 -520 0 0 0 -215
4623477 0 0 3 1 1 20 18 0 -496 0 0 0 -203
4623734 0 0 5 1 1 20 22 0 -500 0 0 0 -151
4624505 0 0 2 2 2 21 23 0 -436 0 0 0 -184
4625533 0 0 6 1 1 20 20 0 -528 0 0 0 -198
4625790 0 0 1 1 2 21 20 0 -500 0 0 0 -201
4626818 30 24 22 2 2 22 23 0 456 0 0 0 -569
4627075 33 29 30 1 1 23 15 0 -924 0 0 0 -253
4627846 21 23 30 1 1 20 22 0 -396 0 0 0 91
4629388 27 24 2 2 2 29 19 0 -1640 0 0 0 -336
4630159 8 22 27 2 2 23 33 0 260 0 0 0 1695
4631444 12 23 30 1 1 1 24 0 -464 0 0 0 718
4631701 12 21 14 1 1 1 22 0 -1028 0 0 0 722
4632729 21 23 16 2 3 18 26 0 -956 0 0 0 99
4632986 21 22 10 1 1 21 25 0 -672 0 0 0 -28
4633757 20 20 29 1 1 10 27 0 -1264 0 0 0 -323
4634014 23 21 30 1 1 18 28 0 -796 0 0 0 -435
4636070 20 20 1 1 1 14 26 0 -1056 0 0 0 -151
4636327 19 19 2 1 1 19 26 0 -848 0 0 0 -92
4637098 23 24 31 2 2 22 32 0 -416 0 0 0 -18
4637355 21 23 32 1 1 13 24 0 -300 0 0 0 -160
4638126 20 21 26 2 2 13 16 0 -424 0 0 0 -89
4638383 21 21 5 1 1 22 23 0 -1364 0 0 0 -268
4639411 20 19 3 2 2 17 26 0 -1312 0 0 0 -210
4639668 20 19 1 1 1 18 26 0 -528 0 0 0 -195
4640439 21 21 1 1 1 14 20 0 -668 0 0 0 -67
4640696 22 20 2 1 1 18 19 0 -872 0 0 0 -314
4641467 21 21 1 1 1 11 17 0 -144 0 0 0 -53
4641724 20 23 2 2 3 14 19 0 -1436 0 0 0 72
4642495 25 25 1 1 1 16 16 0 596 0 0 0 86
4642752 24 24 1 1 1 11 17 0 -1012 0 0 0 -55
4643523 20 22 1 1 1 27 17 0 168 0 0 0 23
4643780 21 21 2 2 2 14 18 0 524 0 0 0 -177
4644808 20 19 1 1 1 11 4 0 684 0 0 0 -255
4645065 21 20 3 2 2 17 6 0 -600 0 0 0 -134
4645836 21 20 1 1 1 27 10 0 96 0 0 0 -209
4646093 20 20 2 2 2 21 17 0 152 0 0 0 -138
4646864 22 21 1 1 1 5 20 0 -808 0 0 0 -304
4647121 25 22 1 1 1 16 17 0 648 0 0 0 -261
4647892 22 22 2 2 2 12 13 0 -588 0 0 0 46
4648149 18 23 3 2 2 16 13 0 444 0 0 0 190
4648920 21 24 2 2 2 3 21 0 -972 0 0 0 -49
4649177 23 24 1 1 1 11 18 0 -420 0 0 0 -60
4649691 22 22 1 1 1 1 14 0 -1180 0 0 0 -88
4649948 21 23 1 1 1 1 25 0 -1136 0 0 0 54
4650205 21 21 3 3 4 3 16 0 -956 0 0 0 -211
4650976 23 24 1 1 2 4 16 0 -1236 0 0 0 -115
4651233 22 24 1 2 1 1 21 0 -1016 0 0 0 28
4652004 21 21 3 3 3 4 20 0 -1508 0 0 0 -311
4652261 22 20 1 1 1 1 10 0 -216 0 0 0 -452
4653289 21 19 1 1 1 5 18 0 -132 0 0 0 -178
