t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz
78380110 0 0 1 1 17 1 79 -680 -408 18136 77 -361 -179
78381110 0 0 1 1 15 1 80 -620 -360 18156 105 -378 -151
78382110 0 0 1 1 17 1 79 -668 -360 18156 129 -378 -148
78383110 0 0 1 1 16 1 79 -596 -284 18144 113 -394 -149
78384110 0 0 1 1 18 1 80 -800 -392 17972 158 -381 -143
78385110 0 0 1 1 18 1 79 -640 -340 18120 95 -391 -145
78386110 0 0 1 1 16 1 79 -624 -404 18016 108 -374 -151
78387110 0 0 1 1 16 1 79 -700 -340 18280 116 -386 -154
78388110 0 0 1 1 17 1 79 -620 -300 18116 61 -344 -133
78389110 0 0 1 1 17 1 79 -548 -336 18172 116 -374 -166
78390110 0 0 1 1 17 1 79 -608 -372 18248 88 -334 -171
78391110 0 0 1 1 17 1 79 -628 -372 18020 101 -359 -175
78392110 0 0 1 1 16 1 79 -564 -264 18032 86 -358 -147
78393110 0 0 1 1 16 1 80 -684 -252 18152 134 -401 -141
78394110 0 0 1 1 17 1 80 -680 -324 18128 106 -378 -150
78395110 0 0 1 1 15 1 79 -704 -340 18164 93 -364 -154
78396110 0 0 1 1 17 1 79 -624 -380 18268 108 -360 -160
78397110 0 0 1 1 17 1 79 -708 -348 18308 108 -384 -143
78398110 0 0 1 1 15 1 80 -648 -412 18228 53 -353 -143
78399110 0 0 1 1 16 1 80 -672 -244 18172 72 -353 -164
78400110 0 0 1 1 17 1 80 -632 -340 18140 110 -402 -162
78401110 0 0 1 1 15 1 79 -656 -392 18280 85 -340 -157
78402110 0 0 1 1 17 1 79 -752 -248 18188 99 -374 -151
78403110 0 0 1 1 17 1 79 -712 -396 18008 117 -388 -158
78404110 0 0 1 1 17 1 81 -628 -324 18176 64 -359 -145
78405110 0 0 1 1 16 1 79 -556 -272 18160 98 -360 -148
78406110 0 0 1 1 16 1 79 -680 -304 18132 124 -380 -156
78407110 0 0 1 1 16 1 79 -624 -316 18152 104 -371 -150
78408110 0 0 1 1 15 1 79 -628 -336 18152 82 -376 -143
78409110 0 0 1 1 16 1 78 -716 -352 18036 117 -403 -144
78410110 0 0 1 1 16 1 79 -628 -372 18056 124 -389 -154
78411110 0 0 1 1 17 1 79 -644 -404 18204 63 -360 -162
78412110 0 0 1 1 15 1 79 -628 -424 18268 128 -383 -143
78413110 0 0 1 1 17 1 79 -700 -340 18168 113 -368 -164
78414110 0 0 1 1 15 1 78 -672 -316 18144 129 -393 -155
78415110 0 0 1 1 17 1 79 -688 -380 18248 57 -348 -143
78416110 0 0 1 1 17 1 79 -652 -372 18208 86 -353 -168
78417110 0 0 1 1 16 1 80 -628 -348 18152 127 -396 -143
78418110 0 0 1 1 16 1 79 -600 -408 18088 60 -368 -132
78419110 0 0 1 1 15 1 79 -608 -380 18184 68 -370 -156
78420110 0 0 1 1 17 1 79 -652 -388 18196 78 -368 -147
78421110 0 0 1 1 17 1 80 -652 -336 18108 62 -359 -160
78422110 0 0 1 1 17 1 80 -668 -416 18276 67 -345 -170
78423110 0 0 1 1 16 1 79 -732 -348 18064 129 -391 -155
78424110 0 0 1 1 18 1 79 -588 -396 18228 82 -334 -154
78425110 0 0 1 1 15 1 79 -656 -348 18108 111 -387 -144
78426110 0 0 1 1 15 1 80 -720 -296 18092 117 -406 -154
78427110 0 0 1 1 15 1 79 -728 -304 18216 74 -368 -153
78428110 0 0 1 1 16 1 79 -608 -328 18192 80 -348 -162
78429110 0 0 1 1 17 1 79 -676 -380 18320 116 -391 -160
78430110 0 0 1 1 17 1 80 -744 -352 18164 93 -359 -154
78431110 0 0 1 1 15 1 79 -692 -436 18296 79 -387 -148
78432110 0 0 1 1 15 1 78 -592 -404 18268 66 -345 -159
78433110 0 0 1 1 16 1 81 -696 -276 18216 147 -384 -144
78434110 0 0 1 1 17 1 79 -648 -408 18188 84 -386 -141
78435110 0 0 1 1 17 1 79 -612 -332 18260 70 -349 -177
78436110 0 0 1 1 17 1 79 -648 -360 18324 70 -339 -155
78437110 0 0 1 1 17 1 79 -736 -348 18272 83 -346 -140
78438110 0 0 1 1 17 1 79 -676 -328 18176 117 -377 -160
78439110 0 0 1 1 15 1 79 -628 -392 18060 108 -369 -153
78440110 0 0 1 1 17 1 80 -696 -300 18228 135 -384 -149
78441110 0 0 1 1 15 1 79 -732 -348 18128 85 -349 -168
78442110 0 0 1 1 15 1 79 -684 -348 18240 114 -389 -154
78443110 0 0 1 1 17 1 79 -628 -300 18028 73 -365 -165
78444110 0 0 1 1 17 1 80 -580 -308 18160 131 -394 -138
78445110 0 0 1 1 16 1 80 -720 -392 18192 72 -353 -155
78446110 0 0 1 1 17 1 79 -648 -400 18292 74 -366 -156
78447110 0 0 1 1 17 1 79 -648 -332 18096 101 -361 -163
78448110 0 0 1 1 17 1 79 -648 -324 18172 75 -333 -142
78449110 0 0 1 1 17 1 80 -624 -416 18264 106 -365 -157
78450110 0 0 1 1 17 1 79 -676 -348 18180 104 -365 -163
78451110 0 0 1 1 17 1 79 -564 -280 18048 69 -335 -166
78452110 0 0 1 1 15 1 79 -628 -336 18168 73 -355 -158
78453110 0 0 1 1 16 1 82 -668 -432 18088 89 -358 -167
78454110 0 0 1 1 15 1 79 -736 -376 18124 97 -364 -164
78455110 0 0 1 1 17 1 79 -572 -308 18100 118 -418 -158
78456110 0 0 1 1 17 1 79 -528 -244 18244 87 -361 -148
78457110 0 0 1 1 17 1 79 -664 -248 18408 107 -375 -140
78458110 0 0 1 1 17 1 79 -512 -348 18204 93 -363 -154
78459110 0 0 1 1 15 1 79 -612 -320 18204 105 -397 -143
78460110 0 0 1 1 17 1 78 -644 -312 18048 102 -391 -129
78461110 0 0 1 1 17 1 79 -556 112 17816 134 -338 -269
78462110 8 0 1 1 33 1 81 1352 -1056 16568 -430 -256 -1102
78463110 29 20 1 1 24 1 84 -552 192 18864 29 -416 -562
78464110 36 36 1 1 28 1 83 332 -1180 17364 188 -506 48
78465110 33 34 1 1 27 1 84 -1452 -484 18728 210 -374 -137
78466110 29 30 1 1 27 1 83 -1144 568 17792 6 -443 -282
78467110 25 26 1 1 29 1 84 -324 -564 18708 -48 -445 77
78468110 24 25 1 1 26 1 84 -1216 -76 18724 316 -300 -34
78469110 23 24 1 1 27 1 85 16 -116 17796 52 -351 -157
78470110 23 25 45 1 27 1 85 -968 216 18316 30 -498 -160
78471110 24 24 54 1 27 1 84 -760 368 17828 132 -342 -61
78472110 26 26 53 1 29 1 87 -1204 -1012 19316 224 -328 -115
78473110 25 25 64 1 29 1 88 -20 -2032 17564 104 -515 -291
78474110 26 25 49 1 30 1 88 -440 184 18444 -130 -535 -354
78475110 25 25 48 1 32 1 89 -1228 860 17532 87 -330 -174
