t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz
3775377 0 0 44 2 1 39 57 0 -208 0 0 0 -206
3776148 0 0 44 1 1 39 55 0 -244 0 0 0 -134
3776405 0 0 43 1 1 40 57 0 -228 0 0 0 -148
3777433 0 0 45 1 1 40 58 0 -292 0 0 0 -211
3777690 0 0 47 3 3 42 61 0 -276 0 0 0 -193
3778461 0 0 43 1 1 42 58 0 -304 0 0 0 -195
3778718 0 0 43 1 1 39 58 0 -232 0 0 0 -139
3779489 0 0 47 2 3 41 59 0 -208 0 0 0 -227
3779746 0 0 44 1 1 40 55 0 -184 0 0 0 -146
3780517 36 34 45 2 2 40 57 0 -396 0 0 0 -382
3780774 37 35 45 1 2 41 55 0 -372 0 0 0 -286
3781545 26 24 47 1 1 40 53 0 -592 0 0 0 -342
3781802 24 23 48 2 2 41 59 0 0 0 0 0 -134
3784372 27 26 48 1 1 38 54 0 784 0 0 0 -209
3784629 26 25 48 1 1 37 51 0 -1524 0 0 0 -217
3785400 23 23 50 2 2 36 53 0 1300 0 0 0 -79
3785657 24 23 50 1 1 36 53 0 -88 0 0 0 -7
3786428 25 23 49 1 1 35 58 0 660 0 0 0 -188
3786685 24 24 50 2 2 37 54 0 -92 0 0 0 -50
3787456 25 24 49 1 1 35 54 0 -1048 0 0 0 -238
3787713 24 24 52 3 3 36 54 0 1036 0 0 0 -206
3789512 22 14 52 1 1 38 52 0 -88 0 0 0 -683
3789769 25 22 52 2 2 41 51 0 92 0 0 0 -244
3790797 23 26 52 2 2 39 51 0 -1084 0 0 0 143
3791825 25 27 52 2 2 38 48 0 228 0 0 0 87
3792082 25 25 51 1 1 35 47 0 -492 0 0 0 -378
3792853 25 23 53 1 1 37 49 0 -1244 0 0 0 -468
3793110 25 23 54 1 1 37 50 0 -512 0 0 0 -275
3793881 25 23 54 4 4 40 49 0 -1220 0 0 0 -487
3794138 25 22 54 1 2 39 47 0 -864 0 0 0 -289
3795166 26 28 54 1 1 39 41 0 -1192 0 0 0 -13
3795423 26 28 54 1 1 37 41 0 -1416 0 0 0 -5
3795937 25 26 53 4 2 37 37 0 256 0 0 0 -160
3796194 25 25 53 7 1 37 43 0 -816 0 0 0 -212
3797222 23 23 54 18 2 39 44 0 -452 0 0 0 -171
3797479 23 25 52 14 1 35 47 0 -100 0 0 0 -159
3798250 25 24 54 8 1 28 46 0 140 0 0 0 -138
3798507 25 26 54 11 3 3 44 0 -1620 0 0 0 -114
3799535 28 26 56 2 2 2 44 0 -1808 0 0 0 -221
3799792 27 25 55 2 2 3 40 0 -588 0 0 0 -159
3800820 24 25 54 62 1 2 47 0 -268 0 0 0 -166
3801077 25 25 55 67 2 2 50 0 372 0 0 0 -4
3801848 25 25 55 58 2 1 43 0 -640 0 0 0 -164
3802105 25 24 55 49 2 1 49 0 -336 0 0 0 -161
3802876 24 22 57 52 1 1 44 0 -1880 0 0 0 -294
3803133 24 25 58 27 3 3 48 0 -24 0 0 0 -6
3803904 22 25 55 11 19 1 42 0 -1196 0 0 0 -26
3804161 23 24 57 6 22 2 43 0 -276 0 0 0 -108
3804932 23 24 56 21 23 1 44 0 -896 0 0 0 -103
3805189 23 22 56 4 21 1 48 0 -1248 0 0 0 -152
3805960 25 23 60 13 24 4 50 0 -368 0 0 0 -336
3806217 24 23 55 15 16 1 45 0 -596 0 0 0 -264
3807245 30 30 59 22 21 2 2 0 -172 0 0 0 -626
3808530 22 30 84 35 22 1 1 0 -1400 0 0 0 820
3808787 24 32 86 33 19 2 2 0 -192 0 0 0 744
3809558 27 24 85 37 22 1 1 0 -1116 0 0 0 -389
3809815 27 25 87 32 22 1 1 0 -384 0 0 0 -239
3810843 23 24 79 50 26 1 1 0 -1180 0 0 0 -230
3811100 24 24 80 55 25 2 2 0 232 0 0 0 -262
3812899 24 25 82 60 26 1 1 0 212 0 0 0 -173
3813156 25 26 83 67 27 2 2 0 -1104 0 0 0 27
3813927 21 22 84 67 28 2 2 0 736 0 0 0 -156
3814184 22 25 83 77 28 2 2 0 -1720 0 0 0 -145
3814955 25 26 84 89 39 1 1 0 20 0 0 0 19
3815212 26 26 86 85 37 1 1 0 -1620 0 0 0 -106
3816497 9 23 82 104 35 1 1 0 -1412 0 0 0 1218
3817525 15 24 79 130 46 3 2 0 -1148 0 0 0 648
3818553 0 0 75 140 48 1 1 0 -156 0 0 0 -130
3819324 24 -3 85 119 39 1 1 0 -72 0 0 0 -2872
3819581 30 0 93 117 35 1 1 0 -44 0 0 0 -3038
3820866 21 -2 113 93 29 1 1 0 988 0 0 0 -1769
3821637 29 22 113 76 1 1 1 0 -508 0 0 0 -862
3821894 26 16 114 67 3 4 3 0 0 0 0 0 -1094
3822665 25 11 110 26 1 1 4 0 -492 0 0 0 -1292
3822922 26 12 109 3 1 1 1 0 -276 0 0 0 -1315
3823950 22 11 98 1 1 1 4 0 -368 0 0 0 -1137
3824207 23 13 96 1 1 1 8 0 -432 0 0 0 -965
3824978 26 13 86 2 2 2 23 0 1256 0 0 0 -1262
3826006 25 12 72 3 3 2 22 0 -8 0 0 0 -1474
3827291 24 12 48 1 1 1 17 0 548 0 0 0 -1238
3828319 25 13 35 2 2 8 23 0 -928 0 0 0 -1156
3828576 24 13 35 2 1 22 2 0 -564 0 0 0 -1160
3829861 25 14 32 2 2 18 3 0 1380 0 0 0 -1225
3830889 0 0 37 2 2 25 2 0 -556 0 0 0 -143
3831660 1 0 31 1 2 24 1 0 -872 0 0 0 -214
3831917 5 6 28 2 2 22 2 0 604 0 0 0 -142
3832945 32 28 24 2 2 20 3 0 512 0 0 0 -416
3833973 22 23 1 1 1 20 1 0 44 0 0 0 -20
3834230 24 21 2 2 3 23 2 0 -284 0 0 0 -472
3835258 20 7 1 1 1 24 1 0 752 0 0 0 -1285
3836029 27 26 1 1 1 26 1 0 128 0 0 0 -96
3836286 28 28 1 1 2 27 1 0 1392 0 0 0 93
3837314 24 25 1 1 1 25 1 0 428 0 0 0 91
3837571 23 24 1 1 1 25 1 0 668 0 0 0 -33
3838342 26 24 2 2 2 26 2 0 228 0 0 0 -268
3838599 22 21 1 1 1 24 1 0 644 0 0 0 -192
3840912 25 27 2 1 1 26 1 0 376 0 0 0 109
3841940 23 23 1 1 1 25 57 0 -316 0 0 0 -114
3842197 24 24 1 1 1 25 30 0 -360 0 0 0 -111
3842968 25 25 3 2 3 25 29 0 100 0 0 0 -5
3843225 25 24 8 1 1 25 27 0 88 0 0 0 -294
3844253 26 24 19 2 2 26 30 0 1184 0 0 0 -246
3844510 24 23 26 1 1 26 28 0 128 0 0 0 -255
