t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz
1409458 0 0 111 70 2 24 58 0 -556 0 0 0 -199
1410229 0 0 111 69 2 26 60 0 -556 0 0 0 -192
1410486 0 0 109 70 1 25 58 0 -616 0 0 0 -196
1411257 0 0 111 67 1 25 60 0 -528 0 0 0 -208
1411514 0 0 110 76 1 25 59 0 -540 0 0 0 -210
1412285 0 0 110 68 1 26 59 0 -560 0 0 0 -188
1412542 0 0 112 74 2 27 60 0 -580 0 0 0 -204
1413313 0 0 112 78 4 27 61 0 -588 0 0 0 -192
1414598 0 0 111 74 1 27 60 0 -700 0 0 0 -205
1414855 3 1 112 72 2 28 60 0 -2112 0 0 0 -769
1415626 31 30 114 64 2 26 36 0 -1060 0 0 0 -212
1415883 26 26 108 64 1 27 38 0 -124 0 0 0 -41
1416654 18 19 108 81 1 29 35 0 -872 0 0 0 -245
1417939 22 22 116 67 1 19 39 0 -988 0 0 0 -266
1418196 24 22 109 67 2 13 39 0 -1172 0 0 0 -200
1418967 20 22 103 57 1 35 38 0 -1132 0 0 0 52
1419224 20 22 101 65 1 36 38 0 -668 0 0 0 79
1419995 20 20 99 75 1 34 33 0 -956 0 0 0 -87
1420252 21 23 99 70 2 34 33 0 -500 0 0 0 -13
1421280 21 19 99 65 1 36 33 0 -564 0 0 0 -360
1422051 21 17 96 92 1 38 32 0 -112 0 0 0 -634
1422308 19 3 101 79 1 35 30 0 -1088 0 0 0 -1356
1423079 13 0 101 63 25 40 33 0 -160 0 0 0 -1486
1423336 16 1 100 31 26 14 28 0 -1332 0 0 0 -2208
1424364 11 -19 78 2 27 34 26 0 -668 0 0 0 -2382
1425649 16 -19 56 1 38 29 78 0 72 0 0 0 -3070
1425906 13 -16 48 1 20 26 1 0 -1548 0 0 0 -2761
1426677 14 -15 29 1 33 22 1 0 -344 0 0 0 -2735
1427705 14 -17 68 1 33 2 23 0 168 0 0 0 -2719
1427962 13 -14 1 1 32 1 26 0 -1672 0 0 0 -2471
1428733 14 -13 16 1 30 3 58 0 840 0 0 0 -2630
1428990 16 -17 19 2 29 2 73 0 64 0 0 0 -3381
1429761 13 -13 26 33 52 39 86 0 -704 0 0 0 -2597
1430018 16 -14 39 1 44 29 93 0 892 0 0 0 -2991
1431303 3 -2 33 1 1 77 93 0 -708 0 0 0 -253
1432074 5 2 33 2 2 78 94 0 -980 0 0 0 -237
1432331 20 17 33 1 1 84 94 0 -188 0 0 0 -542
1433102 27 25 35 2 1 79 95 0 532 0 0 0 -54
1433359 19 21 34 1 2 78 95 0 672 0 0 0 103
1434130 20 22 34 2 2 78 97 0 -236 0 0 0 94
1435415 20 20 33 36 1 77 96 0 -224 0 0 0 -78
1435672 20 19 32 73 2 76 98 0 612 0 0 0 -151
1436443 23 23 30 80 1 75 94 0 -352 0 0 0 -217
1436700 24 24 33 83 1 74 96 0 376 0 0 0 -136
1437471 21 23 31 92 1 73 96 0 -1108 0 0 0 160
