t encoder_esq(mm) encoder_dir IR1(mm) IR2 IR3 IR4 IR5 Ax(m/s^2) Ay Az Gx(rad/s) Gy Gz
1409458 0 0 432 791 3258 2056 1001 0.000000 -0.332794 0.000000 0.000000 0.000000 -0.026513
1410229 0 0 432 806 3258 1970 962 0.000000 -0.332794 0.000000 0.000000 0.000000 -0.025580
1410486 0 0 442 791 3325 2012 1001 0.000000 -0.368707 0.000000 0.000000 0.000000 -0.026113
1411257 0 0 432 838 3325 2012 962 0.000000 -0.316035 0.000000 0.000000 0.000000 -0.027712
1411514 0 0 437 709 3325 2012 981 0.000000 -0.323217 0.000000 0.000000 0.000000 -0.027979
1412285 0 0 437 822 3325 1970 981 0.000000 -0.335188 0.000000 0.000000 0.000000 -0.025047
1412542 0 0 428 735 3258 1928 962 0.000000 -0.347159 0.000000 0.000000 0.000000 -0.027179
1413313 0 0 428 685 3127 1928 943 0.000000 -0.351948 0.000000 0.000000 0.000000 -0.025580
1414598 0 0 432 735 3325 1928 962 0.000000 -0.418985 0.000000 0.000000 0.000000 -0.027312
1414855 11 4 428 762 3258 1887 962 0.000000 -1.264138 0.000000 0.000000 0.000000 -0.102455
1415626 110 107 419 888 3258 1970 1590 0.000000 -0.634463 0.000000 0.000000 0.000000 -0.028245
1415883 92 93 447 888 3325 1928 1524 0.000000 -0.074220 0.000000 0.000000 0.000000 -0.005462
1416654 64 68 447 650 3325 1847 1625 0.000000 -0.521936 0.000000 0.000000 0.000000 -0.032642
1417939 78 78 411 838 3325 2286 1491 0.000000 -0.591368 0.000000 0.000000 0.000000 -0.035440
1418196 85 78 442 838 3258 2594 1491 0.000000 -0.701501 0.000000 0.000000 0.000000 -0.026646
1418967 71 78 473 1022 3325 1625 1524 0.000000 -0.677559 0.000000 0.000000 0.000000 0.006928
1419224 71 78 485 871 3325 1590 1524 0.000000 -0.399832 0.000000 0.000000 0.000000 0.010525
1419995 71 71 497 722 3325 1660 1696 0.000000 -0.572214 0.000000 0.000000 0.000000 -0.011591
1420252 74 82 497 791 3258 1660 1696 0.000000 -0.299275 0.000000 0.000000 0.000000 -0.001732
1421280 74 68 497 871 3325 1590 1696 0.000000 -0.337582 0.000000 0.000000 0.000000 -0.047963
1422051 74 61 518 548 3325 1524 1732 0.000000 -0.067038 0.000000 0.000000 0.000000 -0.084469
1422308 67 11 485 673 3325 1625 1808 0.000000 -0.651223 0.000000 0.000000 0.000000 -0.180662
1423079 46 0 485 906 2012 1460 1696 0.000000 -0.095768 0.000000 0.000000 0.000000 -0.197982
1423336 57 4 491 1770 1970 2541 1887 0.000000 -0.797269 0.000000 0.000000 0.000000 -0.294175
1424364 39 -68 685 3258 1928 1660 1970 0.000000 -0.399832 0.000000 0.000000 0.000000 -0.317357
1425649 57 -68 1043 3325 1524 1847 685 0.000000 0.043096 0.000000 0.000000 0.000000 -0.409020
1425906 46 -57 1232 3325 2238 1970 3325 0.000000 -0.926556 0.000000 0.000000 0.000000 -0.367851
1426677 49 -53 1847 3325 1696 2145 3325 0.000000 -0.205901 0.000000 0.000000 0.000000 -0.364387
1427705 49 -61 822 3325 1696 3258 2100 0.000000 0.100556 0.000000 0.000000 0.000000 -0.362256
1427962 46 -50 3325 3325 1732 3325 1970 0.000000 -1.000776 0.000000 0.000000 0.000000 -0.329214
1428733 49 -46 2436 3325 1808 3192 1001 0.000000 0.502782 0.000000 0.000000 0.000000 -0.350398
1428990 57 -61 2286 3258 1847 3258 749 0.000000 0.038307 0.000000 0.000000 0.000000 -0.450455
1429761 46 -46 1970 1696 1133 1491 600 0.000000 -0.421380 0.000000 0.000000 0.000000 -0.346002
1430018 57 -50 1491 3325 1341 1847 540 0.000000 0.533907 0.000000 0.000000 0.000000 -0.398495
1431303 11 -7 1696 3325 3325 697 540 0.000000 -0.423774 0.000000 0.000000 0.000000 -0.033708
1432074 18 7 1696 3258 3258 685 532 0.000000 -0.586579 0.000000 0.000000 0.000000 -0.031576
1432331 71 61 1696 3325 3325 619 532 0.000000 -0.112527 0.000000 0.000000 0.000000 -0.072211
1433102 95 89 1625 3258 3325 673 525 0.000000 0.318429 0.000000 0.000000 0.000000 -0.007194
1433359 67 75 1660 3325 3258 685 525 0.000000 0.402226 0.000000 0.000000 0.000000 0.013723
1434130 71 78 1660 3258 3258 685 511 0.000000 -0.141258 0.000000 0.000000 0.000000 0.012524
1435415 71 71 1696 1590 3325 697 518 0.000000 -0.134075 0.000000 0.000000 0.000000 -0.010392
1435672 71 68 1732 749 3258 709 504 0.000000 0.366313 0.000000 0.000000 0.000000 -0.020118
