t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz
1143720 0 0 115 79 1 30 33 0 -324 0 0 0 -159
1144491 0 0 113 77 1 30 33 0 -392 0 0 0 -163
1144748 0 0 115 78 3 30 33 0 -340 0 0 0 -203
1145519 0 0 114 79 2 30 31 0 -472 0 0 0 -155
1145776 0 0 113 77 1 29 31 0 -436 0 0 0 -207
1146547 0 0 113 79 1 28 35 0 -388 0 0 0 -176
1146804 0 0 113 82 1 30 33 0 -300 0 0 0 -192
1147832 0 0 114 80 1 28 33 0 -320 0 0 0 -165
1148089 0 0 115 80 1 28 36 0 -360 0 0 0 -191
1148860 0 0 116 81 2 31 34 0 -460 0 0 0 -129
1149117 0 0 113 82 1 28 35 0 -360 0 0 0 -138
1149888 0 0 115 81 2 29 33 0 -264 0 0 0 -200
1150145 0 0 114 85 2 30 35 0 -348 0 0 0 -183
1150916 0 0 114 81 1 29 31 0 -364 0 0 0 -132
1151173 0 0 113 80 1 28 31 0 -300 0 0 0 -130
1151944 0 0 113 82 1 28 33 0 -392 0 0 0 -138
1152201 0 0 115 79 2 29 35 0 -444 0 0 0 -138
1152972 0 0 112 85 1 28 35 0 -448 0 0 0 -134
1153229 0 0 113 80 1 28 33 0 -288 0 0 0 -181
1154257 0 0 116 79 2 31 34 0 -300 0 0 0 -187
1154514 0 0 113 81 1 27 33 0 -320 0 0 0 -218
1155285 0 0 113 77 1 28 33 0 -408 0 0 0 -214
1155542 0 0 114 80 1 30 32 0 -332 0 0 0 -140
1156313 0 0 113 82 1 28 29 0 -408 0 0 0 -208
1156570 0 0 114 80 1 29 35 0 -316 0 0 0 -126
1157341 0 0 116 79 2 28 32 0 -404 0 0 0 -175
1157598 0 0 115 80 1 29 32 0 -380 0 0 0 -158
1158626 0 0 113 77 1 28 30 0 -332 0 0 0 -162
1159654 0 0 115 83 2 30 35 0 -336 0 0 0 -121
1159911 0 0 115 81 2 30 34 0 -392 0 0 0 -134
1160939 0 0 116 80 3 31 33 0 -364 0 0 0 -163
1161967 18 9 114 75 1 30 32 0 -1580 0 0 0 -1172
1162224 31 26 112 74 1 30 32 0 -524 0 0 0 -480
1163252 5 5 106 64 1 31 36 0 -420 0 0 0 -171
1164023 -3 0 107 69 2 32 34 0 -1920 0 0 0 431
1164280 -2 0 107 73 1 31 30 0 -664 0 0 0 -115
1165565 0 0 106 75 2 30 34 0 -444 0 0 0 -186
1168649 -28 -19 122 2 11 31 26 0 996 0 0 0 666
1168906 -23 -18 127 2 18 31 24 0 24 0 0 0 236
1172247 -24 -22 181 58 2 29 21 0 92 0 0 0 49
1173018 -20 -20 190 83 1 28 23 0 -360 0 0 0 -76
1174303 -21 -14 200 144 2 26 30 0 504 0 0 0 426
1175074 0 0 202 149 1 27 28 0 -712 0 0 0 -194
1175331 0 0 201 147 1 25 27 0 -832 0 0 0 -294
1177644 24 22 185 79 1 26 25 0 336 0 0 0 -465
1178415 21 18 175 25 1 28 26 0 136 0 0 0 -358
1179957 21 9 146 2 19 31 19 0 -1028 0 0 0 -1280
1180728 23 13 124 1 25 32 24 0 808 0 0 0 -1180
1180985 18 2 117 2 38 33 23 0 -984 0 0 0 -1342
1181756 15 0 100 1 26 32 15 0 -752 0 0 0 -2202
1183041 10 -26 41 1 33 29 1 0 -1164 0 0 0 -3355
1183298 10 -22 7 1 30 26 1 0 52 0 0 0 -2922
1184069 25 0 1 1 35 14 1 0 316 0 0 0 -1830
1184326 25 16 1 1 33 11 1 0 -412 0 0 0 -100
1185097 25 26 1 1 39 30 1 0 -500 0 0 0 201
1185354 20 23 1 1 39 27 1 0 256 0 0 0 83
1186125 21 21 1 1 40 15 1 0 8 0 0 0 -223
1186382 23 22 1 1 39 15 1 0 1016 0 0 0 -318
1187153 22 21 1 1 44 14 1 0 -1200 0 0 0 -309
1188438 23 23 1 1 48 24 87 0 -156 0 0 0 -49
1188695 21 23 1 1 49 21 62 0 728 0 0 0 98
1189466 22 22 1 1 51 25 69 0 -1556 0 0 0 32
