t encoder_esq(mm) encoder_dir IR1(mm) IR2 IR3 IR4 IR5 Ax(m/s^2) Ay Az Gx(rad/s) Gy Gz
1143720 0 0 415 673 3325 1808 1696 0.000000 -0.193930 0.000000 0.000000 0.000000 -0.021184
1144491 0 0 424 697 3325 1808 1696 0.000000 -0.234632 0.000000 0.000000 0.000000 -0.021717
1144748 0 0 415 685 3192 1808 1696 0.000000 -0.203507 0.000000 0.000000 0.000000 -0.027046
1145519 0 0 419 673 3258 1808 1770 0.000000 -0.282516 0.000000 0.000000 0.000000 -0.020651
1145776 0 0 424 697 3325 1847 1770 0.000000 -0.260968 0.000000 0.000000 0.000000 -0.027579
1146547 0 0 424 673 3325 1887 1625 0.000000 -0.232238 0.000000 0.000000 0.000000 -0.023449
1146804 0 0 424 640 3325 1808 1696 0.000000 -0.179565 0.000000 0.000000 0.000000 -0.025580
1147832 0 0 419 662 3325 1887 1696 0.000000 -0.191536 0.000000 0.000000 0.000000 -0.021983
1148089 0 0 415 662 3325 1887 1590 0.000000 -0.215478 0.000000 0.000000 0.000000 -0.025447
1148860 0 0 411 650 3258 1770 1660 0.000000 -0.275333 0.000000 0.000000 0.000000 -0.017187
1149117 0 0 424 640 3325 1887 1625 0.000000 -0.215478 0.000000 0.000000 0.000000 -0.018386
1149888 0 0 415 650 3258 1847 1696 0.000000 -0.158017 0.000000 0.000000 0.000000 -0.026646
1150145 0 0 419 609 3258 1808 1625 0.000000 -0.208296 0.000000 0.000000 0.000000 -0.024381
1150916 0 0 419 650 3325 1847 1770 0.000000 -0.217872 0.000000 0.000000 0.000000 -0.017587
1151173 0 0 424 662 3325 1887 1770 0.000000 -0.179565 0.000000 0.000000 0.000000 -0.017320
1151944 0 0 424 640 3325 1887 1696 0.000000 -0.234632 0.000000 0.000000 0.000000 -0.018386
1152201 0 0 415 673 3258 1847 1625 0.000000 -0.265756 0.000000 0.000000 0.000000 -0.018386
1152972 0 0 428 609 3325 1887 1625 0.000000 -0.268151 0.000000 0.000000 0.000000 -0.017853
1153229 0 0 424 662 3325 1887 1696 0.000000 -0.172383 0.000000 0.000000 0.000000 -0.024115
1154257 0 0 411 673 3258 1770 1660 0.000000 -0.179565 0.000000 0.000000 0.000000 -0.024914
1154514 0 0 424 650 3325 1928 1696 0.000000 -0.191536 0.000000 0.000000 0.000000 -0.029044
1155285 0 0 424 697 3325 1887 1696 0.000000 -0.244209 0.000000 0.000000 0.000000 -0.028511
1155542 0 0 419 662 3325 1808 1732 0.000000 -0.198719 0.000000 0.000000 0.000000 -0.018652
1156313 0 0 424 640 3325 1887 1847 0.000000 -0.244209 0.000000 0.000000 0.000000 -0.027712
1156570 0 0 419 662 3325 1847 1625 0.000000 -0.189142 0.000000 0.000000 0.000000 -0.016787
1157341 0 0 411 673 3258 1887 1732 0.000000 -0.241814 0.000000 0.000000 0.000000 -0.023315
1157598 0 0 415 662 3325 1847 1732 0.000000 -0.227449 0.000000 0.000000 0.000000 -0.021051
1158626 0 0 424 697 3325 1887 1808 0.000000 -0.198719 0.000000 0.000000 0.000000 -0.021583
1159654 0 0 415 629 3258 1808 1625 0.000000 -0.201113 0.000000 0.000000 0.000000 -0.016121
1159911 0 0 415 650 3258 1808 1660 0.000000 -0.234632 0.000000 0.000000 0.000000 -0.017853
1160939 0 0 411 662 3192 1770 1696 0.000000 -0.217872 0.000000 0.000000 0.000000 -0.021717
1161967 64 32 419 722 3325 1808 1732 0.000000 -0.945710 0.000000 0.000000 0.000000 -0.156147
1162224 110 93 428 735 3325 1808 1732 0.000000 -0.313640 0.000000 0.000000 0.000000 -0.063951
1163252 18 18 457 888 3325 1770 1590 0.000000 -0.251391 0.000000 0.000000 0.000000 -0.022783
1164023 -11 0 452 806 3258 1732 1660 0.000000 -1.149217 0.000000 0.000000 0.000000 0.057423
1164280 -7 0 452 749 3325 1770 1808 0.000000 -0.397437 0.000000 0.000000 0.000000 -0.015322
1165565 0 0 457 722 3258 1808 1660 0.000000 -0.265756 0.000000 0.000000 0.000000 -0.024781
1168649 -99 -68 389 3258 2705 1770 1970 0.000000 0.596156 0.000000 0.000000 0.000000 0.088732
1168906 -81 -64 373 3258 2335 1770 2056 0.000000 0.014365 0.000000 0.000000 0.000000 0.031443
1172247 -85 -78 226 1001 3258 1847 2191 0.000000 0.055067 0.000000 0.000000 0.000000 0.006528
1173018 -71 -71 199 629 3325 1887 2100 0.000000 -0.215478 0.000000 0.000000 0.000000 -0.010126
1174303 -74 -50 171 326 3258 1970 1808 0.000000 0.301669 0.000000 0.000000 0.000000 0.056757
1175074 0 0 165 313 3325 1928 1887 0.000000 -0.426168 0.000000 0.000000 0.000000 -0.025847
1175331 0 0 168 318 3325 2012 1928 0.000000 -0.497994 0.000000 0.000000 0.000000 -0.039170
1177644 85 78 214 673 3325 1970 2012 0.000000 0.201113 0.000000 0.000000 0.000000 -0.061953
1178415 74 64 243 2012 3325 1887 1970 0.000000 0.081403 0.000000 0.000000 0.000000 -0.047697
1179957 74 32 320 3258 2286 1770 2286 0.000000 -0.615310 0.000000 0.000000 0.000000 -0.170536
1180728 81 46 382 3325 2012 1732 2056 0.000000 0.483629 0.000000 0.000000 0.000000 -0.157213
1180985 64 7 407 3258 1524 1696 2100 0.000000 -0.588974 0.000000 0.000000 0.000000 -0.178796
1181756 53 0 491 3325 1970 1732 2488 0.000000 -0.450110 0.000000 0.000000 0.000000 -0.293375
1183041 35 -93 1429 3325 1696 1847 3325 0.000000 -0.696713 0.000000 0.000000 0.000000 -0.446991
1183298 35 -78 2940 3325 1808 1970 3325 0.000000 0.031125 0.000000 0.000000 0.000000 -0.389302
1184069 88 0 3325 3325 1625 2541 3325 0.000000 0.189142 0.000000 0.000000 0.000000 -0.243813
1184326 88 57 3325 3325 1696 2705 3325 0.000000 -0.246603 0.000000 0.000000 0.000000 -0.013323
1185097 88 93 3325 3325 1491 1808 3325 0.000000 -0.299275 0.000000 0.000000 0.000000 0.026779
1185354 71 82 3325 3325 1491 1928 3325 0.000000 0.153229 0.000000 0.000000 0.000000 0.011058
1186125 74 75 3325 3325 1460 2488 3325 0.000000 0.004788 0.000000 0.000000 0.000000 -0.029711
1186382 81 78 3325 3325 1491 2488 3325 0.000000 0.608127 0.000000 0.000000 0.000000 -0.042368
1187153 78 75 3325 3325 1341 2541 3325 0.000000 -0.718261 0.000000 0.000000 0.000000 -0.041168
1188438 81 82 3325 3325 1232 2056 590 0.000000 -0.093374 0.000000 0.000000 0.000000 -0.006528
1188695 74 82 3325 3325 1206 2191 924 0.000000 0.435745 0.000000 0.000000 0.000000 0.013057
1189466 78 78 3325 3325 1157 2012 806 0.000000 -0.931344 0.000000 0.000000 0.000000 0.004263
1189723 74 75 3258 3258 1022 1696 749 0.000000 -0.177171 0.000000 0.000000 0.000000 0.006395
1190494 81 78 3325 3325 1001 1808 762 0.000000 -0.225055 0.000000 0.000000 0.000000 -0.034507
1191522 78 71 3258 3325 854 1770 838 0.000000 -0.711078 0.000000 0.000000 0.000000 -0.041835
1191779 81 75 3325 3325 838 1847 838 0.000000 -0.737414 0.000000 0.000000 0.000000 -0.032642
1192550 71 71 3258 3258 735 1590 1660 0.000000 -0.687136 0.000000 0.000000 0.000000 -0.009060
1192807 71 61 3325 3325 749 1625 1556 0.000000 -0.306458 0.000000 0.000000 0.000000 -0.067548
1193578 71 32 3258 3325 662 1625 1625 0.000000 -0.428562 0.000000 0.000000 0.000000 -0.139893
1193835 74 32 3325 3325 673 1660 1181 0.000000 -0.842759 0.000000 0.000000 0.000000 -0.142025
1194606 71 36 1341 3192 640 1928 924 0.000000 -0.275333 0.000000 0.000000 0.000000 -0.148953
1194863 81 36 1491 2705 629 3064 924 0.000000 -1.374272 0.000000 0.000000 0.000000 -0.197182
1195634 74 39 2056 1133 572 3258 906 0.000000 0.090980 0.000000 0.000000 0.000000 -0.126303
1196919 88 46 1491 432 540 3325 924 0.000000 -0.076614 0.000000 0.000000 0.000000 -0.154415
1197176 85 43 1460 386 532 3325 943 0.000000 -0.778116 0.000000 0.000000 0.000000 -0.137495
1197947 71 32 1043 328 548 3325 943 0.000000 0.679953 0.000000 0.000000 0.000000 -0.163342
1198204 74 39 924 302 525 3325 924 0.000000 -0.632069 0.000000 0.000000 0.000000 -0.124038
1198975 81 46 697 246 532 3325 906 0.000000 0.931344 0.000000 0.000000 0.000000 -0.139493
1199232 74 36 609 226 532 3192 1341 0.000000 -0.916979 0.000000 0.000000 0.000000 -0.136695
1200003 74 36 485 196 556 3258 2056 0.000000 0.198719 0.000000 0.000000 0.000000 -0.146688
1200260 81 36 437 193 590 3325 2056 0.000000 0.433351 0.000000 0.000000 0.000000 -0.152816
1201031 81 39 341 150 600 3064 2012 0.000000 -0.028730 0.000000 0.000000 0.000000 -0.127902
1201288 78 36 320 150 943 2649 2100 0.000000 -0.184354 0.000000 0.000000 0.000000 -0.147221
1202316 67 36 237 150 1232 2286 2056 0.000000 -0.016759 0.000000 0.000000 0.000000 -0.116044
1202573 64 36 214 155 1232 3258 2191 0.000000 -0.545878 0.000000 0.000000 0.000000 -0.126969
1203344 85 39 176 160 1524 2335 1970 0.000000 -0.179565 0.000000 0.000000 0.000000 -0.176398
1203601 78 39 163 160 1206 1524 2012 0.000000 0.438139 0.000000 0.000000 0.000000 -0.126969
1204372 71 36 150 152 3325 2191 1970 0.000000 -0.629675 0.000000 0.000000 0.000000 -0.158812
