t encoder_esq encoder_dir IR1 IR2 IR3 IR4 IR5 Ax Ay Az Gx Gy Gz  
4359275 0 0 28 2 32 178 215 0 -272 0 0 0 -127  
4359789 0 0 27 1 31 181 215 0 -204 0 0 0 -185  2523
4360303 0 0 59 1 31 178 215 0 -128 0 0 0 -203  
4360817 0 0 23 1 31 178 215 0 -204 0 0 0 -142  
4361331 0 0 21 1 31 179 215 0 -256 0 0 0 -197  672.8
4361845 0 0 57 1 31 175 215 0 -264 0 0 0 -151  
4363130 0 0 60 2 32 192 214 0 -340 0 0 0 -148  
4363387 0 0 55 1 30 192 213 0 -796 0 0 0 -157  
4364158 26 25 42 1 31 188 216 0 1208 0 0 0 -139  
4364415 22 23 43 1 31 185 214 0 488 0 0 0 -147  
4365443 19 19 39 1 32 161 214 0 1568 0 0 0 -150  
4366471 21 21 24 2 32 1 214 0 552 0 0 0 -153  
4367242 20 23 52 1 31 1 214 0 -824 0 0 0 -145  
4367499 20 20 55 1 31 1 214 0 -288 0 0 0 -128  
4368270 21 20 35 1 30 1 215 0 -768 0 0 0 -182  
4368527 22 21 30 3 34 3 217 0 -808 0 0 0 -116  
4369812 21 21 81 2 32 2 215 0 848 0 0 0 -148  
4370583 20 19 90 2 32 2 214 0 -1156 0 0 0 -182  
4371611 19 20 89 2 31 1 215 0 -1236 0 0 0 -148  
4371868 20 19 90 2 32 3 214 0 -700 0 0 0 -180  
4372639 22 20 88 1 30 1 214 0 -512 0 0 0 -151  
4372896 21 20 89 1 31 1 214 0 -832 0 0 0 -137  
4373667 21 21 89 1 31 1 215 0 -1444 0 0 0 -200  
4373924 22 21 88 1 31 1 214 0 -988 0 0 0 -173  
4374695 20 21 89 2 31 2 215 0 152 0 0 0 -174  
4374952 21 21 89 1 31 1 215 0 -1004 0 0 0 -162  
4375723 22 21 90 1 31 1 215 0 256 0 0 0 -196  
4376751 21 20 88 1 31 1 216 0 1432 0 0 0 -157  
4377008 20 21 89 2 31 2 216 0 -888 0 0 0 -192  
4378036 21 20 88 1 31 1 215 0 544 0 0 0 -181  
4378293 21 20 88 1 31 1 214 0 -852 0 0 0 -153  
4379064 20 19 89 1 31 1 214 0 576 0 0 0 -188  
4380092 21 20 88 1 31 1 215 0 1508 0 0 0 -166  
4380349 22 20 90 1 31 2 215 0 216 0 0 0 -213  
4381120 20 21 91 3 33 2 215 0 616 0 0 0 -176  
4382405 21 20 88 1 30 1 214 0 1220 0 0 0 -150  
4383176 21 22 88 1 31 1 215 0 -988 0 0 0 -118  
4383433 21 20 88 1 31 1 215 0 756 0 0 0 -153  
4384461 19 20 89 2 32 2 215 0 484 0 0 0 -148  
4384718 20 19 88 1 30 1 216 0 1308 0 0 0 -229  
4385746 19 20 89 2 31 2 216 0 1624 0 0 0 -171  
4386774 22 20 89 1 31 1 215 0 304 0 0 0 -117  
4387545 20 21 89 1 30 1 215 0 -696 0 0 0 -171  
4387802 20 20 88 1 31 1 213 0 -288 0 0 0 -84  
4388573 20 21 88 1 31 1 214 0 -656 0 0 0 -169  
4388830 20 22 90 2 31 2 215 0 -1068 0 0 0 -134  
4389601 21 21 88 1 31 1 215 0 -1268 0 0 0 -223  
4390629 21 22 90 2 33 3 216 0 -924 0 0 0 -211  
4390886 21 21 88 1 30 1 214 0 -948 0 0 0 -198  
4391914 20 21 88 1 31 1 215 0 -1448 0 0 0 -188  
4392171 19 20 88 1 31 1 215 0 -968 0 0 0 -148  
4392942 20 19 88 1 31 1 215 0 -856 0 0 0 -169  
4393199 19 21 88 1 30 1 215 0 -1068 0 0 0 -161  
4393970 21 20 89 2 31 2 214 0 -56 0 0 0 -225  
4394227 22 20 88 1 31 2 215 0 -296 0 0 0 -174  
4394998 21 20 90 2 32 2 215 0 92 0 0 0 -227  
4395255 22 21 89 1 30 1 214 0 -900 0 0 0 -238  
4396026 20 22 88 1 31 1 215 0 996 0 0 0 -164  
4396283 20 21 90 2 31 2 215 0 -752 0 0 0 -185  
4397054 21 21 88 2 32 1 214 0 1180 0 0 0 -175  
4398082 21 21 89 1 31 1 214 0 316 0 0 0 -153  
4399110 19 20 88 1 30 1 215 0 144 0 0 0 -133  
4399367 20 19 90 1 31 2 215 0 1156 0 0 0 -163  
4400395 18 20 89 2 32 2 216 0 1360 0 0 0 -139  
4400652 19 20 88 1 29 1 214 0 732 0 0 0 -204  
4401423 21 20 89 1 31 1 215 0 -80 0 0 0 -128  
4401680 20 20 88 2 31 2 215 0 1496 0 0 0 -140  
4402708 21 21 89 2 32 2 214 0 1112 0 0 0 -167  
